,species_common_name,period,ace_transfer_price,starting_year,fishing_year,wt_ace_2,wt_ace_1
292,Bluenose,Starting Oct 2001,1.350747639,2001,2002,,1.013060729
293,Bluenose,Starting Oct 2002,1.432711088,2002,2002,0.358177772,
293,Bluenose,Starting Oct 2002,1.432711088,2002,2003,,1.074533316
294,Bluenose,Starting Oct 2003,1.264473087,2003,2003,0.316118272,
294,Bluenose,Starting Oct 2003,1.264473087,2003,2004,,0.948354816
295,Bluenose,Starting Oct 2004,1.115379504,2004,2004,0.278844876,
295,Bluenose,Starting Oct 2004,1.115379504,2004,2005,,0.836534628
296,Bluenose,Starting Oct 2005,1.581871223,2005,2005,0.395467806,
296,Bluenose,Starting Oct 2005,1.581871223,2005,2006,,1.186403417
297,Bluenose,Starting Oct 2006,1.354764807,2006,2006,0.338691202,
297,Bluenose,Starting Oct 2006,1.354764807,2006,2007,,1.016073605
298,Bluenose,Starting Oct 2007,1.469378943,2007,2007,0.367344736,
298,Bluenose,Starting Oct 2007,1.469378943,2007,2008,,1.102034208
299,Bluenose,Starting Oct 2008,1.730045694,2008,2008,0.432511423,
299,Bluenose,Starting Oct 2008,1.730045694,2008,2009,,1.29753427
300,Bluenose,Starting Oct 2009,1.70279546,2009,2009,0.425698865,
300,Bluenose,Starting Oct 2009,1.70279546,2009,2010,,1.277096595
301,Bluenose,Starting Oct 2010,1.752246895,2010,2010,0.438061724,
301,Bluenose,Starting Oct 2010,1.752246895,2010,2011,,1.314185171
302,Bluenose,Starting Oct 2011,1.905185575,2011,2011,0.476296394,
302,Bluenose,Starting Oct 2011,1.905185575,2011,2012,,1.428889181
303,Bluenose,Starting Oct 2012,2.110290205,2012,2012,0.527572551,
303,Bluenose,Starting Oct 2012,2.110290205,2012,2013,,1.582717654
304,Bluenose,Starting Oct 2013,2.210114518,2013,2013,0.552528629,
304,Bluenose,Starting Oct 2013,2.210114518,2013,2014,,1.657585888
305,Bluenose,Starting Oct 2014,2.170941503,2014,2014,0.542735376,
305,Bluenose,Starting Oct 2014,2.170941503,2014,2015,,1.628206127
306,Bluenose,Starting Oct 2015,2.331816427,2015,2015,0.582954107,
306,Bluenose,Starting Oct 2015,2.331816427,2015,2016,,1.74886232
307,Bluenose,Starting Oct 2016,2.433183161,2016,2016,0.60829579,
307,Bluenose,Starting Oct 2016,2.433183161,2016,2017,,1.824887371
308,Bluenose,Starting Oct 2017,2.31535075,2017,2017,0.578837688,
308,Bluenose,Starting Oct 2017,2.31535075,2017,2018,,1.736513063
309,Bluenose,Starting Oct 2018,2.605658928,2018,2018,0.651414732,
309,Bluenose,Starting Oct 2018,2.605658928,2018,2019,,1.954244196
310,Bluenose,Starting Oct 2019,2.503012964,2019,2019,0.625753241,
310,Bluenose,Starting Oct 2019,2.503012964,2019,2020,,1.877259723
311,Bluenose,Starting Oct 2020,2.319454574,2020,2020,0.579863644,
311,Bluenose,Starting Oct 2020,2.319454574,2020,2021,,1.739590931
312,Bluenose,Starting Oct 2021,2.915819241,2021,2021,0.72895481,
312,Bluenose,Starting Oct 2021,2.915819241,2021,2022,,2.186864431
313,Butterfish,Starting Oct 2002,1.194447441,2002,2002,0.29861186,
313,Butterfish,Starting Oct 2002,1.194447441,2002,2003,,0.895835581
314,Butterfish,Starting Oct 2003,1.150406943,2003,2003,0.287601736,
314,Butterfish,Starting Oct 2003,1.150406943,2003,2004,,0.862805208
315,Butterfish,Starting Oct 2004,1.197589554,2004,2004,0.299397388,
315,Butterfish,Starting Oct 2004,1.197589554,2004,2005,,0.898192165
316,Butterfish,Starting Oct 2005,1.114776165,2005,2005,0.278694041,
316,Butterfish,Starting Oct 2005,1.114776165,2005,2006,,0.836082124
317,Butterfish,Starting Oct 2006,0.971726161,2006,2006,0.24293154,
317,Butterfish,Starting Oct 2006,0.971726161,2006,2007,,0.728794621
318,Butterfish,Starting Oct 2007,0.948378198,2007,2007,0.23709455,
318,Butterfish,Starting Oct 2007,0.948378198,2007,2008,,0.711283649
319,Butterfish,Starting Oct 2008,0.971144802,2008,2008,0.242786201,
319,Butterfish,Starting Oct 2008,0.971144802,2008,2009,,0.728358602
320,Butterfish,Starting Oct 2009,1.334105933,2009,2009,0.333526483,
320,Butterfish,Starting Oct 2009,1.334105933,2009,2010,,1.00057945
321,Butterfish,Starting Oct 2010,1.102685646,2010,2010,0.275671412,
321,Butterfish,Starting Oct 2010,1.102685646,2010,2011,,0.827014235
322,Butterfish,Starting Oct 2011,0.83867738,2011,2011,0.209669345,
322,Butterfish,Starting Oct 2011,0.83867738,2011,2012,,0.629008035
323,Butterfish,Starting Oct 2012,0.957281445,2012,2012,0.239320361,
323,Butterfish,Starting Oct 2012,0.957281445,2012,2013,,0.717961084
324,Butterfish,Starting Oct 2013,1.04241328,2013,2013,0.26060332,
324,Butterfish,Starting Oct 2013,1.04241328,2013,2014,,0.78180996
325,Butterfish,Starting Oct 2014,0.891982272,2014,2014,0.222995568,
325,Butterfish,Starting Oct 2014,0.891982272,2014,2015,,0.668986704
326,Butterfish,Starting Oct 2015,0.973973785,2015,2015,0.243493446,
326,Butterfish,Starting Oct 2015,0.973973785,2015,2016,,0.730480339
327,Butterfish,Starting Oct 2016,0.837920131,2016,2016,0.209480033,
327,Butterfish,Starting Oct 2016,0.837920131,2016,2017,,0.628440098
328,Butterfish,Starting Oct 2017,0.983444382,2017,2017,0.245861095,
328,Butterfish,Starting Oct 2017,0.983444382,2017,2018,,0.737583286
329,Butterfish,Starting Oct 2018,0.923352085,2018,2018,0.230838021,
329,Butterfish,Starting Oct 2018,0.923352085,2018,2019,,0.692514064
330,Butterfish,Starting Oct 2019,0.940603426,2019,2019,0.235150857,
330,Butterfish,Starting Oct 2019,0.940603426,2019,2020,,0.70545257
331,Butterfish,Starting Oct 2020,1.06646661,2020,2020,0.266616652,
331,Butterfish,Starting Oct 2020,1.06646661,2020,2021,,0.799849957
332,Butterfish,Starting Oct 2021,0.79982785,2021,2021,0.199956962,
332,Butterfish,Starting Oct 2021,0.79982785,2021,2022,,0.599870887
333,Cardinalfish,Starting Oct 2001,0.130981152,2001,2001,0.032745288,
333,Cardinalfish,Starting Oct 2001,0.130981152,2001,2002,,0.098235864
334,Cardinalfish,Starting Oct 2002,0.123579138,2002,2002,0.030894784,
334,Cardinalfish,Starting Oct 2002,0.123579138,2002,2003,,0.092684353
335,Cardinalfish,Starting Oct 2003,0.107296481,2003,2003,0.02682412,
335,Cardinalfish,Starting Oct 2003,0.107296481,2003,2004,,0.080472361
336,Cardinalfish,Starting Oct 2004,0.107932127,2004,2004,0.026983032,
336,Cardinalfish,Starting Oct 2004,0.107932127,2004,2005,,0.080949095
337,Cardinalfish,Starting Oct 2005,0.130391977,2005,2005,0.032597994,
337,Cardinalfish,Starting Oct 2005,0.130391977,2005,2006,,0.097793983
338,Cardinalfish,Starting Oct 2006,0.106707646,2006,2006,0.026676912,
338,Cardinalfish,Starting Oct 2006,0.106707646,2006,2007,,0.080030735
339,Cardinalfish,Starting Oct 2007,0.112038546,2007,2007,0.028009636,
339,Cardinalfish,Starting Oct 2007,0.112038546,2007,2008,,0.084028909
340,Cardinalfish,Starting Oct 2008,0.092552542,2008,2008,0.023138135,
340,Cardinalfish,Starting Oct 2008,0.092552542,2008,2009,,0.069414406
341,Cardinalfish,Starting Oct 2009,0.102320776,2009,2009,0.025580194,
341,Cardinalfish,Starting Oct 2009,0.102320776,2009,2010,,0.076740582
342,Cardinalfish,Starting Oct 2010,0.130467569,2010,2010,0.032616892,
342,Cardinalfish,Starting Oct 2010,0.130467569,2010,2011,,0.097850677
343,Cardinalfish,Starting Oct 2011,0.138929616,2011,2011,0.034732404,
343,Cardinalfish,Starting Oct 2011,0.138929616,2011,2012,,0.104197212
344,Cardinalfish,Starting Oct 2012,0.12311701,2012,2012,0.030779252,
344,Cardinalfish,Starting Oct 2012,0.12311701,2012,2013,,0.092337757
345,Cardinalfish,Starting Oct 2013,0.121953476,2013,2013,0.030488369,
345,Cardinalfish,Starting Oct 2013,0.121953476,2013,2014,,0.091465107
346,Cardinalfish,Starting Oct 2014,0.12730637,2014,2014,0.031826592,
346,Cardinalfish,Starting Oct 2014,0.12730637,2014,2015,,0.095479777
347,Cardinalfish,Starting Oct 2015,0.109816604,2015,2015,0.027454151,
347,Cardinalfish,Starting Oct 2015,0.109816604,2015,2016,,0.082362453
348,Cardinalfish,Starting Oct 2016,0.116263927,2016,2016,0.029065982,
348,Cardinalfish,Starting Oct 2016,0.116263927,2016,2017,,0.087197945
349,Cardinalfish,Starting Oct 2017,0.121943379,2017,2017,0.030485845,
349,Cardinalfish,Starting Oct 2017,0.121943379,2017,2018,,0.091457534
350,Cardinalfish,Starting Oct 2018,0.120640395,2018,2018,0.030160099,
350,Cardinalfish,Starting Oct 2018,0.120640395,2018,2019,,0.090480296
351,Cardinalfish,Starting Oct 2019,0.14620332,2019,2019,0.03655083,
351,Cardinalfish,Starting Oct 2019,0.14620332,2019,2020,,0.10965249
352,Cardinalfish,Starting Oct 2020,0.153870168,2020,2020,0.038467542,
352,Cardinalfish,Starting Oct 2020,0.153870168,2020,2021,,0.115402626
353,Cardinalfish,Starting Oct 2021,0.1516,2021,2021,0.0379,
353,Cardinalfish,Starting Oct 2021,0.1516,2021,2022,,0.1137
354,Cockle,Starting Oct 2002,0.8012,2002,2002,0.2003,
354,Cockle,Starting Oct 2002,0.8012,2002,2003,,0.6009
355,Cockle,Starting Oct 2003,0.8074,2003,2003,0.20185,
355,Cockle,Starting Oct 2003,0.8074,2003,2004,,0.60555
356,Cockle,Starting Oct 2004,1,2004,2004,0.25,
356,Cockle,Starting Oct 2004,1,2004,2005,,0.75
357,Cockle,Starting Oct 2006,1.0523,2006,2006,0.263075,
357,Cockle,Starting Oct 2006,1.0523,2006,2007,,0.789225
358,Cockle,Starting Oct 2010,1.0141,2010,2010,0.253525,
358,Cockle,Starting Oct 2010,1.0141,2010,2011,,0.760575
1,Deepwater tuatua,Starting Apr 2017,1,2017,2017,0.75,
1,Deepwater tuatua,Starting Apr 2017,1,2017,2018,,0.25
359,Dredge Oyster,Starting Oct 2001,0.29,2001,2001,0.0725,
359,Dredge Oyster,Starting Oct 2001,0.29,2001,2002,,0.2175
360,Dredge Oyster,Starting Oct 2002,0.3342,2002,2002,0.08355,
360,Dredge Oyster,Starting Oct 2002,0.3342,2002,2003,,0.25065
361,Dredge Oyster,Starting Oct 2003,0.3816,2003,2003,0.0954,
361,Dredge Oyster,Starting Oct 2003,0.3816,2003,2004,,0.2862
362,Dredge Oyster,Starting Oct 2004,0.3169,2004,2004,0.079225,
362,Dredge Oyster,Starting Oct 2004,0.3169,2004,2005,,0.237675
363,Dredge Oyster,Starting Oct 2006,0.2345,2006,2006,0.058625,
363,Dredge Oyster,Starting Oct 2006,0.2345,2006,2007,,0.175875
364,Dredge Oyster,Starting Oct 2007,0.250025904,2007,2007,0.062506476,
364,Dredge Oyster,Starting Oct 2007,0.250025904,2007,2008,,0.187519428
365,Dredge Oyster,Starting Oct 2008,0.2201,2008,2008,0.055025,
365,Dredge Oyster,Starting Oct 2008,0.2201,2008,2009,,0.165075
366,Dredge Oyster,Starting Oct 2009,0.2257,2009,2009,0.056425,
366,Dredge Oyster,Starting Oct 2009,0.2257,2009,2010,,0.169275
367,Dredge Oyster,Starting Oct 2010,0.2204,2010,2010,0.0551,
367,Dredge Oyster,Starting Oct 2010,0.2204,2010,2011,,0.1653
368,Dredge Oyster,Starting Oct 2011,0.2221,2011,2011,0.055525,
368,Dredge Oyster,Starting Oct 2011,0.2221,2011,2012,,0.166575
369,Dredge Oyster,Starting Oct 2012,0.2121,2012,2012,0.053025,
369,Dredge Oyster,Starting Oct 2012,0.2121,2012,2013,,0.159075
370,Dredge Oyster,Starting Oct 2013,0.2127,2013,2013,0.053175,
370,Dredge Oyster,Starting Oct 2013,0.2127,2013,2014,,0.159525
371,Dredge Oyster,Starting Oct 2014,0.2144,2014,2014,0.0536,
371,Dredge Oyster,Starting Oct 2014,0.2144,2014,2015,,0.1608
372,Dredge Oyster,Starting Oct 2015,0.2135,2015,2015,0.053375,
372,Dredge Oyster,Starting Oct 2015,0.2135,2015,2016,,0.160125
373,Dredge Oyster,Starting Oct 2016,0.2353,2016,2016,0.058825,
373,Dredge Oyster,Starting Oct 2016,0.2353,2016,2017,,0.176475
374,Dredge Oyster,Starting Oct 2017,0.245,2017,2017,0.06125,
374,Dredge Oyster,Starting Oct 2017,0.245,2017,2018,,0.18375
375,Dredge Oyster,Starting Oct 2018,0.2447,2018,2018,0.061175,
375,Dredge Oyster,Starting Oct 2018,0.2447,2018,2019,,0.183525
376,Dredge Oyster,Starting Oct 2019,0.2412,2019,2019,0.0603,
376,Dredge Oyster,Starting Oct 2019,0.2412,2019,2020,,0.1809
377,Dredge Oyster,Starting Oct 2020,0.2405,2020,2020,0.060125,
377,Dredge Oyster,Starting Oct 2020,0.2405,2020,2021,,0.180375
378,Elephant Fish,Starting Oct 2001,0.706617975,2001,2001,0.176654494,
378,Elephant Fish,Starting Oct 2001,0.706617975,2001,2002,,0.529963481
379,Elephant Fish,Starting Oct 2002,0.846710419,2002,2002,0.211677605,
379,Elephant Fish,Starting Oct 2002,0.846710419,2002,2003,,0.635032814
380,Elephant Fish,Starting Oct 2003,0.93239475,2003,2003,0.233098688,
380,Elephant Fish,Starting Oct 2003,0.93239475,2003,2004,,0.699296063
381,Elephant Fish,Starting Oct 2004,0.899376729,2004,2004,0.224844182,
381,Elephant Fish,Starting Oct 2004,0.899376729,2004,2005,,0.674532547
382,Elephant Fish,Starting Oct 2005,0.813997613,2005,2005,0.203499403,
382,Elephant Fish,Starting Oct 2005,0.813997613,2005,2006,,0.61049821
383,Elephant Fish,Starting Oct 2006,0.811965659,2006,2006,0.202991415,
383,Elephant Fish,Starting Oct 2006,0.811965659,2006,2007,,0.608974244
384,Elephant Fish,Starting Oct 2007,0.66160215,2007,2007,0.165400538,
384,Elephant Fish,Starting Oct 2007,0.66160215,2007,2008,,0.496201613
385,Elephant Fish,Starting Oct 2008,0.744559304,2008,2008,0.186139826,
385,Elephant Fish,Starting Oct 2008,0.744559304,2008,2009,,0.558419478
386,Elephant Fish,Starting Oct 2009,0.742765928,2009,2009,0.185691482,
386,Elephant Fish,Starting Oct 2009,0.742765928,2009,2010,,0.557074446
387,Elephant Fish,Starting Oct 2010,0.885050792,2010,2010,0.221262698,
387,Elephant Fish,Starting Oct 2010,0.885050792,2010,2011,,0.663788094
388,Elephant Fish,Starting Oct 2011,0.826928618,2011,2011,0.206732154,
388,Elephant Fish,Starting Oct 2011,0.826928618,2011,2012,,0.620196463
389,Elephant Fish,Starting Oct 2012,0.748385483,2012,2012,0.187096371,
389,Elephant Fish,Starting Oct 2012,0.748385483,2012,2013,,0.561289112
390,Elephant Fish,Starting Oct 2013,0.84313352,2013,2013,0.21078338,
390,Elephant Fish,Starting Oct 2013,0.84313352,2013,2014,,0.63235014
391,Elephant Fish,Starting Oct 2014,0.738380937,2014,2014,0.184595234,
391,Elephant Fish,Starting Oct 2014,0.738380937,2014,2015,,0.553785702
392,Elephant Fish,Starting Oct 2015,0.538107821,2015,2015,0.134526955,
392,Elephant Fish,Starting Oct 2015,0.538107821,2015,2016,,0.403580866
393,Elephant Fish,Starting Oct 2016,0.768942667,2016,2016,0.192235667,
393,Elephant Fish,Starting Oct 2016,0.768942667,2016,2017,,0.576707
394,Elephant Fish,Starting Oct 2017,0.573777734,2017,2017,0.143444433,
394,Elephant Fish,Starting Oct 2017,0.573777734,2017,2018,,0.4303333
395,Elephant Fish,Starting Oct 2018,0.84813749,2018,2018,0.212034373,
395,Elephant Fish,Starting Oct 2018,0.84813749,2018,2019,,0.636103118
396,Elephant Fish,Starting Oct 2019,0.700786109,2019,2019,0.175196527,
396,Elephant Fish,Starting Oct 2019,0.700786109,2019,2020,,0.525589582
397,Elephant Fish,Starting Oct 2020,0.598432719,2020,2020,0.14960818,
397,Elephant Fish,Starting Oct 2020,0.598432719,2020,2021,,0.448824539
398,Elephant Fish,Starting Oct 2021,0.640096331,2021,2021,0.160024083,
398,Elephant Fish,Starting Oct 2021,0.640096331,2021,2022,,0.480072249
399,Flatfish,Starting Oct 2001,0.503236472,2001,2001,0.125809118,
399,Flatfish,Starting Oct 2001,0.503236472,2001,2002,,0.377427354
400,Flatfish,Starting Oct 2002,0.608841779,2002,2002,0.152210445,
400,Flatfish,Starting Oct 2002,0.608841779,2002,2003,,0.456631334
401,Flatfish,Starting Oct 2003,0.586784295,2003,2003,0.146696074,
401,Flatfish,Starting Oct 2003,0.586784295,2003,2004,,0.440088221
402,Flatfish,Starting Oct 2004,0.602915632,2004,2004,0.150728908,
402,Flatfish,Starting Oct 2004,0.602915632,2004,2005,,0.452186724
403,Flatfish,Starting Oct 2005,0.616922666,2005,2005,0.154230666,
403,Flatfish,Starting Oct 2005,0.616922666,2005,2006,,0.462691999
404,Flatfish,Starting Oct 2006,0.630455253,2006,2006,0.157613813,
404,Flatfish,Starting Oct 2006,0.630455253,2006,2007,,0.47284144
405,Flatfish,Starting Oct 2007,0.681598978,2007,2007,0.170399744,
405,Flatfish,Starting Oct 2007,0.681598978,2007,2008,,0.511199233
406,Flatfish,Starting Oct 2008,0.711316923,2008,2008,0.177829231,
406,Flatfish,Starting Oct 2008,0.711316923,2008,2009,,0.533487692
407,Flatfish,Starting Oct 2009,0.553563596,2009,2009,0.138390899,
407,Flatfish,Starting Oct 2009,0.553563596,2009,2010,,0.415172697
408,Flatfish,Starting Oct 2010,0.563593998,2010,2010,0.140898499,
408,Flatfish,Starting Oct 2010,0.563593998,2010,2011,,0.422695498
409,Flatfish,Starting Oct 2011,0.841064814,2011,2011,0.210266203,
409,Flatfish,Starting Oct 2011,0.841064814,2011,2012,,0.63079861
410,Flatfish,Starting Oct 2012,0.640303299,2012,2012,0.160075825,
410,Flatfish,Starting Oct 2012,0.640303299,2012,2013,,0.480227474
411,Flatfish,Starting Oct 2013,0.583716374,2013,2013,0.145929094,
411,Flatfish,Starting Oct 2013,0.583716374,2013,2014,,0.437787281
412,Flatfish,Starting Oct 2014,0.59834494,2014,2014,0.149586235,
412,Flatfish,Starting Oct 2014,0.59834494,2014,2015,,0.448758705
413,Flatfish,Starting Oct 2015,0.552084005,2015,2015,0.138021001,
413,Flatfish,Starting Oct 2015,0.552084005,2015,2016,,0.414063004
414,Flatfish,Starting Oct 2016,0.701753244,2016,2016,0.175438311,
414,Flatfish,Starting Oct 2016,0.701753244,2016,2017,,0.526314933
415,Flatfish,Starting Oct 2017,0.666903574,2017,2017,0.166725894,
415,Flatfish,Starting Oct 2017,0.666903574,2017,2018,,0.500177681
416,Flatfish,Starting Oct 2018,0.637956568,2018,2018,0.159489142,
416,Flatfish,Starting Oct 2018,0.637956568,2018,2019,,0.478467426
417,Flatfish,Starting Oct 2019,0.796551307,2019,2019,0.199137827,
417,Flatfish,Starting Oct 2019,0.796551307,2019,2020,,0.59741348
418,Flatfish,Starting Oct 2020,0.77431212,2020,2020,0.19357803,
418,Flatfish,Starting Oct 2020,0.77431212,2020,2021,,0.58073409
419,Flatfish,Starting Oct 2021,1.261842764,2021,2021,0.315460691,
419,Flatfish,Starting Oct 2021,1.261842764,2021,2022,,0.946382073
420,Frostfish,Starting Oct 2001,0.052584046,2001,2001,0.013146012,
420,Frostfish,Starting Oct 2001,0.052584046,2001,2002,,0.039438035
421,Frostfish,Starting Oct 2002,0.058965689,2002,2002,0.014741422,
421,Frostfish,Starting Oct 2002,0.058965689,2002,2003,,0.044224266
422,Frostfish,Starting Oct 2003,0.061116635,2003,2003,0.015279159,
422,Frostfish,Starting Oct 2003,0.061116635,2003,2004,,0.045837477
423,Frostfish,Starting Oct 2004,0.058640686,2004,2004,0.014660171,
423,Frostfish,Starting Oct 2004,0.058640686,2004,2005,,0.043980514
424,Frostfish,Starting Oct 2005,0.059126409,2005,2005,0.014781602,
424,Frostfish,Starting Oct 2005,0.059126409,2005,2006,,0.044344807
425,Frostfish,Starting Oct 2006,0.066049063,2006,2006,0.016512266,
425,Frostfish,Starting Oct 2006,0.066049063,2006,2007,,0.049536797
426,Frostfish,Starting Oct 2007,0.070080392,2007,2007,0.017520098,
426,Frostfish,Starting Oct 2007,0.070080392,2007,2008,,0.052560294
427,Frostfish,Starting Oct 2008,0.065933053,2008,2008,0.016483263,
427,Frostfish,Starting Oct 2008,0.065933053,2008,2009,,0.04944979
428,Frostfish,Starting Oct 2009,0.065531146,2009,2009,0.016382787,
428,Frostfish,Starting Oct 2009,0.065531146,2009,2010,,0.04914836
429,Frostfish,Starting Oct 2010,0.063664637,2010,2010,0.015916159,
429,Frostfish,Starting Oct 2010,0.063664637,2010,2011,,0.047748478
430,Frostfish,Starting Oct 2011,0.072913548,2011,2011,0.018228387,
430,Frostfish,Starting Oct 2011,0.072913548,2011,2012,,0.054685161
431,Frostfish,Starting Oct 2012,0.070178244,2012,2012,0.017544561,
431,Frostfish,Starting Oct 2012,0.070178244,2012,2013,,0.052633683
432,Frostfish,Starting Oct 2013,0.081245404,2013,2013,0.020311351,
432,Frostfish,Starting Oct 2013,0.081245404,2013,2014,,0.060934053
433,Frostfish,Starting Oct 2014,0.068022407,2014,2014,0.017005602,
433,Frostfish,Starting Oct 2014,0.068022407,2014,2015,,0.051016805
434,Frostfish,Starting Oct 2015,0.060277263,2015,2015,0.015069316,
434,Frostfish,Starting Oct 2015,0.060277263,2015,2016,,0.045207948
435,Frostfish,Starting Oct 2016,0.075289931,2016,2016,0.018822483,
435,Frostfish,Starting Oct 2016,0.075289931,2016,2017,,0.056467448
436,Frostfish,Starting Oct 2017,0.058216441,2017,2017,0.01455411,
436,Frostfish,Starting Oct 2017,0.058216441,2017,2018,,0.043662331
437,Frostfish,Starting Oct 2018,0.070792293,2018,2018,0.017698073,
437,Frostfish,Starting Oct 2018,0.070792293,2018,2019,,0.05309422
438,Frostfish,Starting Oct 2019,0.074036165,2019,2019,0.018509041,
438,Frostfish,Starting Oct 2019,0.074036165,2019,2020,,0.055527124
439,Frostfish,Starting Oct 2020,0.067158814,2020,2020,0.016789704,
439,Frostfish,Starting Oct 2020,0.067158814,2020,2021,,0.050369111
440,Frostfish,Starting Oct 2021,0.0618082,2021,2021,0.01545205,
440,Frostfish,Starting Oct 2021,0.0618082,2021,2022,,0.04635615
441,Garfish,Starting Oct 2002,1.007483327,2002,2002,0.251870832,
441,Garfish,Starting Oct 2002,1.007483327,2002,2003,,0.755612496
442,Garfish,Starting Oct 2003,1.311635222,2003,2003,0.327908806,
442,Garfish,Starting Oct 2003,1.311635222,2003,2004,,0.983726417
443,Garfish,Starting Oct 2004,1.234161897,2004,2004,0.308540474,
443,Garfish,Starting Oct 2004,1.234161897,2004,2005,,0.925621423
444,Garfish,Starting Oct 2005,1.015995139,2005,2005,0.253998785,
444,Garfish,Starting Oct 2005,1.015995139,2005,2006,,0.761996354
445,Garfish,Starting Oct 2006,0.967525188,2006,2006,0.241881297,
445,Garfish,Starting Oct 2006,0.967525188,2006,2007,,0.725643891
446,Garfish,Starting Oct 2007,0.973,2007,2007,0.24325,
446,Garfish,Starting Oct 2007,0.973,2007,2008,,0.72975
447,Garfish,Starting Oct 2008,0.645,2008,2008,0.16125,
447,Garfish,Starting Oct 2008,0.645,2008,2009,,0.48375
448,Garfish,Starting Oct 2009,0.5234,2009,2009,0.13085,
448,Garfish,Starting Oct 2009,0.5234,2009,2010,,0.39255
449,Garfish,Starting Oct 2010,0.6537,2010,2010,0.163425,
449,Garfish,Starting Oct 2010,0.6537,2010,2011,,0.490275
450,Garfish,Starting Oct 2011,0.61,2011,2011,0.1525,
