,species,fishing_year,TACC,units TACC,Catch,Units Catch
883,Long-finned Freshwater Eel,2011,82,Tonnes,35.8,Tonnes
884,Long-finned Freshwater Eel,2012,82,Tonnes,77.3,Tonnes
885,Long-finned Freshwater Eel,2013,82,Tonnes,64.1,Tonnes
886,Long-finned Freshwater Eel,2014,82,Tonnes,59.8,Tonnes
887,Long-finned Freshwater Eel,2015,82,Tonnes,35.2,Tonnes
888,Long-finned Freshwater Eel,2016,82,Tonnes,21.5,Tonnes
889,Long-finned Freshwater Eel,2017,162,Tonnes,80.7,Tonnes
890,Long-finned Freshwater Eel,2018,163,Tonnes,86.4,Tonnes
891,Long-finned Freshwater Eel,2019,137,Tonnes,66,Tonnes
892,Lookdown Dory,2005,783,Tonnes,382.3,Tonnes
893,Lookdown Dory,2006,783,Tonnes,470.6,Tonnes
894,Lookdown Dory,2007,783,Tonnes,430.9,Tonnes
895,Lookdown Dory,2008,783,Tonnes,430.3,Tonnes
896,Lookdown Dory,2009,783,Tonnes,459.6,Tonnes
897,Lookdown Dory,2010,783,Tonnes,434.4,Tonnes
898,Lookdown Dory,2011,783,Tonnes,380.4,Tonnes
899,Lookdown Dory,2012,783,Tonnes,381.9,Tonnes
900,Lookdown Dory,2013,783,Tonnes,493.5,Tonnes
901,Lookdown Dory,2014,783,Tonnes,460.3,Tonnes
902,Lookdown Dory,2015,783,Tonnes,563.9,Tonnes
903,Lookdown Dory,2016,783,Tonnes,507.2,Tonnes
904,Lookdown Dory,2017,783,Tonnes,499.5,Tonnes
905,Lookdown Dory,2018,NA,Tonnes,564.4,Tonnes
906,Lookdown Dory,2018,783,Tonnes,NA,Tonnes
907,Lookdown Dory,2019,783,Tonnes,420.4,Tonnes
908,Mako Shark,2005,406,Tonnes,109.7,Tonnes
909,Mako Shark,2006,406,Tonnes,82.1,Tonnes
910,Mako Shark,2007,406,Tonnes,74.6,Tonnes
911,Mako Shark,2008,406,Tonnes,73.7,Tonnes
912,Mako Shark,2009,406,Tonnes,77.8,Tonnes
913,Mako Shark,2010,406,Tonnes,67.1,Tonnes
914,Mako Shark,2011,406,Tonnes,91,Tonnes
915,Mako Shark,2012,406,Tonnes,101.8,Tonnes
916,Mako Shark,2013,200,Tonnes,80.5,Tonnes
917,Mako Shark,2014,200,Tonnes,44.1,Tonnes
918,Mako Shark,2015,200,Tonnes,49.6,Tonnes
919,Mako Shark,2016,200,Tonnes,70.8,Tonnes
920,Mako Shark,2017,200,Tonnes,37.7,Tonnes
921,Mako Shark,2018,NA,Tonnes,33.1,Tonnes
922,Mako Shark,2018,200,Tonnes,NA,Tonnes
923,Mako Shark,2019,200,Tonnes,26.2,Tonnes
924,Moonfish,2005,527,Tonnes,111.7,Tonnes
925,Moonfish,2006,527,Tonnes,79.5,Tonnes
926,Moonfish,2007,527,Tonnes,82.4,Tonnes
927,Moonfish,2008,527,Tonnes,42.6,Tonnes
928,Moonfish,2009,527,Tonnes,79.1,Tonnes
929,Moonfish,2010,527,Tonnes,100.3,Tonnes
930,Moonfish,2011,527,Tonnes,118.5,Tonnes
931,Moonfish,2012,527,Tonnes,82.3,Tonnes
932,Moonfish,2013,527,Tonnes,83.7,Tonnes
933,Moonfish,2014,527,Tonnes,56.4,Tonnes
934,Moonfish,2015,527,Tonnes,32.3,Tonnes
935,Moonfish,2016,527,Tonnes,61.1,Tonnes
936,Moonfish,2017,527,Tonnes,56.6,Tonnes
937,Moonfish,2018,527,Tonnes,67.2,Tonnes
938,Moonfish,2019,527,Tonnes,45.4,Tonnes
939,Orange Roughy,1996,21330,Tonnes,NA,Tonnes
940,Orange Roughy,1997,21330,Tonnes,NA,Tonnes
941,Orange Roughy,1998,21330.2,Tonnes,NA,Tonnes
942,Orange Roughy,1999,20354.8,Tonnes,NA,Tonnes
943,Orange Roughy,2000,20354.8,Tonnes,NA,Tonnes
944,Orange Roughy,2001,15641,Tonnes,NA,Tonnes
945,Orange Roughy,2002,15921,Tonnes,14379.5,Tonnes
946,Orange Roughy,2003,15221,Tonnes,14670.4,Tonnes
947,Orange Roughy,2004,15221,Tonnes,13414.1,Tonnes
948,Orange Roughy,2005,15921,Tonnes,15368,Tonnes
949,Orange Roughy,2006,15921,Tonnes,15502.2,Tonnes
950,Orange Roughy,2007,14721,Tonnes,14167.1,Tonnes
951,Orange Roughy,2008,13612,Tonnes,13110.4,Tonnes
952,Orange Roughy,2009,12532,Tonnes,11365.9,Tonnes
953,Orange Roughy,2010,11062,Tonnes,9206.5,Tonnes
954,Orange Roughy,2011,8221,Tonnes,6423.5,Tonnes
955,Orange Roughy,2012,6941,Tonnes,5837.9,Tonnes
956,Orange Roughy,2013,6941,Tonnes,5323.8,Tonnes
957,Orange Roughy,2014,7841,Tonnes,7215.3,Tonnes
958,Orange Roughy,2015,8736,Tonnes,8216.4,Tonnes
959,Orange Roughy,2016,8736,Tonnes,7811.1,Tonnes
960,Orange Roughy,2017,8736,Tonnes,7619.2,Tonnes
961,Orange Roughy,2018,8933,Tonnes,8073.4,Tonnes
962,Orange Roughy,2019,9827,Tonnes,8018.8,Tonnes
963,Oreos,1996,26159.9,Tonnes,NA,Tonnes
964,Oreos,1997,25653.9,Tonnes,NA,Tonnes
965,Oreos,1998,25653.9,Tonnes,NA,Tonnes
966,Oreos,1999,24643,Tonnes,NA,Tonnes
967,Oreos,2000,23943,Tonnes,NA,Tonnes
968,Oreos,2001,22443,Tonnes,NA,Tonnes
969,Oreos,2002,20143,Tonnes,18720.9,Tonnes
970,Oreos,2003,19343,Tonnes,17621.3,Tonnes
971,Oreos,2004,21143,Tonnes,17104.5,Tonnes
972,Oreos,2005,21143,Tonnes,17220.2,Tonnes
973,Oreos,2006,21143,Tonnes,17475,Tonnes
974,Oreos,2007,21143,Tonnes,17111.8,Tonnes
975,Oreos,2008,18610,Tonnes,16978.6,Tonnes
976,Oreos,2009,18610,Tonnes,15877.6,Tonnes
977,Oreos,2010,18860,Tonnes,16792,Tonnes
978,Oreos,2011,18860,Tonnes,14421.7,Tonnes
979,Oreos,2012,18860,Tonnes,13087.6,Tonnes
980,Oreos,2013,18860,Tonnes,10977.9,Tonnes
981,Oreos,2014,18860,Tonnes,11250.7,Tonnes
982,Oreos,2015,18860,Tonnes,11058.8,Tonnes
983,Oreos,2016,14860,Tonnes,8111.1,Tonnes
984,Oreos,2017,14860,Tonnes,8019.6,Tonnes
985,Oreos,2018,14860,Tonnes,8783.2,Tonnes
986,Oreos,2019,15460,Tonnes,8949.5,Tonnes
987,Oysters Dredge,1997,505,Tonnes,NA,Tonnes
988,Oysters Dredge,1998,2030.5,Tonnes,NA,Tonnes
989,Oysters Dredge,1999,2030.5,Tonnes,NA,Tonnes
990,Oysters Dredge,2000,2030.5,Tonnes,NA,Tonnes
991,Oysters Dredge,2001,2030.5,Tonnes,NA,Tonnes
992,Oysters Dredge,2002,2030.5,Tonnes,1475.8,Tonnes
993,Oysters Dredge,2003,2030.5,Tonnes,944.3,Tonnes
994,Oysters Dredge,2004,2030.5,Tonnes,860.5,Tonnes
995,Oysters Dredge,2005,2030.5,Tonnes,909.9,Tonnes
996,Oysters Dredge,2006,2058.5,Tonnes,933.8,Tonnes
997,Oysters Dredge,2007,2058.5,Tonnes,883.7,Tonnes
998,Oysters Dredge,2008,2099.5,Tonnes,826.3,Tonnes
999,Oysters Dredge,2009,2099.5,Tonnes,881.8,Tonnes
1000,Oysters Dredge,2010,2119.5,Tonnes,1035.8,Tonnes
1001,Oysters Dredge,2011,2119.5,Tonnes,1122,Tonnes
1002,Oysters Dredge,2012,2119.5,Tonnes,1253.4,Tonnes
1003,Oysters Dredge,2013,2119.5,Tonnes,1358.7,Tonnes
1004,Oysters Dredge,2014,2148,Tonnes,1357.6,Tonnes
1005,Oysters Dredge,2015,2148,Tonnes,1023.6,Tonnes
1006,Oysters Dredge,2016,2148,Tonnes,1026.1,Tonnes
1007,Oysters Dredge,2017,2148,Tonnes,1019.5,Tonnes
1008,Oysters Dredge,2018,2148,Tonnes,1010.7,Tonnes
1009,Oysters Dredge,2019,2148,Tonnes,968.7,Tonnes
1010,Pacific Bluefin Tuna,2005,116,Tonnes,22,Tonnes
1011,Pacific Bluefin Tuna,2006,116,Tonnes,21.1,Tonnes
1012,Pacific Bluefin Tuna,2007,116,Tonnes,14.3,Tonnes
1013,Pacific Bluefin Tuna,2008,116,Tonnes,13.1,Tonnes
1014,Pacific Bluefin Tuna,2009,116,Tonnes,15.7,Tonnes
1015,Pacific Bluefin Tuna,2010,116,Tonnes,13.6,Tonnes
1016,Pacific Bluefin Tuna,2011,116,Tonnes,27.4,Tonnes
1017,Pacific Bluefin Tuna,2012,116,Tonnes,13.7,Tonnes
1018,Pacific Bluefin Tuna,2013,116,Tonnes,24.4,Tonnes
1019,Pacific Bluefin Tuna,2014,116,Tonnes,12.1,Tonnes
1020,Pacific Bluefin Tuna,2015,116,Tonnes,16.5,Tonnes
1021,Pacific Bluefin Tuna,2016,116,Tonnes,18,Tonnes
1022,Pacific Bluefin Tuna,2017,116,Tonnes,14.4,Tonnes
1023,Pacific Bluefin Tuna,2018,116,Tonnes,20.7,Tonnes
1024,Pacific Bluefin Tuna,2019,116,Tonnes,21.6,Tonnes
1025,Paddle Crab,2003,765,Tonnes,280.8,Tonnes
1026,Paddle Crab,2004,765,Tonnes,372.8,Tonnes
1027,Paddle Crab,2005,765,Tonnes,292.4,Tonnes
1028,Paddle Crab,2006,765,Tonnes,233.5,Tonnes
1029,Paddle Crab,2007,765,Tonnes,133.4,Tonnes
1030,Paddle Crab,2008,765,Tonnes,168.2,Tonnes
1031,Paddle Crab,2009,765,Tonnes,134.7,Tonnes
1032,Paddle Crab,2010,765,Tonnes,120.1,Tonnes
1033,Paddle Crab,2011,765,Tonnes,140.2,Tonnes
1034,Paddle Crab,2012,765,Tonnes,121.6,Tonnes
1035,Paddle Crab,2013,765,Tonnes,103,Tonnes
1036,Paddle Crab,2014,765,Tonnes,101.1,Tonnes
1037,Paddle Crab,2015,765,Tonnes,110,Tonnes
1038,Paddle Crab,2016,765,Tonnes,127.2,Tonnes
1039,Paddle Crab,2017,765,Tonnes,68.6,Tonnes
1040,Paddle Crab,2018,765,Tonnes,26.8,Tonnes
1041,Paddle Crab,2019,765,Tonnes,23,Tonnes
1042,Pale Ghost Shark,2000,803,Tonnes,NA,Tonnes
1043,Pale Ghost Shark,2001,803,Tonnes,NA,Tonnes
1044,Pale Ghost Shark,2002,803,Tonnes,1648.7,Tonnes
1045,Pale Ghost Shark,2003,803,Tonnes,1895.3,Tonnes
1046,Pale Ghost Shark,2004,803,Tonnes,1553.9,Tonnes
1047,Pale Ghost Shark,2005,1780,Tonnes,888.2,Tonnes
1048,Pale Ghost Shark,2006,1780,Tonnes,707.8,Tonnes
1049,Pale Ghost Shark,2007,1780,Tonnes,793.9,Tonnes
1050,Pale Ghost Shark,2008,1780,Tonnes,818.4,Tonnes
1051,Pale Ghost Shark,2009,1780,Tonnes,794.8,Tonnes
1052,Pale Ghost Shark,2010,1780,Tonnes,750.9,Tonnes
1053,Pale Ghost Shark,2011,1780,Tonnes,611,Tonnes
1054,Pale Ghost Shark,2012,1780,Tonnes,659,Tonnes
1055,Pale Ghost Shark,2013,1780,Tonnes,697.3,Tonnes
1056,Pale Ghost Shark,2014,1780,Tonnes,726.8,Tonnes
1057,Pale Ghost Shark,2015,1780,Tonnes,758.1,Tonnes
1058,Pale Ghost Shark,2016,1780,Tonnes,690.6,Tonnes
1059,Pale Ghost Shark,2017,1780,Tonnes,925.8,Tonnes
1060,Pale Ghost Shark,2018,NA,Tonnes,1029,Tonnes
1061,Pale Ghost Shark,2018,1780,Tonnes,NA,Tonnes
1062,Pale Ghost Shark,2019,1780,Tonnes,840,Tonnes
1063,Parore,2005,84,Tonnes,56.2,Tonnes
1064,Parore,2006,84,Tonnes,62.7,Tonnes
1065,Parore,2007,84,Tonnes,61.7,Tonnes
1066,Parore,2008,84,Tonnes,68.6,Tonnes
1067,Parore,2009,84,Tonnes,78.3,Tonnes
1068,Parore,2010,84,Tonnes,92.2,Tonnes
1069,Parore,2011,84,Tonnes,82.4,Tonnes
1070,Parore,2012,84,Tonnes,78.4,Tonnes
1071,Parore,2013,84,Tonnes,82.7,Tonnes
1072,Parore,2014,84,Tonnes,71.6,Tonnes
1073,Parore,2015,84,Tonnes,68.1,Tonnes
1074,Parore,2016,84,Tonnes,66,Tonnes
1075,Parore,2017,84,Tonnes,68.3,Tonnes
1076,Parore,2018,NA,Tonnes,65.4,Tonnes
1077,Parore,2018,84,Tonnes,NA,Tonnes
1078,Parore,2019,84,Tonnes,80.3,Tonnes
1079,Patagonian Toothfish,2011,49.5,Tonnes,22.7,Tonnes
1080,Patagonian Toothfish,2012,49.5,Tonnes,34.5,Tonnes
1081,Patagonian Toothfish,2013,49.5,Tonnes,26.9,Tonnes
1082,Patagonian Toothfish,2014,49.5,Tonnes,0,Tonnes
1083,Patagonian Toothfish,2015,49.5,Tonnes,36.1,Tonnes
1084,Patagonian Toothfish,2016,49.5,Tonnes,6.4,Tonnes
1085,Patagonian Toothfish,2017,49.5,Tonnes,18.6,Tonnes
1086,Patagonian Toothfish,2018,49.5,Tonnes,4.5,Tonnes
1087,Patagonian Toothfish,2019,49.5,Tonnes,0,Tonnes
1088,Paua,1996,1253.7,Tonnes,NA,Tonnes
1089,Paua,1997,1253.8,Tonnes,NA,Tonnes
1090,Paua,1998,1257.7,Tonnes,NA,Tonnes
1091,Paua,1999,1257.8,Tonnes,NA,Tonnes
1092,Paua,2000,1252.8,Tonnes,NA,Tonnes
1093,Paua,2001,1221,Tonnes,NA,Tonnes
1094,Paua,2002,1194.2,Tonnes,1102.9,Tonnes
1095,Paua,2003,1083.5,Tonnes,1075.3,Tonnes
1096,Paua,2004,1058.5,Tonnes,1025.1,Tonnes
1097,Paua,2005,1058.5,Tonnes,1026.8,Tonnes
1098,Paua,2006,1058.5,Tonnes,1047.4,Tonnes
1099,Paua,2007,1058.5,Tonnes,995.5,Tonnes
1100,Paua,2008,1058.5,Tonnes,1010,Tonnes
1101,Paua,2009,1058.5,Tonnes,1008.1,Tonnes
1102,Paua,2010,1058.5,Tonnes,1009.5,Tonnes
1103,Paua,2011,1058.5,Tonnes,944.4,Tonnes
1104,Paua,2012,1058.5,Tonnes,947,Tonnes
1105,Paua,2013,1058.5,Tonnes,910.7,Tonnes
1106,Paua,2014,1058.5,Tonnes,926.2,Tonnes
1107,Paua,2015,1058.5,Tonnes,904.3,Tonnes
1108,Paua,2016,1058.5,Tonnes,912.2,Tonnes
1109,Paua,2017,964.9,Tonnes,812.2,Tonnes
1110,Paua,2018,NA,Tonnes,704.7,Tonnes
1111,Paua,2018,919.1,Tonnes,NA,Tonnes
1112,Paua,2019,919.1,Tonnes,675.8,Tonnes
1113,Pilchard,2003,2485,Tonnes,1048.9,Tonnes
1114,Pilchard,2004,2485,Tonnes,1319.7,Tonnes
1115,Pilchard,2005,2485,Tonnes,958.7,Tonnes
1116,Pilchard,2006,2485,Tonnes,1010,Tonnes
1117,Pilchard,2007,2485,Tonnes,864,Tonnes
1118,Pilchard,2008,2485,Tonnes,720.8,Tonnes
1119,Pilchard,2009,2485,Tonnes,670.8,Tonnes
1120,Pilchard,2010,2485,Tonnes,667.2,Tonnes
1121,Pilchard,2011,2485,Tonnes,333.1,Tonnes
1122,Pilchard,2012,2485,Tonnes,220.7,Tonnes
1123,Pilchard,2013,2485,Tonnes,391.1,Tonnes
1124,Pilchard,2014,2485,Tonnes,364.9,Tonnes
1125,Pilchard,2015,2485,Tonnes,235,Tonnes
1126,Pilchard,2016,2485,Tonnes,324.4,Tonnes
1127,Pilchard,2017,2485,Tonnes,284.4,Tonnes
1128,Pilchard,2018,2485,Tonnes,624.2,Tonnes
1129,Pilchard,2019,2485,Tonnes,343.4,Tonnes
1130,Pipi,2005,200,Tonnes,149.8,Tonnes
1131,Pipi,2006,204,Tonnes,137.5,Tonnes
1132,Pipi,2007,204,Tonnes,136.4,Tonnes
1133,Pipi,2008,204,Tonnes,143.4,Tonnes
1134,Pipi,2009,204,Tonnes,131.9,Tonnes
1135,Pipi,2010,204,Tonnes,136.3,Tonnes
1136,Pipi,2011,204,Tonnes,86.8,Tonnes
1137,Pipi,2012,204,Tonnes,54.8,Tonnes
1138,Pipi,2013,204,Tonnes,0,Tonnes
1139,Pipi,2014,204,Tonnes,NA,Tonnes
1140,Pipi,2015,204,Tonnes,0,Tonnes
1141,Pipi,2016,204,Tonnes,NA,Tonnes
1142,Pipi,2017,204,Tonnes,NA,Tonnes
1143,Pipi,2018,204,Tonnes,NA,Tonnes
1144,Pipi,2019,204,Tonnes,0,Tonnes
1145,Porae,2005,71,Tonnes,56.9,Tonnes
1146,Porae,2006,71,Tonnes,49,Tonnes
1147,Porae,2007,71,Tonnes,73.1,Tonnes
1148,Porae,2008,71,Tonnes,52.1,Tonnes
1149,Porae,2009,71,Tonnes,56.8,Tonnes
1150,Porae,2010,71,Tonnes,67.6,Tonnes
1151,Porae,2011,71,Tonnes,72.1,Tonnes
1152,Porae,2012,71,Tonnes,50.8,Tonnes
1153,Porae,2013,83,Tonnes,67.4,Tonnes
1154,Porae,2014,83,Tonnes,65.6,Tonnes
1155,Porae,2015,83,Tonnes,72,Tonnes
1156,Porae,2016,83,Tonnes,65.9,Tonnes
1157,Porae,2017,83,Tonnes,90.4,Tonnes
1158,Porae,2018,NA,Tonnes,54.5,Tonnes
1159,Porae,2018,83,Tonnes,NA,Tonnes
1160,Porae,2019,83,Tonnes,54.6,Tonnes
1161,Porbeagle Shark,2005,215,Tonnes,60.4,Tonnes
1162,Porbeagle Shark,2006,215,Tonnes,54.7,Tonnes
1163,Porbeagle Shark,2007,215,Tonnes,53.9,Tonnes
1164,Porbeagle Shark,2008,215,Tonnes,41.2,Tonnes
1165,Porbeagle Shark,2009,215,Tonnes,61.4,Tonnes
1166,Porbeagle Shark,2010,215,Tonnes,62.6,Tonnes
1167,Porbeagle Shark,2011,215,Tonnes,73.2,Tonnes
1168,Porbeagle Shark,2012,215,Tonnes,55.4,Tonnes
1169,Porbeagle Shark,2013,110,Tonnes,83.3,Tonnes
1170,Porbeagle Shark,2014,110,Tonnes,70.1,Tonnes
1171,Porbeagle Shark,2015,110,Tonnes,84.1,Tonnes
1172,Porbeagle Shark,2016,110,Tonnes,43.3,Tonnes
1173,Porbeagle Shark,2017,110,Tonnes,26.7,Tonnes
1174,Porbeagle Shark,2018,NA,Tonnes,57.1,Tonnes
1175,Porbeagle Shark,2018,110,Tonnes,NA,Tonnes
1176,Porbeagle Shark,2019,110,Tonnes,36.2,Tonnes
1177,Prawn Killer,2008,36,Tonnes,7.5,Tonnes
1178,Prawn Killer,2009,36,Tonnes,1.2,Tonnes
1179,Prawn Killer,2010,36,Tonnes,1.3,Tonnes
1180,Prawn Killer,2011,36,Tonnes,4.3,Tonnes
1181,Prawn Killer,2012,36,Tonnes,1.3,Tonnes
1182,Prawn Killer,2013,36,Tonnes,0.9,Tonnes
1183,Prawn Killer,2014,36,Tonnes,0.9,Tonnes
1184,Prawn Killer,2015,36,Tonnes,1,Tonnes
1185,Prawn Killer,2016,36,Tonnes,1.8,Tonnes
1186,Prawn Killer,2017,36,Tonnes,3.1,Tonnes
1187,Prawn Killer,2018,36,Tonnes,1,Tonnes
1188,Prawn Killer,2019,36,Tonnes,0.8,Tonnes
1189,Queen Scallop,2003,380,Tonnes,139,Tonnes
1190,Queen Scallop,2004,380,Tonnes,114.1,Tonnes
1191,Queen Scallop,2005,380,Tonnes,35.1,Tonnes
1192,Queen Scallop,2006,380,Tonnes,18.6,Tonnes
1193,Queen Scallop,2007,380,Tonnes,6.5,Tonnes
1194,Queen Scallop,2008,380,Tonnes,9.5,Tonnes
1195,Queen Scallop,2009,380,Tonnes,48.7,Tonnes
1196,Queen Scallop,2010,380,Tonnes,25.3,Tonnes
1197,Queen Scallop,2011,380,Tonnes,2.8,Tonnes
1198,Queen Scallop,2012,380,Tonnes,1.9,Tonnes
1199,Queen Scallop,2013,380,Tonnes,70.5,Tonnes
1200,Queen Scallop,2014,380,Tonnes,5,Tonnes
1201,Queen Scallop,2015,380,Tonnes,1.8,Tonnes
1202,Queen Scallop,2016,380,Tonnes,13.6,Tonnes
1203,Queen Scallop,2017,380,Tonnes,23.1,Tonnes
1204,Queen Scallop,2018,380,Tonnes,25.7,Tonnes
1205,Queen Scallop,2019,380,Tonnes,12.1,Tonnes
1206,Rays Bream,2005,980,Tonnes,259.3,Tonnes
1207,Rays Bream,2006,980,Tonnes,214.7,Tonnes
1208,Rays Bream,2007,980,Tonnes,148.8,Tonnes
1209,Rays Bream,2008,980,Tonnes,151.4,Tonnes
1210,Rays Bream,2009,980,Tonnes,178.2,Tonnes
1211,Rays Bream,2010,980,Tonnes,119.3,Tonnes
1212,Rays Bream,2011,980,Tonnes,149.9,Tonnes
1213,Rays Bream,2012,980,Tonnes,146.4,Tonnes
1214,Rays Bream,2013,980,Tonnes,822.9,Tonnes
1215,Rays Bream,2014,980,Tonnes,626.9,Tonnes
1216,Rays Bream,2015,980,Tonnes,224.2,Tonnes
1217,Rays Bream,2016,980,Tonnes,125.2,Tonnes
1218,Rays Bream,2017,980,Tonnes,100.7,Tonnes
1219,Rays Bream,2018,980,Tonnes,289.6,Tonnes
1220,Rays Bream,2019,980,Tonnes,140.1,Tonnes
1221,Red Bait,2010,5050,Tonnes,1065.5,Tonnes
1222,Red Bait,2011,5050,Tonnes,1017.4,Tonnes
1223,Red Bait,2012,5050,Tonnes,1599.3,Tonnes
1224,Red Bait,2013,5050,Tonnes,2152.4,Tonnes
1225,Red Bait,2014,5050,Tonnes,2855.9,Tonnes
1226,Red Bait,2015,5050,Tonnes,2155.8,Tonnes
1227,Red Bait,2016,5050,Tonnes,1455.5,Tonnes
1228,Red Bait,2017,5050,Tonnes,2600,Tonnes
1229,Red Bait,2018,5050,Tonnes,1763.8,Tonnes
1230,Red Bait,2019,5050,Tonnes,2673.6,Tonnes
1231,Red Cod,1996,16066.4,Tonnes,NA,Tonnes
1232,Red Cod,1997,16066.4,Tonnes,NA,Tonnes
1233,Red Cod,1998,16066.4,Tonnes,NA,Tonnes
1234,Red Cod,1999,16066.4,Tonnes,NA,Tonnes
1235,Red Cod,2000,16066.4,Tonnes,NA,Tonnes
1236,Red Cod,2001,16066.4,Tonnes,NA,Tonnes
1237,Red Cod,2002,16074.1,Tonnes,4426.2,Tonnes
1238,Red Cod,2003,16074.1,Tonnes,6916.2,Tonnes
1239,Red Cod,2004,16074.1,Tonnes,10318.9,Tonnes
1240,Red Cod,2005,16074.1,Tonnes,7707.7,Tonnes
1241,Red Cod,2006,16074.1,Tonnes,6681.1,Tonnes
1242,Red Cod,2007,16074.1,Tonnes,5565.3,Tonnes
1243,Red Cod,2008,8278.4,Tonnes,6457.3,Tonnes
1244,Red Cod,2009,8278.4,Tonnes,4896.2,Tonnes
1245,Red Cod,2010,8278.4,Tonnes,5236.4,Tonnes
1246,Red Cod,2011,8278.4,Tonnes,6693.7,Tonnes
1247,Red Cod,2012,8278.4,Tonnes,7625.4,Tonnes
1248,Red Cod,2013,8278.4,Tonnes,6879,Tonnes
1249,Red Cod,2014,8278.4,Tonnes,5854.1,Tonnes
1250,Red Cod,2015,8278.4,Tonnes,3802.5,Tonnes
1251,Red Cod,2016,8278.4,Tonnes,5687.9,Tonnes
1252,Red Cod,2017,8278.4,Tonnes,6876.4,Tonnes
1253,Red Cod,2018,NA,Tonnes,3367.4,Tonnes
1254,Red Cod,2018,8278.4,Tonnes,NA,Tonnes
1255,Red Cod,2019,8278.4,Tonnes,2904.3,Tonnes
1256,Red Crab,2005,48,Tonnes,0,Tonnes
1257,Red Crab,2006,48,Tonnes,0,Tonnes
1258,Red Crab,2007,48,Tonnes,0,Tonnes
1259,Red Crab,2008,48,Tonnes,6,Tonnes
1260,Red Crab,2009,48,Tonnes,0.1,Tonnes
1261,Red Crab,2010,48,Tonnes,1.1,Tonnes
1262,Red Crab,2011,48,Tonnes,6,Tonnes
1263,Red Crab,2012,48,Tonnes,0.1,Tonnes
1264,Red Crab,2013,48,Tonnes,0,Tonnes
1265,Red Crab,2014,48,Tonnes,1.1,Tonnes
1266,Red Crab,2015,48,Tonnes,0.1,Tonnes
1267,Red Crab,2016,48,Tonnes,0.1,Tonnes
1268,Red Crab,2017,48,Tonnes,0.1,Tonnes
1269,Red Crab,2018,48,Tonnes,0,Tonnes
1270,Red Crab,2019,48,Tonnes,0,Tonnes
1271,Red Snapper,2005,146,Tonnes,54.3,Tonnes
1272,Red Snapper,2006,146,Tonnes,49.8,Tonnes
1273,Red Snapper,2007,146,Tonnes,54.2,Tonnes
1274,Red Snapper,2008,146,Tonnes,86.9,Tonnes
1275,Red Snapper,2009,146,Tonnes,41.4,Tonnes
1276,Red Snapper,2010,146,Tonnes,30.7,Tonnes
1277,Red Snapper,2011,146,Tonnes,34.8,Tonnes
1278,Red Snapper,2012,146,Tonnes,27.2,Tonnes
1279,Red Snapper,2013,146,Tonnes,44.9,Tonnes
1280,Red Snapper,2014,146,Tonnes,63.2,Tonnes
1281,Red Snapper,2015,146,Tonnes,57.6,Tonnes
1282,Red Snapper,2016,146,Tonnes,44,Tonnes
1283,Red Snapper,2017,146,Tonnes,66.3,Tonnes
1284,Red Snapper,2018,146,Tonnes,46.4,Tonnes
1285,Red Snapper,2019,146,Tonnes,37.7,Tonnes
1286,Ribaldo,1999,1282,Tonnes,NA,Tonnes
1287,Ribaldo,2000,1282,Tonnes,NA,Tonnes
1288,Ribaldo,2001,1282,Tonnes,NA,Tonnes
1289,Ribaldo,2002,1282,Tonnes,1265.9,Tonnes
1290,Ribaldo,2003,1282,Tonnes,1063.9,Tonnes
1291,Ribaldo,2004,1282,Tonnes,1226,Tonnes
1292,Ribaldo,2005,1282,Tonnes,1149.1,Tonnes
1293,Ribaldo,2006,1282,Tonnes,963.7,Tonnes
1294,Ribaldo,2007,1664,Tonnes,1146.7,Tonnes
1295,Ribaldo,2008,1664,Tonnes,988.1,Tonnes
1296,Ribaldo,2009,1664,Tonnes,1111.2,Tonnes
1297,Ribaldo,2010,1664,Tonnes,755.4,Tonnes
1298,Ribaldo,2011,1664,Tonnes,913.3,Tonnes
1299,Ribaldo,2012,1683,Tonnes,834.9,Tonnes
1300,Ribaldo,2013,1683,Tonnes,798.1,Tonnes
1301,Ribaldo,2014,1683,Tonnes,1194.5,Tonnes
1302,Ribaldo,2015,1683,Tonnes,1231,Tonnes
1303,Ribaldo,2016,1683,Tonnes,1126.8,Tonnes
1304,Ribaldo,2017,1683,Tonnes,953.7,Tonnes
1305,Ribaldo,2018,NA,Tonnes,1094.1,Tonnes
1306,Ribaldo,2018,1683,Tonnes,NA,Tonnes
1307,Ribaldo,2019,1683,Tonnes,1020.9,Tonnes
1308,Rig,1996,2098.4,Tonnes,NA,Tonnes
1309,Rig,1997,2098.4,Tonnes,NA,Tonnes
1310,Rig,1998,1887.9,Tonnes,NA,Tonnes
1311,Rig,1999,1887.9,Tonnes,NA,Tonnes
1312,Rig,2000,1887.9,Tonnes,NA,Tonnes
1313,Rig,2001,2034,Tonnes,NA,Tonnes
1314,Rig,2002,2034.1,Tonnes,1411,Tonnes
1315,Rig,2003,2034.1,Tonnes,1451.2,Tonnes
1316,Rig,2004,2034.1,Tonnes,1413.1,Tonnes
1317,Rig,2005,2048.1,Tonnes,1380.3,Tonnes
1318,Rig,2006,2048.1,Tonnes,1296.1,Tonnes
1319,Rig,2007,1919.1,Tonnes,1365.6,Tonnes
1320,Rig,2008,1919.1,Tonnes,1324.3,Tonnes
1321,Rig,2009,1919.1,Tonnes,1186.2,Tonnes
