,species,fishing_year,TACC,units TACC,Catch,Units Catch
1322,Rig,2010,1919.1,Tonnes,1262.1,Tonnes
1323,Rig,2011,1919.1,Tonnes,1260.4,Tonnes
1324,Rig,2012,1941.1,Tonnes,1303.2,Tonnes
1325,Rig,2013,1941.1,Tonnes,1278.7,Tonnes
1326,Rig,2014,1941.1,Tonnes,1385.5,Tonnes
1327,Rig,2015,1941.1,Tonnes,1412.8,Tonnes
1328,Rig,2016,1966.1,Tonnes,1406.4,Tonnes
1329,Rig,2017,1966.1,Tonnes,1416.2,Tonnes
1330,Rig,2018,NA,Tonnes,1459.2,Tonnes
1331,Rig,2018,1966.1,Tonnes,NA,Tonnes
1332,Rig,2019,1991.1,Tonnes,1363.5,Tonnes
1333,Ringed Dosinia,2005,112,Tonnes,2,Tonnes
1334,Ringed Dosinia,2006,112,Tonnes,1.1,Tonnes
1335,Ringed Dosinia,2007,112,Tonnes,2.6,Tonnes
1336,Ringed Dosinia,2008,112,Tonnes,1.6,Tonnes
1337,Ringed Dosinia,2009,112,Tonnes,1.6,Tonnes
1338,Ringed Dosinia,2010,112,Tonnes,1,Tonnes
1339,Ringed Dosinia,2011,203,Tonnes,3,Tonnes
1340,Ringed Dosinia,2012,203,Tonnes,5.3,Tonnes
1341,Ringed Dosinia,2013,203,Tonnes,4.1,Tonnes
1342,Ringed Dosinia,2014,384,Tonnes,6.2,Tonnes
1343,Ringed Dosinia,2015,384,Tonnes,7.4,Tonnes
1344,Ringed Dosinia,2016,384,Tonnes,16.7,Tonnes
1345,Ringed Dosinia,2017,489,Tonnes,11.8,Tonnes
1346,Ringed Dosinia,2018,489,Tonnes,18.9,Tonnes
1347,Ringed Dosinia,2019,489,Tonnes,26.3,Tonnes
1348,Rock Lobster,1996,2953.3,Tonnes,NA,Tonnes
1349,Rock Lobster,1997,2994.3,Tonnes,NA,Tonnes
1350,Rock Lobster,1998,2905.2,Tonnes,NA,Tonnes
1351,Rock Lobster,1999,2967.3,Tonnes,NA,Tonnes
1352,Rock Lobster,2000,2888.9,Tonnes,NA,Tonnes
1353,Rock Lobster,2001,2888.9,Tonnes,NA,Tonnes
1354,Rock Lobster,2002,2725.5,Tonnes,2594.5,Tonnes
1355,Rock Lobster,2003,2725.5,Tonnes,2599.7,Tonnes
1356,Rock Lobster,2004,2725.5,Tonnes,2467.9,Tonnes
1357,Rock Lobster,2005,2766.8,Tonnes,2493,Tonnes
1358,Rock Lobster,2006,2629.8,Tonnes,2500.8,Tonnes
1359,Rock Lobster,2007,2806.9,Tonnes,2630.1,Tonnes
1360,Rock Lobster,2008,2806.9,Tonnes,2506.5,Tonnes
1361,Rock Lobster,2009,3021.4,Tonnes,2675.7,Tonnes
1362,Rock Lobster,2010,2802.5,Tonnes,2724.5,Tonnes
1363,Rock Lobster,2011,2847.7,Tonnes,2814.5,Tonnes
1364,Rock Lobster,2012,2833.1,Tonnes,2784.6,Tonnes
1365,Rock Lobster,2013,2850.6,Tonnes,2818.2,Tonnes
1366,Rock Lobster,2014,2895.7,Tonnes,2879.5,Tonnes
1367,Rock Lobster,2015,2898.2,Tonnes,2865.7,Tonnes
1368,Rock Lobster,2016,2929.9,Tonnes,2866.4,Tonnes
1369,Rock Lobster,2017,2859.9,Tonnes,2787,Tonnes
1370,Rock Lobster,2018,NA,Tonnes,2678.1,Tonnes
1371,Rock Lobster,2018,2743.6,Tonnes,NA,Tonnes
1372,Rock Lobster,2019,2746.6,Tonnes,2745.3,Tonnes
1373,Rough Skate,2004,1986,Tonnes,1841.8,Tonnes
1374,Rough Skate,2005,1986,Tonnes,2115.8,Tonnes
1375,Rough Skate,2006,1986,Tonnes,1699.4,Tonnes
1376,Rough Skate,2007,1986,Tonnes,1775.8,Tonnes
1377,Rough Skate,2008,1986,Tonnes,1571.2,Tonnes
1378,Rough Skate,2009,1986,Tonnes,1942,Tonnes
1379,Rough Skate,2010,1986,Tonnes,1904.8,Tonnes
1380,Rough Skate,2011,1986,Tonnes,1882.1,Tonnes
1381,Rough Skate,2012,1986,Tonnes,1563,Tonnes
1382,Rough Skate,2013,1986,Tonnes,1884.2,Tonnes
1383,Rough Skate,2014,1986,Tonnes,2122.2,Tonnes
1384,Rough Skate,2015,1986,Tonnes,1605.4,Tonnes
1385,Rough Skate,2016,1986,Tonnes,1553.2,Tonnes
1386,Rough Skate,2017,1986,Tonnes,1827.3,Tonnes
1387,Rough Skate,2018,NA,Tonnes,1656.8,Tonnes
1388,Rough Skate,2018,1986,Tonnes,NA,Tonnes
1389,Rough Skate,2019,1986,Tonnes,1429.5,Tonnes
1390,Rubyfish,1999,595,Tonnes,NA,Tonnes
1391,Rubyfish,2000,595,Tonnes,NA,Tonnes
1392,Rubyfish,2001,595,Tonnes,NA,Tonnes
1393,Rubyfish,2002,595,Tonnes,500.2,Tonnes
1394,Rubyfish,2003,786,Tonnes,302.2,Tonnes
1395,Rubyfish,2004,786,Tonnes,381.7,Tonnes
1396,Rubyfish,2005,786,Tonnes,438.9,Tonnes
1397,Rubyfish,2006,786,Tonnes,506.5,Tonnes
1398,Rubyfish,2007,849,Tonnes,546.3,Tonnes
1399,Rubyfish,2008,800,Tonnes,564.1,Tonnes
1400,Rubyfish,2009,800,Tonnes,694.7,Tonnes
1401,Rubyfish,2010,800,Tonnes,676.8,Tonnes
1402,Rubyfish,2011,812,Tonnes,747.4,Tonnes
1403,Rubyfish,2012,812,Tonnes,373.8,Tonnes
1404,Rubyfish,2013,812,Tonnes,452.2,Tonnes
1405,Rubyfish,2014,812,Tonnes,635,Tonnes
1406,Rubyfish,2015,812,Tonnes,444,Tonnes
1407,Rubyfish,2016,812,Tonnes,482.4,Tonnes
1408,Rubyfish,2017,839,Tonnes,415.2,Tonnes
1409,Rubyfish,2018,839,Tonnes,198.3,Tonnes
1410,Rubyfish,2019,839,Tonnes,225,Tonnes
1411,Scallop,1996,720,Tonnes,NA,Tonnes
1412,Scallop,1997,908.6,Tonnes,NA,Tonnes
1413,Scallop,1998,908.6,Tonnes,NA,Tonnes
1414,Scallop,1999,826,Tonnes,NA,Tonnes
1415,Scallop,2000,826,Tonnes,NA,Tonnes
1416,Scallop,2001,780,Tonnes,NA,Tonnes
1417,Scallop,2002,809,Tonnes,735.1,Tonnes
1418,Scallop,2003,832,Tonnes,541.7,Tonnes
1419,Scallop,2004,832,Tonnes,298.4,Tonnes
1420,Scallop,2005,832,Tonnes,235.5,Tonnes
1421,Scallop,2006,841,Tonnes,346.7,Tonnes
1422,Scallop,2007,841,Tonnes,237.8,Tonnes
1423,Scallop,2008,841,Tonnes,226.2,Tonnes
1424,Scallop,2009,841,Tonnes,200.8,Tonnes
1425,Scallop,2010,841,Tonnes,164.2,Tonnes
1426,Scallop,2011,841,Tonnes,121.1,Tonnes
1427,Scallop,2012,841,Tonnes,113.5,Tonnes
1428,Scallop,2013,841,Tonnes,120.9,Tonnes
1429,Scallop,2014,919,Tonnes,93.9,Tonnes
1430,Scallop,2015,572,Tonnes,57.8,Tonnes
1431,Scallop,2016,572,Tonnes,65.8,Tonnes
1432,Scallop,2017,522,Tonnes,34,Tonnes
1433,Scallop,2018,522,Tonnes,37.9,Tonnes
1434,Scallop,2019,522,Tonnes,35.4,Tonnes
1435,Scampi,2005,1291,Tonnes,918.5,Tonnes
1436,Scampi,2006,1291,Tonnes,870.7,Tonnes
1437,Scampi,2007,1291,Tonnes,837.7,Tonnes
1438,Scampi,2008,1291,Tonnes,668.2,Tonnes
1439,Scampi,2009,1291,Tonnes,593.6,Tonnes
1440,Scampi,2010,1291,Tonnes,685.7,Tonnes
1441,Scampi,2011,1291,Tonnes,742.4,Tonnes
1442,Scampi,2012,1191,Tonnes,704.9,Tonnes
1443,Scampi,2013,1191,Tonnes,696,Tonnes
1444,Scampi,2014,1224,Tonnes,768.7,Tonnes
1445,Scampi,2015,1224,Tonnes,875.1,Tonnes
1446,Scampi,2016,1224,Tonnes,974.2,Tonnes
1447,Scampi,2017,1244,Tonnes,1053.6,Tonnes
1448,Scampi,2018,NA,Tonnes,1019.9,Tonnes
1449,Scampi,2018,1244,Tonnes,NA,Tonnes
1450,Scampi,2019,1312,Tonnes,1068.8,Tonnes
1451,School Shark,1996,3105.4,Tonnes,NA,Tonnes
1452,School Shark,1997,3105.4,Tonnes,NA,Tonnes
1453,School Shark,1998,3105.5,Tonnes,NA,Tonnes
1454,School Shark,1999,3105.5,Tonnes,NA,Tonnes
1455,School Shark,2000,3105.5,Tonnes,NA,Tonnes
1456,School Shark,2001,3105.5,Tonnes,NA,Tonnes
1457,School Shark,2002,3120.2,Tonnes,2945.5,Tonnes
1458,School Shark,2003,3120.2,Tonnes,3161.1,Tonnes
1459,School Shark,2004,3120.2,Tonnes,3125.7,Tonnes
1460,School Shark,2005,3415.6,Tonnes,3368.8,Tonnes
1461,School Shark,2006,3415.6,Tonnes,3100,Tonnes
1462,School Shark,2007,3415.6,Tonnes,3179.6,Tonnes
1463,School Shark,2008,3436.1,Tonnes,3298,Tonnes
1464,School Shark,2009,3436.1,Tonnes,3478.8,Tonnes
1465,School Shark,2010,3436.1,Tonnes,3268,Tonnes
1466,School Shark,2011,3436.1,Tonnes,3468.8,Tonnes
1467,School Shark,2012,3436.1,Tonnes,3279.5,Tonnes
1468,School Shark,2013,3436.1,Tonnes,3159,Tonnes
1469,School Shark,2014,3436.1,Tonnes,3134.8,Tonnes
1470,School Shark,2015,3436.1,Tonnes,3109.8,Tonnes
1471,School Shark,2016,3436.1,Tonnes,2920.8,Tonnes
1472,School Shark,2017,3436.1,Tonnes,2853.1,Tonnes
1473,School Shark,2018,NA,Tonnes,3013.9,Tonnes
1474,School Shark,2018,3436.1,Tonnes,NA,Tonnes
1475,School Shark,2019,3436.1,Tonnes,2731.5,Tonnes
1476,Sea Cucumber,2005,35,Tonnes,5.5,Tonnes
1477,Sea Cucumber,2006,35,Tonnes,10.2,Tonnes
1478,Sea Cucumber,2007,35,Tonnes,5,Tonnes
1479,Sea Cucumber,2008,35,Tonnes,14.3,Tonnes
1480,Sea Cucumber,2009,35,Tonnes,8.8,Tonnes
1481,Sea Cucumber,2010,35,Tonnes,8.2,Tonnes
1482,Sea Cucumber,2011,35,Tonnes,12.9,Tonnes
1483,Sea Cucumber,2012,35,Tonnes,20.2,Tonnes
1484,Sea Cucumber,2013,35,Tonnes,21.1,Tonnes
1485,Sea Cucumber,2014,35,Tonnes,21.8,Tonnes
1486,Sea Cucumber,2015,35,Tonnes,22.2,Tonnes
1487,Sea Cucumber,2016,35,Tonnes,25.9,Tonnes
1488,Sea Cucumber,2017,35,Tonnes,20.8,Tonnes
1489,Sea Cucumber,2018,35,Tonnes,19.8,Tonnes
1490,Sea Cucumber,2019,90,Tonnes,42.9,Tonnes
1491,Sea Perch,1999,1516,Tonnes,NA,Tonnes
1492,Sea Perch,2000,1516,Tonnes,NA,Tonnes
1493,Sea Perch,2001,1516,Tonnes,NA,Tonnes
1494,Sea Perch,2002,1778,Tonnes,1881.3,Tonnes
1495,Sea Perch,2003,1778,Tonnes,2619.3,Tonnes
1496,Sea Perch,2004,1778,Tonnes,1970.2,Tonnes
1497,Sea Perch,2005,2155,Tonnes,1476,Tonnes
1498,Sea Perch,2006,2155,Tonnes,1157,Tonnes
1499,Sea Perch,2007,2170,Tonnes,1340.4,Tonnes
1500,Sea Perch,2008,2170,Tonnes,1248.3,Tonnes
1501,Sea Perch,2009,2170,Tonnes,854.1,Tonnes
1502,Sea Perch,2010,2170,Tonnes,1016.4,Tonnes
1503,Sea Perch,2011,2170,Tonnes,1505.7,Tonnes
1504,Sea Perch,2012,2170,Tonnes,1107.9,Tonnes
1505,Sea Perch,2013,2170,Tonnes,1196.7,Tonnes
1506,Sea Perch,2014,2190,Tonnes,1077.3,Tonnes
1507,Sea Perch,2015,2190,Tonnes,1427.1,Tonnes
1508,Sea Perch,2016,2190,Tonnes,1427.6,Tonnes
1509,Sea Perch,2017,2190,Tonnes,1231.3,Tonnes
1510,Sea Perch,2018,NA,Tonnes,1368.4,Tonnes
1511,Sea Perch,2018,2190,Tonnes,NA,Tonnes
1512,Sea Perch,2019,2190,Tonnes,1161.4,Tonnes
1513,Short-finned Freshwater Eel,2004,10,Tonnes,0.7,Tonnes
1514,Short-finned Freshwater Eel,2005,467,Tonnes,298.1,Tonnes
1515,Short-finned Freshwater Eel,2006,467,Tonnes,378.6,Tonnes
1516,Short-finned Freshwater Eel,2007,467,Tonnes,342.8,Tonnes
1517,Short-finned Freshwater Eel,2008,347,Tonnes,299.5,Tonnes
1518,Short-finned Freshwater Eel,2009,347,Tonnes,257.5,Tonnes
1519,Short-finned Freshwater Eel,2010,347,Tonnes,269.8,Tonnes
1520,Short-finned Freshwater Eel,2011,347,Tonnes,294.3,Tonnes
1521,Short-finned Freshwater Eel,2012,347,Tonnes,341,Tonnes
1522,Short-finned Freshwater Eel,2013,347,Tonnes,300.3,Tonnes
1523,Short-finned Freshwater Eel,2014,347,Tonnes,306.5,Tonnes
1524,Short-finned Freshwater Eel,2015,347,Tonnes,273.6,Tonnes
1525,Short-finned Freshwater Eel,2016,347,Tonnes,232.5,Tonnes
1526,Short-finned Freshwater Eel,2017,455,Tonnes,297.8,Tonnes
1527,Short-finned Freshwater Eel,2018,589.1,Tonnes,418.5,Tonnes
1528,Short-finned Freshwater Eel,2019,589.1,Tonnes,356.3,Tonnes
1529,Silky Dosinia,2005,8,Tonnes,0.1,Tonnes
1530,Silky Dosinia,2006,8,Tonnes,0.1,Tonnes
1531,Silky Dosinia,2007,8,Tonnes,0,Tonnes
1532,Silky Dosinia,2008,8,Tonnes,0,Tonnes
1533,Silky Dosinia,2009,8,Tonnes,0,Tonnes
1534,Silky Dosinia,2010,8,Tonnes,NA,Tonnes
1535,Silky Dosinia,2011,8,Tonnes,NA,Tonnes
1536,Silky Dosinia,2012,8,Tonnes,NA,Tonnes
1537,Silky Dosinia,2013,8,Tonnes,NA,Tonnes
1538,Silky Dosinia,2014,8,Tonnes,NA,Tonnes
1539,Silky Dosinia,2015,8,Tonnes,NA,Tonnes
1540,Silky Dosinia,2016,8,Tonnes,0,Tonnes
1541,Silky Dosinia,2017,8,Tonnes,NA,Tonnes
1542,Silky Dosinia,2018,8,Tonnes,0,Tonnes
1543,Silky Dosinia,2019,8,Tonnes,0,Tonnes
1544,Silver Warehou,1996,9884.4,Tonnes,NA,Tonnes
1545,Silver Warehou,1997,9884.4,Tonnes,NA,Tonnes
1546,Silver Warehou,1998,9512.2,Tonnes,NA,Tonnes
1547,Silver Warehou,1999,9512.2,Tonnes,NA,Tonnes
1548,Silver Warehou,2000,9512.2,Tonnes,NA,Tonnes
1549,Silver Warehou,2001,9512.2,Tonnes,NA,Tonnes
1550,Silver Warehou,2002,9512.2,Tonnes,8550.5,Tonnes
1551,Silver Warehou,2003,10380.2,Tonnes,9547.3,Tonnes
1552,Silver Warehou,2004,10380.2,Tonnes,10729,Tonnes
1553,Silver Warehou,2005,10380.2,Tonnes,9544.9,Tonnes
1554,Silver Warehou,2006,10380.2,Tonnes,11138,Tonnes
1555,Silver Warehou,2007,10380.2,Tonnes,14173.7,Tonnes
1556,Silver Warehou,2008,10380.2,Tonnes,8107.3,Tonnes
1557,Silver Warehou,2009,10380.2,Tonnes,8843.2,Tonnes
1558,Silver Warehou,2010,10380.2,Tonnes,7077.8,Tonnes
1559,Silver Warehou,2011,10380.2,Tonnes,8004.1,Tonnes
1560,Silver Warehou,2012,10380.2,Tonnes,7130.3,Tonnes
1561,Silver Warehou,2013,10380.2,Tonnes,8663.1,Tonnes
1562,Silver Warehou,2014,10380.2,Tonnes,7988.1,Tonnes
1563,Silver Warehou,2015,10380.2,Tonnes,9052.6,Tonnes
1564,Silver Warehou,2016,10380.2,Tonnes,7514.9,Tonnes
1565,Silver Warehou,2017,10380.2,Tonnes,8670.7,Tonnes
1566,Silver Warehou,2018,NA,Tonnes,8652.7,Tonnes
1567,Silver Warehou,2018,10380.2,Tonnes,NA,Tonnes
1568,Silver Warehou,2019,10380.2,Tonnes,8607.6,Tonnes
1569,Smooth Skate,2004,849,Tonnes,670.8,Tonnes
1570,Smooth Skate,2005,849,Tonnes,630.4,Tonnes
1571,Smooth Skate,2006,849,Tonnes,713.9,Tonnes
1572,Smooth Skate,2007,849,Tonnes,693.1,Tonnes
1573,Smooth Skate,2008,849,Tonnes,660.5,Tonnes
1574,Smooth Skate,2009,849,Tonnes,560.2,Tonnes
1575,Smooth Skate,2010,849,Tonnes,546.2,Tonnes
1576,Smooth Skate,2011,849,Tonnes,609.4,Tonnes
1577,Smooth Skate,2012,849,Tonnes,545.7,Tonnes
1578,Smooth Skate,2013,849,Tonnes,597.7,Tonnes
1579,Smooth Skate,2014,849,Tonnes,640.9,Tonnes
1580,Smooth Skate,2015,849,Tonnes,617.1,Tonnes
1581,Smooth Skate,2016,849,Tonnes,683.1,Tonnes
1582,Smooth Skate,2017,849,Tonnes,795.3,Tonnes
1583,Smooth Skate,2018,NA,Tonnes,818.8,Tonnes
1584,Smooth Skate,2018,849,Tonnes,NA,Tonnes
1585,Smooth Skate,2019,849,Tonnes,701.8,Tonnes
1586,Snapper,1996,6893.1,Tonnes,NA,Tonnes
1587,Snapper,1997,6893.1,Tonnes,NA,Tonnes
1588,Snapper,1998,6494.6,Tonnes,NA,Tonnes
1589,Snapper,1999,6494.6,Tonnes,NA,Tonnes
1590,Snapper,2000,6494.6,Tonnes,NA,Tonnes
1591,Snapper,2001,6494.6,Tonnes,NA,Tonnes
1592,Snapper,2002,6494.6,Tonnes,6345.3,Tonnes
1593,Snapper,2003,6557.3,Tonnes,6566.5,Tonnes
1594,Snapper,2004,6557.3,Tonnes,6689.8,Tonnes
1595,Snapper,2005,6557.3,Tonnes,6880.6,Tonnes
1596,Snapper,2006,6357.3,Tonnes,6527.1,Tonnes
1597,Snapper,2007,6357.3,Tonnes,6333.9,Tonnes
1598,Snapper,2008,6357.3,Tonnes,6369.1,Tonnes
1599,Snapper,2009,6357.3,Tonnes,6398.5,Tonnes
1600,Snapper,2010,6357.3,Tonnes,6229.3,Tonnes
1601,Snapper,2011,6357.3,Tonnes,6358.4,Tonnes
1602,Snapper,2012,6357.3,Tonnes,6547.9,Tonnes
1603,Snapper,2013,6357.3,Tonnes,6304.6,Tonnes
1604,Snapper,2014,6357.3,Tonnes,6257.3,Tonnes
1605,Snapper,2015,6357.3,Tonnes,6232.2,Tonnes
1606,Snapper,2016,6357.3,Tonnes,6247,Tonnes
1607,Snapper,2017,6407.3,Tonnes,6590.8,Tonnes
1608,Snapper,2018,NA,Tonnes,6490.7,Tonnes
1609,Snapper,2018,6407.3,Tonnes,NA,Tonnes
1610,Snapper,2019,6407.3,Tonnes,6349.5,Tonnes
1611,Southern Blue Whiting,2000,58008,Tonnes,NA,Tonnes
1612,Southern Blue Whiting,2001,35148,Tonnes,NA,Tonnes
1613,Southern Blue Whiting,2002,45148,Tonnes,32879.2,Tonnes
1614,Southern Blue Whiting,2003,45148,Tonnes,41794.7,Tonnes
1615,Southern Blue Whiting,2004,35648,Tonnes,27811.9,Tonnes
1616,Southern Blue Whiting,2005,35648,Tonnes,21619.6,Tonnes
1617,Southern Blue Whiting,2006,35648,Tonnes,30277.6,Tonnes
1618,Southern Blue Whiting,2007,30648,Tonnes,25363.4,Tonnes
1619,Southern Blue Whiting,2008,30648,Tonnes,25586.6,Tonnes
1620,Southern Blue Whiting,2009,36948,Tonnes,31887.4,Tonnes
1621,Southern Blue Whiting,2010,41848,Tonnes,39540.1,Tonnes
1622,Southern Blue Whiting,2011,44848,Tonnes,38708.1,Tonnes
1623,Southern Blue Whiting,2012,43408,Tonnes,38439.5,Tonnes
1624,Southern Blue Whiting,2013,43408,Tonnes,29906.1,Tonnes
1625,Southern Blue Whiting,2014,43408,Tonnes,33454.8,Tonnes
1626,Southern Blue Whiting,2015,53208,Tonnes,31866.5,Tonnes
1627,Southern Blue Whiting,2016,49288,Tonnes,24733.4,Tonnes
1628,Southern Blue Whiting,2017,49288,Tonnes,22587.8,Tonnes
1629,Southern Blue Whiting,2018,48815,Tonnes,21045.9,Tonnes
1630,Southern Blue Whiting,2019,49583,Tonnes,16533.9,Tonnes
1631,Southern Bluefin Tuna,2005,413,Tonnes,264.1,Tonnes
1632,Southern Bluefin Tuna,2006,413,Tonnes,238,Tonnes
1633,Southern Bluefin Tuna,2007,413,Tonnes,379.1,Tonnes
1634,Southern Bluefin Tuna,2008,413,Tonnes,318.2,Tonnes
1635,Southern Bluefin Tuna,2009,413,Tonnes,416.5,Tonnes
1636,Southern Bluefin Tuna,2010,413,Tonnes,499.5,Tonnes
1637,Southern Bluefin Tuna,2011,413,Tonnes,547.4,Tonnes
1638,Southern Bluefin Tuna,2012,413,Tonnes,775.1,Tonnes
1639,Southern Bluefin Tuna,2013,817,Tonnes,758.9,Tonnes
1640,Southern Bluefin Tuna,2014,817,Tonnes,824.6,Tonnes
1641,Southern Bluefin Tuna,2015,971,Tonnes,923.1,Tonnes
1642,Southern Bluefin Tuna,2016,971,Tonnes,949.4,Tonnes
1643,Southern Bluefin Tuna,2017,971,Tonnes,913.5,Tonnes
1644,Southern Bluefin Tuna,2018,971,Tonnes,1008.1,Tonnes
1645,Southern Bluefin Tuna,2019,1046,Tonnes,957,Tonnes
1646,Spiny Dogfish,2005,12660,Tonnes,7222,Tonnes
1647,Spiny Dogfish,2006,12660,Tonnes,8313.2,Tonnes
1648,Spiny Dogfish,2007,12660,Tonnes,7183.9,Tonnes
1649,Spiny Dogfish,2008,12660,Tonnes,6293.7,Tonnes
1650,Spiny Dogfish,2009,12660,Tonnes,6219.7,Tonnes
1651,Spiny Dogfish,2010,12660,Tonnes,6166.4,Tonnes
1652,Spiny Dogfish,2011,12660,Tonnes,6076,Tonnes
1653,Spiny Dogfish,2012,12660,Tonnes,5879.5,Tonnes
1654,Spiny Dogfish,2013,12660,Tonnes,4965.1,Tonnes
1655,Spiny Dogfish,2014,12660,Tonnes,5859.3,Tonnes
1656,Spiny Dogfish,2015,12660,Tonnes,6318.4,Tonnes
1657,Spiny Dogfish,2016,12660,Tonnes,4563.5,Tonnes
1658,Spiny Dogfish,2017,12660,Tonnes,6009.9,Tonnes
1659,Spiny Dogfish,2018,NA,Tonnes,6529.1,Tonnes
1660,Spiny Dogfish,2018,12660,Tonnes,NA,Tonnes
1661,Spiny Dogfish,2019,12660,Tonnes,5057.1,Tonnes
1662,Sprats,2003,450,Tonnes,0.1,Tonnes
1663,Sprats,2004,450,Tonnes,3.2,Tonnes
1664,Sprats,2005,450,Tonnes,0,Tonnes
1665,Sprats,2006,450,Tonnes,0,Tonnes
1666,Sprats,2007,450,Tonnes,0.1,Tonnes
1667,Sprats,2008,450,Tonnes,0.2,Tonnes
1668,Sprats,2009,450,Tonnes,1.1,Tonnes
1669,Sprats,2010,450,Tonnes,0,Tonnes
1670,Sprats,2011,450,Tonnes,0,Tonnes
1671,Sprats,2012,450,Tonnes,0,Tonnes
1672,Sprats,2013,450,Tonnes,0.1,Tonnes
1673,Sprats,2014,450,Tonnes,0,Tonnes
1674,Sprats,2015,450,Tonnes,0,Tonnes
1675,Sprats,2016,450,Tonnes,0,Tonnes
1676,Sprats,2017,450,Tonnes,NA,Tonnes
1677,Sprats,2018,450,Tonnes,0,Tonnes
1678,Sprats,2019,450,Tonnes,0,Tonnes
1679,Stargazer,1996,5325.1,Tonnes,NA,Tonnes
1680,Stargazer,1997,5353.1,Tonnes,NA,Tonnes
1681,Stargazer,1998,4972.1,Tonnes,NA,Tonnes
1682,Stargazer,1999,4972.1,Tonnes,NA,Tonnes
1683,Stargazer,2000,4972.1,Tonnes,NA,Tonnes
1684,Stargazer,2001,4972.1,Tonnes,NA,Tonnes
1685,Stargazer,2002,5116.1,Tonnes,3252.9,Tonnes
1686,Stargazer,2003,5411.4,Tonnes,3171.1,Tonnes
1687,Stargazer,2004,5411.4,Tonnes,2945.9,Tonnes
1688,Stargazer,2005,5411.4,Tonnes,3381.1,Tonnes
1689,Stargazer,2006,5411.4,Tonnes,3605.9,Tonnes
1690,Stargazer,2007,5411.4,Tonnes,3478,Tonnes
1691,Stargazer,2008,5411.4,Tonnes,3257.2,Tonnes
1692,Stargazer,2009,5411.4,Tonnes,2912,Tonnes
1693,Stargazer,2010,5411.4,Tonnes,3246.8,Tonnes
1694,Stargazer,2011,5456.4,Tonnes,3023.1,Tonnes
1695,Stargazer,2012,5456.4,Tonnes,3005.8,Tonnes
1696,Stargazer,2013,5456.4,Tonnes,2848.6,Tonnes
1697,Stargazer,2014,5456.4,Tonnes,3006.6,Tonnes
1698,Stargazer,2015,5456.4,Tonnes,2933,Tonnes
1699,Stargazer,2016,5536.4,Tonnes,3027,Tonnes
1700,Stargazer,2017,5536.4,Tonnes,2781.4,Tonnes
1701,Stargazer,2018,NA,Tonnes,3004,Tonnes
1702,Stargazer,2018,5536.4,Tonnes,NA,Tonnes
1703,Stargazer,2019,5536.4,Tonnes,2838.5,Tonnes
1704,Swordfish,2005,885,Tonnes,320.4,Tonnes
1705,Swordfish,2006,885,Tonnes,551.2,Tonnes
1706,Swordfish,2007,885,Tonnes,412.7,Tonnes
1707,Swordfish,2008,885,Tonnes,350.1,Tonnes
1708,Swordfish,2009,885,Tonnes,398.5,Tonnes
1709,Swordfish,2010,885,Tonnes,536.6,Tonnes
1710,Swordfish,2011,885,Tonnes,729.6,Tonnes
1711,Swordfish,2012,885,Tonnes,688.2,Tonnes
1712,Swordfish,2013,885,Tonnes,796.3,Tonnes
1713,Swordfish,2014,885,Tonnes,577,Tonnes
1714,Swordfish,2015,885,Tonnes,726.2,Tonnes
1715,Swordfish,2016,885,Tonnes,758.7,Tonnes
1716,Swordfish,2017,885,Tonnes,500.5,Tonnes
1717,Swordfish,2018,885,Tonnes,475,Tonnes
1718,Swordfish,2019,885,Tonnes,262.5,Tonnes
1719,Tarakihi,1996,5991.8,Tonnes,NA,Tonnes
1720,Tarakihi,1997,5991.8,Tonnes,NA,Tonnes
1721,Tarakihi,1998,5991.8,Tonnes,NA,Tonnes
1722,Tarakihi,1999,5991.8,Tonnes,NA,Tonnes
1723,Tarakihi,2000,5991.8,Tonnes,NA,Tonnes
1724,Tarakihi,2001,5991.8,Tonnes,NA,Tonnes
1725,Tarakihi,2002,5994.2,Tonnes,6147.6,Tonnes
1726,Tarakihi,2003,5994.2,Tonnes,6008.3,Tonnes
1727,Tarakihi,2004,5994.2,Tonnes,5722.7,Tonnes
1728,Tarakihi,2005,6390.9,Tonnes,5684.3,Tonnes
1729,Tarakihi,2006,6390.9,Tonnes,6220.4,Tonnes
1730,Tarakihi,2007,6390.9,Tonnes,5730.1,Tonnes
1731,Tarakihi,2008,6439.2,Tonnes,5430.8,Tonnes
1732,Tarakihi,2009,6439.2,Tonnes,5583.5,Tonnes
1733,Tarakihi,2010,6439.2,Tonnes,5552.7,Tonnes
1734,Tarakihi,2011,6439.2,Tonnes,5709.2,Tonnes
1735,Tarakihi,2012,6439.2,Tonnes,5346.8,Tonnes
1736,Tarakihi,2013,6439.2,Tonnes,5548.9,Tonnes
1737,Tarakihi,2014,6439.2,Tonnes,5857.6,Tonnes
1738,Tarakihi,2015,6439.2,Tonnes,6037.9,Tonnes
1739,Tarakihi,2016,6439.2,Tonnes,5870.4,Tonnes
1740,Tarakihi,2017,6439.2,Tonnes,6338.3,Tonnes
1741,Tarakihi,2018,NA,Tonnes,5742.4,Tonnes
1742,Tarakihi,2018,6439.2,Tonnes,NA,Tonnes
1743,Tarakihi,2019,5383.2,Tonnes,5149.6,Tonnes
1744,Trevally,1996,3932.4,Tonnes,NA,Tonnes
1745,Trevally,1997,3932.8,Tonnes,NA,Tonnes
