,species,fishing_year,wt_ace,TACC,units.TACC,Catch,Units.Catch,wt_port_price
2496,Ghost Shark dark,2016,NA,NA,NA,NA,NA,0.3735
2497,Ghost Shark dark,2017,NA,NA,NA,NA,NA,0.38625
2498,Ghost Shark dark,2018,NA,NA,NA,NA,NA,0.383102348
2499,Ghost Shark dark,2019,NA,NA,NA,NA,NA,0.349662379
2500,Ghost Shark dark,2020,NA,NA,NA,NA,NA,0.356598727
2501,Ghost Shark dark,2021,NA,NA,NA,NA,NA,0.414941404
2502,Ghost Shark dark,2022,NA,NA,NA,NA,NA,0.319779745
2503,Ghost Shark pale,2008,NA,NA,NA,NA,NA,0.1
2504,Ghost Shark pale,2009,NA,NA,NA,NA,NA,0.4
2505,Ghost Shark pale,2010,NA,NA,NA,NA,NA,0.439166667
2506,Ghost Shark pale,2011,NA,NA,NA,NA,NA,0.5425
2507,Ghost Shark pale,2012,NA,NA,NA,NA,NA,0.5
2508,Ghost Shark pale,2013,NA,NA,NA,NA,NA,0.486666667
2509,Ghost Shark pale,2014,NA,NA,NA,NA,NA,0.446666667
2510,Ghost Shark pale,2015,NA,NA,NA,NA,NA,0.439166667
2511,Ghost Shark pale,2016,NA,NA,NA,NA,NA,0.408333333
2512,Ghost Shark pale,2017,NA,NA,NA,NA,NA,0.3925
2513,Ghost Shark pale,2018,NA,NA,NA,NA,NA,0.415495954
2514,Ghost Shark pale,2019,NA,NA,NA,NA,NA,0.393095194
2515,Ghost Shark pale,2020,NA,NA,NA,NA,NA,0.378543036
2516,Ghost Shark pale,2021,NA,NA,NA,NA,NA,0.398243347
2517,Ghost Shark pale,2022,NA,NA,NA,NA,NA,0.261240669
2518,Giant spider crab,2008,NA,NA,NA,NA,NA,0.75
2519,Giant spider crab,2009,NA,NA,NA,NA,NA,3
2520,Giant spider crab,2010,NA,NA,NA,NA,NA,3.155
2521,Giant spider crab,2011,NA,NA,NA,NA,NA,3.6225
2522,Giant spider crab,2012,NA,NA,NA,NA,NA,3.6225
2523,Giant spider crab,2013,NA,NA,NA,NA,NA,3.6
2524,Giant spider crab,2014,NA,NA,NA,NA,NA,2.75
2525,Giant spider crab,2015,NA,NA,NA,NA,NA,0.2
2526,Giant spider crab,2016,NA,NA,NA,NA,NA,0.2
2527,Giant spider crab,2017,NA,NA,NA,NA,NA,0.192916667
2528,Giant spider crab,2018,NA,NA,NA,NA,NA,0.17165808
2529,Giant spider crab,2019,NA,NA,NA,NA,NA,0.171632321
2530,Giant spider crab,2020,NA,NA,NA,NA,NA,0.171632321
2531,Giant spider crab,2021,NA,NA,NA,NA,NA,0.171632321
2532,Giant spider crab,2022,NA,NA,NA,NA,NA,0.128724241
2533,Green Lipped Mussell,2008,NA,NA,NA,NA,NA,0.1796875
2534,Green Lipped Mussell,2009,NA,NA,NA,NA,NA,0.71875
2535,Green Lipped Mussell,2010,NA,NA,NA,NA,NA,0.755625
2536,Green Lipped Mussell,2011,NA,NA,NA,NA,NA,0.866875
2537,Green Lipped Mussell,2012,NA,NA,NA,NA,NA,0.8675
2538,Green Lipped Mussell,2013,NA,NA,NA,NA,NA,0.86375
2539,Green Lipped Mussell,2014,NA,NA,NA,NA,NA,0.86375
2540,Green Lipped Mussell,2015,NA,NA,NA,NA,NA,0.86375
2541,Green Lipped Mussell,2016,NA,NA,NA,NA,NA,0.86375
2542,Green Lipped Mussell,2017,NA,NA,NA,NA,NA,0.86375
2543,Green Lipped Mussell,2018,NA,NA,NA,NA,NA,0.86375
2544,Green Lipped Mussell,2019,NA,NA,NA,NA,NA,0.86375
2545,Green Lipped Mussell,2020,NA,NA,NA,NA,NA,0.86375
2546,Green Lipped Mussell,2021,NA,NA,NA,NA,NA,0.86375
2547,Green Lipped Mussell,2022,NA,NA,NA,NA,NA,0.6478125
2548,Hake,2022,NA,NA,NA,NA,NA,0.952954017
2549,Hapuku and Bass,2008,NA,NA,NA,NA,NA,1.1409375
2550,Hapuku and Bass,2009,NA,NA,NA,NA,NA,4.56375
2551,Hapuku and Bass,2010,NA,NA,NA,NA,NA,4.495625
2552,Hapuku and Bass,2011,NA,NA,NA,NA,NA,4.3453125
2553,Hapuku and Bass,2012,NA,NA,NA,NA,NA,4.498125
2554,Hapuku and Bass,2013,NA,NA,NA,NA,NA,4.4053125
2555,Hapuku and Bass,2014,NA,NA,NA,NA,NA,4.2140625
2556,Hapuku and Bass,2015,NA,NA,NA,NA,NA,4.381875
2557,Hapuku and Bass,2016,NA,NA,NA,NA,NA,4.8734375
2558,Hapuku and Bass,2017,NA,NA,NA,NA,NA,4.8625
2559,Hapuku and Bass,2018,NA,NA,NA,NA,NA,4.698652371
2560,Hapuku and Bass,2019,NA,NA,NA,NA,NA,4.715195222
2561,Hapuku and Bass,2020,NA,NA,NA,NA,NA,5.067554622
2562,Hapuku and Bass,2021,NA,NA,NA,NA,NA,5.672890038
2563,Hapuku and Bass,2022,NA,NA,NA,NA,NA,4.186669946
2564,Horse mussel,2008,NA,NA,NA,NA,NA,0.025
2565,Horse mussel,2009,NA,NA,NA,NA,NA,0.1
2566,Horse mussel,2010,NA,NA,NA,NA,NA,0.105
2567,Horse mussel,2011,NA,NA,NA,NA,NA,0.12
2568,Horse mussel,2012,NA,NA,NA,NA,NA,0.12
2569,Horse mussel,2013,NA,NA,NA,NA,NA,0.12
2570,Horse mussel,2014,NA,NA,NA,NA,NA,0.12
2571,Horse mussel,2015,NA,NA,NA,NA,NA,0.12
2572,Horse mussel,2016,NA,NA,NA,NA,NA,0.12
2573,Horse mussel,2017,NA,NA,NA,NA,NA,0.12
2574,Horse mussel,2018,NA,NA,NA,NA,NA,0.12
2575,Horse mussel,2019,NA,NA,NA,NA,NA,0.12
2576,Horse mussel,2020,NA,NA,NA,NA,NA,0.12
2577,Horse mussel,2021,NA,NA,NA,NA,NA,0.12
2578,Horse mussel,2022,NA,NA,NA,NA,NA,0.09
2579,Jack Mackerel,2020,NA,NA,NA,NA,NA,0.28308501
2580,Jack Mackerel,2021,NA,NA,NA,NA,NA,0.26882785
2581,Jack Mackerel,2022,NA,NA,NA,NA,NA,0.190835542
2582,King Clam,2008,NA,NA,NA,NA,NA,5
2583,King Clam,2009,NA,NA,NA,NA,NA,20
2584,King Clam,2010,NA,NA,NA,NA,NA,21.0325
2585,King Clam,2011,NA,NA,NA,NA,NA,24.15
2586,King Clam,2012,NA,NA,NA,NA,NA,24.1625
2587,King Clam,2013,NA,NA,NA,NA,NA,24.02
2588,King Clam,2014,NA,NA,NA,NA,NA,24.02
2589,King Clam,2015,NA,NA,NA,NA,NA,24.02
2590,King Clam,2016,NA,NA,NA,NA,NA,24.02
2591,King Clam,2017,NA,NA,NA,NA,NA,24.02
2592,King Clam,2018,NA,NA,NA,NA,NA,24.02
2593,King Clam,2019,NA,NA,NA,NA,NA,23.86687597
2594,King Clam,2020,NA,NA,NA,NA,NA,23.40750387
2595,King Clam,2021,NA,NA,NA,NA,NA,23.40750387
2596,King Clam,2022,NA,NA,NA,NA,NA,17.5556279
2597,King crab,2008,NA,NA,NA,NA,NA,0.75
2598,King crab,2009,NA,NA,NA,NA,NA,3
2599,King crab,2010,NA,NA,NA,NA,NA,3.155
2600,King crab,2011,NA,NA,NA,NA,NA,3.6225
2601,King crab,2012,NA,NA,NA,NA,NA,3.6225
2602,King crab,2013,NA,NA,NA,NA,NA,3.6
2603,King crab,2014,NA,NA,NA,NA,NA,2.75
2604,King crab,2015,NA,NA,NA,NA,NA,0.2
2605,King crab,2016,NA,NA,NA,NA,NA,0.2
2606,King crab,2017,NA,NA,NA,NA,NA,0.2
2607,King crab,2018,NA,NA,NA,NA,NA,0.2
2608,King crab,2019,NA,NA,NA,NA,NA,0.2
2609,King crab,2020,NA,NA,NA,NA,NA,0.2
2610,King crab,2021,NA,NA,NA,NA,NA,0.1965
2611,King crab,2022,NA,NA,NA,NA,NA,0.1395
2612,Kingfish,2020,NA,NA,NA,NA,NA,3.919405244
2613,Kingfish,2021,NA,NA,NA,NA,NA,4.179554097
2614,Kingfish,2022,NA,NA,NA,NA,NA,3.296275755
2615,Knobbed Whelk,2020,NA,NA,NA,NA,NA,0.71
2616,Knobbed Whelk,2021,NA,NA,NA,NA,NA,0.71
2617,Knobbed Whelk,2022,NA,NA,NA,NA,NA,0.5325
2618,Leather Jacket,2008,NA,NA,NA,NA,NA,0.13
2619,Leather Jacket,2009,NA,NA,NA,NA,NA,0.52
2620,Leather Jacket,2010,NA,NA,NA,NA,NA,0.571
2621,Leather Jacket,2011,NA,NA,NA,NA,NA,0.7205
2622,Leather Jacket,2012,NA,NA,NA,NA,NA,0.708
2623,Leather Jacket,2013,NA,NA,NA,NA,NA,0.702
2624,Leather Jacket,2014,NA,NA,NA,NA,NA,0.704
2625,Leather Jacket,2015,NA,NA,NA,NA,NA,0.721
2626,Leather Jacket,2016,NA,NA,NA,NA,NA,0.744
2627,Leather Jacket,2017,NA,NA,NA,NA,NA,0.716
2628,Leather Jacket,2018,NA,NA,NA,NA,NA,0.724488679
2629,Leather Jacket,2019,NA,NA,NA,NA,NA,0.734289255
2630,Leather Jacket,2020,NA,NA,NA,NA,NA,0.737680238
2631,Leather Jacket,2021,NA,NA,NA,NA,NA,0.73196469
2632,Leather Jacket,2022,NA,NA,NA,NA,NA,0.56049879
2633,Long finned eel,2008,NA,NA,NA,NA,NA,0.875
2634,Long finned eel,2009,NA,NA,NA,NA,NA,3.5
2635,Long finned eel,2010,NA,NA,NA,NA,NA,3.625
2636,Long finned eel,2011,NA,NA,NA,NA,NA,4.085
2637,Long finned eel,2012,NA,NA,NA,NA,NA,4.3325
2638,Long finned eel,2013,NA,NA,NA,NA,NA,4.31
2639,Long finned eel,2014,NA,NA,NA,NA,NA,4.31
2640,Long finned eel,2015,NA,NA,NA,NA,NA,4.31
2641,Long finned eel,2016,NA,NA,NA,NA,NA,4.31
2642,Long finned eel,2017,NA,NA,NA,NA,NA,4.34875
2643,Long finned eel,2018,NA,NA,NA,NA,NA,4.437810374
2644,Long finned eel,2019,NA,NA,NA,NA,NA,4.358553572
2645,Long finned eel,2020,NA,NA,NA,NA,NA,4.365489796
2646,Long finned eel,2021,NA,NA,NA,NA,NA,4.365489796
2647,Long finned eel,2022,NA,NA,NA,NA,NA,3.274117347
2648,Longfinned eel,2008,NA,NA,NA,NA,NA,0.97
2649,Longfinned eel,2009,NA,NA,NA,NA,NA,3.88
2650,Longfinned eel,2010,NA,NA,NA,NA,NA,4.091
2651,Longfinned eel,2011,NA,NA,NA,NA,NA,4.7495
2652,Longfinned eel,2012,NA,NA,NA,NA,NA,4.8595
2653,Longfinned eel,2013,NA,NA,NA,NA,NA,4.96
2654,Longfinned eel,2014,NA,NA,NA,NA,NA,4.936
2655,Longfinned eel,2015,NA,NA,NA,NA,NA,4.775
2656,Longfinned eel,2016,NA,NA,NA,NA,NA,4.508
2657,Longfinned eel,2017,NA,NA,NA,NA,NA,4.149
2658,Longfinned eel,2018,NA,NA,NA,NA,NA,3.072200625
2659,Longfinned eel,2019,NA,NA,NA,NA,NA,3.400224453
2660,Longfinned eel,2020,NA,NA,NA,NA,NA,4.404317718
2661,Longfinned eel,2021,NA,NA,NA,NA,NA,4.469799928
2662,Longfinned eel,2022,NA,NA,NA,NA,NA,3.352349946
2663,Look Down Dory,2008,NA,NA,NA,NA,NA,0.176666667
2664,Look Down Dory,2009,NA,NA,NA,NA,NA,0.706666667
2665,Look Down Dory,2010,NA,NA,NA,NA,NA,0.890833333
2666,Look Down Dory,2011,NA,NA,NA,NA,NA,1.465
2667,Look Down Dory,2012,NA,NA,NA,NA,NA,1.5275
2668,Look Down Dory,2013,NA,NA,NA,NA,NA,1.5625
2669,Look Down Dory,2014,NA,NA,NA,NA,NA,1.665
2670,Look Down Dory,2015,NA,NA,NA,NA,NA,1.605833333
2671,Look Down Dory,2016,NA,NA,NA,NA,NA,1.649166667
2672,Look Down Dory,2017,NA,NA,NA,NA,NA,1.610833333
2673,Look Down Dory,2018,NA,NA,NA,NA,NA,1.524674298
2674,Look Down Dory,2019,NA,NA,NA,NA,NA,1.477576201
2675,Look Down Dory,2020,NA,NA,NA,NA,NA,1.44647835
2676,Look Down Dory,2021,NA,NA,NA,NA,NA,1.516376564
2677,Look Down Dory,2022,NA,NA,NA,NA,NA,1.076763808
2678,Moonfish,2022,NA,NA,NA,NA,NA,1.526216102
2679,Octopus,2008,NA,NA,NA,NA,NA,0.3825
2680,Octopus,2009,NA,NA,NA,NA,NA,1.53
2681,Octopus,2010,NA,NA,NA,NA,NA,1.6825
2682,Octopus,2011,NA,NA,NA,NA,NA,2.2275
2683,Octopus,2012,NA,NA,NA,NA,NA,2.4875
2684,Octopus,2013,NA,NA,NA,NA,NA,2.48
2685,Octopus,2014,NA,NA,NA,NA,NA,2.466111111
2686,Octopus,2015,NA,NA,NA,NA,NA,2.424444444
2687,Octopus,2016,NA,NA,NA,NA,NA,2.575833333
2688,Octopus,2017,NA,NA,NA,NA,NA,2.2725
2689,Octopus,2018,NA,NA,NA,NA,NA,0.7575
2690,Octopus,2019,NA,NA,NA,NA,NA,3.03
2691,Octopus,2020,NA,NA,NA,NA,NA,3.03
2692,Octopus,2021,NA,NA,NA,NA,NA,3.489409282
2693,Octopus,2022,NA,NA,NA,NA,NA,3.650727846
2694,Oyster   Foveuax Strait (note: price is $/kg greenweight),2008,NA,NA,NA,NA,NA,1.2175
2695,Oyster   Foveuax Strait (note: price is $/kg greenweight),2009,NA,NA,NA,NA,NA,4.87
2696,Oyster   Foveuax Strait (note: price is $/kg greenweight),2010,NA,NA,NA,NA,NA,5.1225
2697,Oyster   Foveuax Strait (note: price is $/kg greenweight),2011,NA,NA,NA,NA,NA,5.885
2698,Oyster   Foveuax Strait (note: price is $/kg greenweight),2012,NA,NA,NA,NA,NA,5.8875
2699,Oyster   Foveuax Strait (note: price is $/kg greenweight),2013,NA,NA,NA,NA,NA,5.85
2700,Oyster   Foveuax Strait (note: price is $/kg greenweight),2014,NA,NA,NA,NA,NA,5.85
2701,Oyster   Foveuax Strait (note: price is $/kg greenweight),2015,NA,NA,NA,NA,NA,5.85
2702,Oyster   Foveuax Strait (note: price is $/kg greenweight),2016,NA,NA,NA,NA,NA,5.85
2703,Oyster   Foveuax Strait (note: price is $/kg greenweight),2017,NA,NA,NA,NA,NA,5.85
2704,Oyster   Foveuax Strait (note: price is $/kg greenweight),2018,NA,NA,NA,NA,NA,5.85
2705,Oyster   Foveuax Strait (note: price is $/kg greenweight),2019,NA,NA,NA,NA,NA,5.85
2706,Oyster   Foveuax Strait (note: price is $/kg greenweight),2020,NA,NA,NA,NA,NA,5.85
2707,Oyster   Foveuax Strait (note: price is $/kg greenweight),2021,NA,NA,NA,NA,NA,5.85
2708,Oyster   Foveuax Strait (note: price is $/kg greenweight),2022,NA,NA,NA,NA,NA,4.3875
2709,Oyster   Other than Foveaux Strait,2008,NA,NA,NA,NA,NA,0.992727273
2710,Oyster   Other than Foveaux Strait,2009,NA,NA,NA,NA,NA,3.970909091
2711,Oyster   Other than Foveaux Strait,2010,NA,NA,NA,NA,NA,4.176818182
2712,Oyster   Other than Foveaux Strait,2011,NA,NA,NA,NA,NA,4.799318182
2713,Oyster   Other than Foveaux Strait,2012,NA,NA,NA,NA,NA,4.803636364
2714,Oyster   Other than Foveaux Strait,2013,NA,NA,NA,NA,NA,4.773636364
2715,Oyster   Other than Foveaux Strait,2014,NA,NA,NA,NA,NA,4.773636364
2716,Oyster   Other than Foveaux Strait,2015,NA,NA,NA,NA,NA,4.773636364
2717,Oyster   Other than Foveaux Strait,2016,NA,NA,NA,NA,NA,4.773636364
2718,Oyster   Other than Foveaux Strait,2017,NA,NA,NA,NA,NA,4.773636364
2719,Oyster   Other than Foveaux Strait,2018,NA,NA,NA,NA,NA,4.773636364
2720,Oyster   Other than Foveaux Strait,2019,NA,NA,NA,NA,NA,4.773636364
2721,Oyster   Other than Foveaux Strait,2020,NA,NA,NA,NA,NA,4.773636364
2722,Oyster   Other than Foveaux Strait,2021,NA,NA,NA,NA,NA,4.773636364
2723,Oyster   Other than Foveaux Strait,2022,NA,NA,NA,NA,NA,3.580227273
2724,Pacific Bluefin Tuna,2020,NA,NA,NA,NA,NA,31.31
2725,Pacific Bluefin Tuna,2021,NA,NA,NA,NA,NA,26.87447977
2726,Pacific Bluefin Tuna,2022,NA,NA,NA,NA,NA,10.17593931
2727,Packhorse Rock Lobster,2009,NA,NA,NA,NA,NA,27.12
2728,Packhorse Rock Lobster,2010,NA,NA,NA,NA,NA,32.34
2729,Packhorse Rock Lobster,2011,NA,NA,NA,NA,NA,49.355
2730,Packhorse Rock Lobster,2012,NA,NA,NA,NA,NA,54.565
2731,Packhorse Rock Lobster,2013,NA,NA,NA,NA,NA,58
2732,Packhorse Rock Lobster,2014,NA,NA,NA,NA,NA,55.5
2733,Packhorse Rock Lobster,2015,NA,NA,NA,NA,NA,48
2734,Patagonian Toothfish,2008,NA,NA,NA,NA,NA,0.75
2735,Patagonian Toothfish,2009,NA,NA,NA,NA,NA,3
2736,Patagonian Toothfish,2010,NA,NA,NA,NA,NA,3.155
2737,Patagonian Toothfish,2020,NA,NA,NA,NA,NA,10
2738,Patagonian Toothfish,2021,NA,NA,NA,NA,NA,10
2739,Patagonian Toothfish,2022,NA,NA,NA,NA,NA,7.5
2740,Pilchard,2020,NA,NA,NA,NA,NA,0.911419824
2741,Pilchard,2021,NA,NA,NA,NA,NA,0.911419824
2742,Pilchard,2022,NA,NA,NA,NA,NA,0.683564868
2743,Pipi,2020,NA,NA,NA,NA,NA,0.92
2744,Pipi,2021,NA,NA,NA,NA,NA,0.92
2745,Pipi,2022,NA,NA,NA,NA,NA,0.69
2746,Prawn Killer,2020,NA,NA,NA,NA,NA,3.158176677
2747,Prawn Killer,2021,NA,NA,NA,NA,NA,3.158176677
2748,Prawn Killer,2022,NA,NA,NA,NA,NA,2.368632508
2749,Queen Scallop,2020,NA,NA,NA,NA,NA,2.04
2750,Queen Scallop,2021,NA,NA,NA,NA,NA,2.405
2751,Queen Scallop,2022,NA,NA,NA,NA,NA,2.625
2752,Red Bait,2020,NA,NA,NA,NA,NA,0.323491846
2753,Red Bait,2021,NA,NA,NA,NA,NA,0.389660209
2754,Red Bait,2022,NA,NA,NA,NA,NA,0.397455707
2755,Red crab,2008,NA,NA,NA,NA,NA,0.75
2756,Red crab,2009,NA,NA,NA,NA,NA,3
2757,Red crab,2012,NA,NA,NA,NA,NA,3.6225
2758,Red crab,2019,NA,NA,NA,NA,NA,0.2
2759,Red crab,2020,NA,NA,NA,NA,NA,0.2
2760,Scallop,2020,NA,NA,NA,NA,NA,15.83923077
2761,Scallop,2021,NA,NA,NA,NA,NA,15.83923077
2762,Scallop,2022,NA,NA,NA,NA,NA,11.87942308
2763,Sea Cucumber,2020,NA,NA,NA,NA,NA,1.496685252
2764,Sea Cucumber,2021,NA,NA,NA,NA,NA,1.643351919
2765,Sea Cucumber,2022,NA,NA,NA,NA,NA,1.562513939
2766,Seal Shark,2008,NA,NA,NA,NA,NA,0.5125
2767,Seal Shark,2009,NA,NA,NA,NA,NA,2.05
2768,Seal Shark,2010,NA,NA,NA,NA,NA,1.7325
2769,Seal Shark,2011,NA,NA,NA,NA,NA,0.7425
2770,Seal Shark,2012,NA,NA,NA,NA,NA,1.373214286
2771,Seal Shark,2013,NA,NA,NA,NA,NA,3.290198413
2772,Seal Shark,2014,NA,NA,NA,NA,NA,2.309722223
2773,Seal Shark,2015,NA,NA,NA,NA,NA,2.182222223
2774,Seal Shark,2016,NA,NA,NA,NA,NA,2.929166667
2775,Seal Shark,2017,NA,NA,NA,NA,NA,3.8775
2776,Seal Shark,2018,NA,NA,NA,NA,NA,0.2775
2777,Seal Shark,2019,NA,NA,NA,NA,NA,1.111000508
2778,Seal Shark,2020,NA,NA,NA,NA,NA,1.114002032
2779,Seal Shark,2021,NA,NA,NA,NA,NA,0.850501524
2780,Seal Shark,2022,NA,NA,NA,NA,NA,0.045
2781,Short finned eel,2008,NA,NA,NA,NA,NA,0.875
2782,Short finned eel,2009,NA,NA,NA,NA,NA,3.5
2783,Short finned eel,2010,NA,NA,NA,NA,NA,3.625
2784,Short finned eel,2011,NA,NA,NA,NA,NA,4.085
2785,Short finned eel,2012,NA,NA,NA,NA,NA,4.3325
2786,Short finned eel,2013,NA,NA,NA,NA,NA,4.31
2787,Short finned eel,2014,NA,NA,NA,NA,NA,4.31
2788,Short finned eel,2015,NA,NA,NA,NA,NA,4.31
2789,Short finned eel,2016,NA,NA,NA,NA,NA,4.31
2790,Short finned eel,2017,NA,NA,NA,NA,NA,4.576666667
2791,Short finned eel,2018,NA,NA,NA,NA,NA,5.296626893
2792,Short finned eel,2019,NA,NA,NA,NA,NA,5.136555337
2793,Short finned eel,2020,NA,NA,NA,NA,NA,5.376698629
2794,Short finned eel,2021,NA,NA,NA,NA,NA,5.376698629
2795,Short finned eel,2022,NA,NA,NA,NA,NA,4.032523972
2796,Shortfinned eel,2008,NA,NA,NA,NA,NA,0.9675
2797,Shortfinned eel,2009,NA,NA,NA,NA,NA,3.87
2798,Shortfinned eel,2010,NA,NA,NA,NA,NA,4.137
2799,Shortfinned eel,2011,NA,NA,NA,NA,NA,4.98
2800,Shortfinned eel,2012,NA,NA,NA,NA,NA,5.172
2801,Shortfinned eel,2013,NA,NA,NA,NA,NA,5.37
2802,Shortfinned eel,2014,NA,NA,NA,NA,NA,5.5245
2803,Shortfinned eel,2015,NA,NA,NA,NA,NA,5.879
2804,Shortfinned eel,2016,NA,NA,NA,NA,NA,5.552
2805,Shortfinned eel,2017,NA,NA,NA,NA,NA,5.5865
2806,Shortfinned eel,2018,NA,NA,NA,NA,NA,5.69032932
2807,Shortfinned eel,2019,NA,NA,NA,NA,NA,5.605274713
2808,Shortfinned eel,2020,NA,NA,NA,NA,NA,5.351948294
2809,Shortfinned eel,2021,NA,NA,NA,NA,NA,5.366352133
2810,Shortfinned eel,2022,NA,NA,NA,NA,NA,4.0247641
2811,Skipjacktuna,2008,NA,NA,NA,NA,NA,0.17
2812,Skipjacktuna,2009,NA,NA,NA,NA,NA,0.68
2813,Skipjacktuna,2010,NA,NA,NA,NA,NA,0.6375
2814,Skipjacktuna,2011,NA,NA,NA,NA,NA,0.515
2815,Skipjacktuna,2012,NA,NA,NA,NA,NA,0.5325
2816,Skipjacktuna,2013,NA,NA,NA,NA,NA,0.815
2817,Skipjacktuna,2014,NA,NA,NA,NA,NA,1.355
2818,Skipjacktuna,2015,NA,NA,NA,NA,NA,0.5
2819,Skipjacktuna,2016,NA,NA,NA,NA,NA,0.5
2820,Skipjacktuna,2017,NA,NA,NA,NA,NA,0.4925
2821,Skipjacktuna,2018,NA,NA,NA,NA,NA,0.4675
2822,Skipjacktuna,2019,NA,NA,NA,NA,NA,0.460788092
2823,Skipjacktuna,2020,NA,NA,NA,NA,NA,0.463152367
2824,Skipjacktuna,2021,NA,NA,NA,NA,NA,0.463152367
2825,Skipjacktuna,2022,NA,NA,NA,NA,NA,0.347364275
2826,Southern Bluefin Tuna,2020,NA,NA,NA,NA,NA,6.610986431
2827,Southern Bluefin Tuna,2021,NA,NA,NA,NA,NA,7.688429722
2828,Southern Bluefin Tuna,2022,NA,NA,NA,NA,NA,4.589889693
2829,Sprats,2020,NA,NA,NA,NA,NA,1.2
2830,Sprats,2021,NA,NA,NA,NA,NA,1.2
2831,Sprats,2022,NA,NA,NA,NA,NA,0.9
2832,Squid,2008,NA,NA,NA,NA,NA,0.19375
2833,Squid,2009,NA,NA,NA,NA,NA,0.775
2834,Squid,2010,NA,NA,NA,NA,NA,0.849375
2835,Squid,2011,NA,NA,NA,NA,NA,1.091875
2836,Squid,2012,NA,NA,NA,NA,NA,1.1475
2837,Squid,2013,NA,NA,NA,NA,NA,1.150625
2838,Squid,2014,NA,NA,NA,NA,NA,1.1825
2839,Squid,2015,NA,NA,NA,NA,NA,1.1825
2840,Squid,2016,NA,NA,NA,NA,NA,1.176875
2841,Squid,2017,NA,NA,NA,NA,NA,1.16625
2842,Squid,2018,NA,NA,NA,NA,NA,1.184598842
2843,Squid,2019,NA,NA,NA,NA,NA,1.184390415
2844,Squid,2020,NA,NA,NA,NA,NA,1.191571273
2845,Squid,2021,NA,NA,NA,NA,NA,1.21400833
2846,Squid,2022,NA,NA,NA,NA,NA,0.932668525
2847,Surf Clam   Deepwater Tuatua,2008,NA,NA,NA,NA,NA,0.175
2848,Surf Clam   Deepwater Tuatua,2009,NA,NA,NA,NA,NA,0.7
2849,Surf Clam   Deepwater Tuatua,2010,NA,NA,NA,NA,NA,0.735
2850,Surf Clam   Deepwater Tuatua,2011,NA,NA,NA,NA,NA,0.84
2851,Surf Clam   Deepwater Tuatua,2012,NA,NA,NA,NA,NA,0.8375
2852,Surf Clam   Deepwater Tuatua,2013,NA,NA,NA,NA,NA,0.83
2853,Surf Clam   Deepwater Tuatua,2014,NA,NA,NA,NA,NA,0.83
2854,Surf Clam   Deepwater Tuatua,2015,NA,NA,NA,NA,NA,0.83
2855,Surf Clam   Deepwater Tuatua,2016,NA,NA,NA,NA,NA,0.83
2856,Surf Clam   Deepwater Tuatua,2017,NA,NA,NA,NA,NA,0.83
2857,Surf Clam   Deepwater Tuatua,2018,NA,NA,NA,NA,NA,0.83
2858,Surf Clam   Deepwater Tuatua,2019,NA,NA,NA,NA,NA,0.83
2859,Surf Clam   Deepwater Tuatua,2020,NA,NA,NA,NA,NA,0.83
2860,Surf Clam   Deepwater Tuatua,2021,NA,NA,NA,NA,NA,0.9865625
2861,Surf Clam   Deepwater Tuatua,2022,NA,NA,NA,NA,NA,1.0921875
2862,Surf Clam   frilled venus,2008,NA,NA,NA,NA,NA,0.8
2863,Surf Clam   frilled venus,2009,NA,NA,NA,NA,NA,3.2
2864,Surf Clam   frilled venus,2010,NA,NA,NA,NA,NA,3.365
2865,Surf Clam   frilled venus,2011,NA,NA,NA,NA,NA,3.8625
2866,Surf Clam   frilled venus,2012,NA,NA,NA,NA,NA,3.8625
2867,Surf Clam   frilled venus,2013,NA,NA,NA,NA,NA,3.84
2868,Surf Clam   frilled venus,2014,NA,NA,NA,NA,NA,3.84
2869,Surf Clam   frilled venus,2015,NA,NA,NA,NA,NA,3.84
2870,Surf Clam   frilled venus,2016,NA,NA,NA,NA,NA,3.84
2871,Surf Clam   frilled venus,2017,NA,NA,NA,NA,NA,3.84
2872,Surf Clam   frilled venus,2018,NA,NA,NA,NA,NA,3.84
2873,Surf Clam   frilled venus,2019,NA,NA,NA,NA,NA,3.84
2874,Surf Clam   frilled venus,2020,NA,NA,NA,NA,NA,3.84
2875,Surf Clam   frilled venus,2021,NA,NA,NA,NA,NA,3.84
2876,Surf Clam   frilled venus,2022,NA,NA,NA,NA,NA,2.88
2877,Surf Clam   large trough shell,2008,NA,NA,NA,NA,NA,0.175
2878,Surf Clam   large trough shell,2009,NA,NA,NA,NA,NA,0.7
2879,Surf Clam   large trough shell,2010,NA,NA,NA,NA,NA,0.735
2880,Surf Clam   large trough shell,2011,NA,NA,NA,NA,NA,0.84
2881,Surf Clam   large trough shell,2012,NA,NA,NA,NA,NA,0.8375
2882,Surf Clam   large trough shell,2013,NA,NA,NA,NA,NA,0.83
2883,Surf Clam   large trough shell,2014,NA,NA,NA,NA,NA,0.83
2884,Surf Clam   large trough shell,2015,NA,NA,NA,NA,NA,0.83
2885,Surf Clam   large trough shell,2016,NA,NA,NA,NA,NA,0.83
2886,Surf Clam   large trough shell,2017,NA,NA,NA,NA,NA,0.83
2887,Surf Clam   large trough shell,2018,NA,NA,NA,NA,NA,0.83
2888,Surf Clam   large trough shell,2019,NA,NA,NA,NA,NA,0.83
