"","species_common_name","period","ace_transfer_price","starting_year","wt_ace_2","wt_ace_1"
"596","Hapuku & Bass","Starting Oct 2016",1.19503226784973,"2016",0.298758066962431,0.896274200887294
"597","Hapuku & Bass","Starting Oct 2017",1.1264407782335,"2017",0.281610194558374,0.844830583675122
"598","Hapuku & Bass","Starting Oct 2018",1.05736327649331,"2018",0.264340819123326,0.793022457369979
"599","Hapuku & Bass","Starting Oct 2019",1.00762515689082,"2019",0.251906289222705,0.755718867668114
"600","Hapuku & Bass","Starting Oct 2020",0.992564149719586,"2020",0.248141037429896,0.744423112289689
"601","Hapuku & Bass","Starting Oct 2021",0.905513023071499,"2021",0.226378255767875,0.679134767303624
"602","Hoki","Starting Oct 2001",0.5526,"2001",0.13815,0.41445
"603","Hoki","Starting Oct 2002",0.5703,"2002",0.142575,0.427725
"604","Hoki","Starting Oct 2003",0.3218,"2003",0.08045,0.24135
"605","Hoki","Starting Oct 2004",0.4477,"2004",0.111925,0.335775
"606","Hoki","Starting Oct 2005",0.5271,"2005",0.131775,0.395325
"607","Hoki","Starting Oct 2006",0.5221,"2006",0.130525,0.391575
"608","Hoki","Starting Oct 2007",0.6892,"2007",0.1723,0.5169
"609","Hoki","Starting Oct 2008",0.7534,"2008",0.18835,0.56505
"610","Hoki","Starting Oct 2009",0.8089,"2009",0.202225,0.606675
"611","Hoki","Starting Oct 2010",0.7329,"2010",0.183225,0.549675
"612","Hoki","Starting Oct 2011",0.5554,"2011",0.13885,0.41655
"613","Hoki","Starting Oct 2012",0.5153,"2012",0.128825,0.386475
"614","Hoki","Starting Oct 2013",0.4786,"2013",0.11965,0.35895
"615","Hoki","Starting Oct 2014",0.3556,"2014",0.0889,0.2667
"616","Hoki","Starting Oct 2015",0.3684,"2015",0.0921,0.2763
"617","Hoki","Starting Oct 2016",0.302,"2016",0.0755,0.2265
"618","Hoki","Starting Oct 2017",0.3568,"2017",0.0892,0.2676
"619","Hoki","Starting Oct 2018",0.3187,"2018",0.079675,0.239025
"620","Hoki","Starting Oct 2019",0.3924,"2019",0.0981,0.2943
"621","Hoki","Starting Oct 2020",0.4779,"2020",0.119475,0.358425
"622","Hoki","Starting Oct 2021",0.5164,"2021",0.1291,0.3873
"623","Jack mackerel","Starting Oct 2001",0.0348385623254949,"2001",0.00870964058137373,0.0261289217441212
"624","Jack mackerel","Starting Oct 2002",0.0342979234471826,"2002",0.00857448086179564,0.0257234425853869
"625","Jack mackerel","Starting Oct 2003",0.0393047057586363,"2003",0.00982617643965908,0.0294785293189772
"626","Jack mackerel","Starting Oct 2004",0.0388949097806928,"2004",0.0097237274451732,0.0291711823355196
"627","Jack mackerel","Starting Oct 2005",0.0475294192322865,"2005",0.0118823548080716,0.0356470644242149
"628","Jack mackerel","Starting Oct 2006",0.0554561466669308,"2006",0.0138640366667327,0.0415921100001981
"629","Jack mackerel","Starting Oct 2007",0.0663043090993937,"2007",0.0165760772748484,0.0497282318245453
"630","Jack mackerel","Starting Oct 2008",0.0864923571954964,"2008",0.0216230892988741,0.0648692678966223
"631","Jack mackerel","Starting Oct 2009",0.09213113603903,"2009",0.0230327840097575,0.0690983520292725
"632","Jack mackerel","Starting Oct 2010",0.0905656937972004,"2010",0.0226414234493001,0.0679242703479003
"633","Jack mackerel","Starting Oct 2011",0.0950620201455174,"2011",0.0237655050363793,0.071296515109138
"634","Jack mackerel","Starting Oct 2012",0.103214001297029,"2012",0.0258035003242572,0.0774105009727717
"635","Jack mackerel","Starting Oct 2013",0.110134273715472,"2013",0.027533568428868,0.0826007052866041
"636","Jack mackerel","Starting Oct 2014",0.12299666721938,"2014",0.0307491668048451,0.0922475004145353
"637","Jack mackerel","Starting Oct 2015",0.125748429715383,"2015",0.0314371074288457,0.0943113222865372
"638","Jack mackerel","Starting Oct 2016",0.119635591694571,"2016",0.0299088979236429,0.0897266937709286
"639","Jack mackerel","Starting Oct 2017",0.126501589765245,"2017",0.0316253974413112,0.0948761923239337
"640","Jack mackerel","Starting Oct 2018",0.111923707774437,"2018",0.0279809269436092,0.0839427808308276
"641","Jack mackerel","Starting Oct 2019",0.141254202391221,"2019",0.0353135505978053,0.105940651793416
"642","Jack mackerel","Starting Oct 2020",0.143890619700797,"2020",0.0359726549251991,0.107917964775597
"643","Jack mackerel","Starting Oct 2021",0.146737980024654,"2021",0.0366844950061636,0.110053485018491
"644","John Dory","Starting Oct 2001",1.01561847735344,"2001",0.25390461933836,0.76171385801508
"645","John Dory","Starting Oct 2002",1.18429547973778,"2002",0.296073869934444,0.888221609803333
"646","John Dory","Starting Oct 2003",1.08021469255283,"2003",0.270053673138207,0.810161019414622
"647","John Dory","Starting Oct 2004",1.06842870829954,"2004",0.267107177074885,0.801321531224656
"648","John Dory","Starting Oct 2005",0.953705759031195,"2005",0.238426439757799,0.715279319273396
"649","John Dory","Starting Oct 2006",0.998266243400831,"2006",0.249566560850208,0.748699682550623
"650","John Dory","Starting Oct 2007",1.19880500234328,"2007",0.299701250585821,0.899103751757462
"651","John Dory","Starting Oct 2008",1.22180226710655,"2008",0.305450566776637,0.916351700329912
"652","John Dory","Starting Oct 2009",1.14004465455147,"2009",0.285011163637869,0.855033490913606
"653","John Dory","Starting Oct 2010",1.12432637854158,"2010",0.281081594635394,0.843244783906183
"654","John Dory","Starting Oct 2011",1.26009063123154,"2011",0.315022657807884,0.945067973423653
"655","John Dory","Starting Oct 2012",1.14459634119517,"2012",0.286149085298793,0.85844725589638
"656","John Dory","Starting Oct 2013",1.13198592339842,"2013",0.282996480849605,0.848989442548816
"657","John Dory","Starting Oct 2014",1.14836357988595,"2014",0.287090894971488,0.861272684914465
"658","John Dory","Starting Oct 2015",1.20367798270757,"2015",0.300919495676892,0.902758487030676
"659","John Dory","Starting Oct 2016",1.31887142766789,"2016",0.329717856916972,0.989153570750916
"660","John Dory","Starting Oct 2017",1.3073213798878,"2017",0.326830344971949,0.980491034915847
"661","John Dory","Starting Oct 2018",1.31271793729561,"2018",0.328179484323903,0.984538452971708
"662","John Dory","Starting Oct 2019",1.65048271987929,"2019",0.412620679969823,1.23786203990947
"663","John Dory","Starting Oct 2020",1.33128585547636,"2020",0.332821463869089,0.998464391607267
"664","John Dory","Starting Oct 2021",1.41635032529036,"2021",0.354087581322589,1.06226274396777
"665","Kahawai","Starting Oct 2004",0.186653238076844,"2004",0.0466633095192111,0.139989928557633
"666","Kahawai","Starting Oct 2005",0.199260367820907,"2005",0.0498150919552269,0.149445275865681
"667","Kahawai","Starting Oct 2006",0.191187069131143,"2006",0.0477967672827856,0.143390301848357
"668","Kahawai","Starting Oct 2007",0.217750909097282,"2007",0.0544377272743204,0.163313181822961
"669","Kahawai","Starting Oct 2008",0.25166391535565,"2008",0.0629159788389125,0.188747936516738
"670","Kahawai","Starting Oct 2009",0.264361390081022,"2009",0.0660903475202555,0.198271042560766
"671","Kahawai","Starting Oct 2010",0.269264668759947,"2010",0.0673161671899866,0.20194850156996
"672","Kahawai","Starting Oct 2011",0.249855792062417,"2011",0.0624639480156043,0.187391844046813
"673","Kahawai","Starting Oct 2012",0.268071953755583,"2012",0.0670179884388957,0.201053965316687
"674","Kahawai","Starting Oct 2013",0.276319055557345,"2013",0.0690797638893363,0.207239291668009
"675","Kahawai","Starting Oct 2014",0.291785983101717,"2014",0.0729464957754291,0.218839487326287
"676","Kahawai","Starting Oct 2015",0.286553741259733,"2015",0.0716384353149333,0.2149153059448
"677","Kahawai","Starting Oct 2016",0.292635729366545,"2016",0.0731589323416363,0.219476797024909
"678","Kahawai","Starting Oct 2017",0.28805407837861,"2017",0.0720135195946526,0.216040558783958
"679","Kahawai","Starting Oct 2018",0.284850342205308,"2018",0.071212585551327,0.213637756653981
"680","Kahawai","Starting Oct 2019",0.339004635412021,"2019",0.0847511588530052,0.254253476559016
"681","Kahawai","Starting Oct 2020",0.334370814995657,"2020",0.0835927037489143,0.250778111246743
"682","Kahawai","Starting Oct 2021",0.409491528223397,"2021",0.102372882055849,0.307118646167548
"683","Kina","Starting Oct 2002",0.604786369175657,"2002",0.151196592293914,0.453589776881743
"684","Kina","Starting Oct 2003",0.750391452703858,"2003",0.187597863175964,0.562793589527893
"685","Kina","Starting Oct 2004",0.835006622684091,"2004",0.208751655671023,0.626254967013068
"686","Kina","Starting Oct 2005",0.511690903655073,"2005",0.127922725913768,0.383768177741305
"687","Kina","Starting Oct 2006",0.577329411940992,"2006",0.144332352985248,0.432997058955744
"688","Kina","Starting Oct 2007",0.514938704332405,"2007",0.128734676083101,0.386204028249304
"689","Kina","Starting Oct 2008",0.552725609467907,"2008",0.138181402366977,0.41454420710093
"690","Kina","Starting Oct 2009",0.587575729831832,"2009",0.146893932457958,0.440681797373874
"691","Kina","Starting Oct 2010",0.558399619085719,"2010",0.13959990477143,0.418799714314289
"692","Kina","Starting Oct 2011",0.459909176829977,"2011",0.114977294207494,0.344931882622483
"693","Kina","Starting Oct 2012",0.555479142239894,"2012",0.138869785559973,0.41660935667992
"694","Kina","Starting Oct 2013",0.514103540602692,"2013",0.128525885150673,0.385577655452019
"695","Kina","Starting Oct 2014",0.571052661115813,"2014",0.142763165278953,0.42828949583686
"696","Kina","Starting Oct 2015",0.742815863494801,"2015",0.1857039658737,0.557111897621101
"697","Kina","Starting Oct 2016",0.729606477828498,"2016",0.182401619457124,0.547204858371373
"698","Kina","Starting Oct 2017",0.761496181204079,"2017",0.19037404530102,0.571122135903059
"699","Kina","Starting Oct 2018",0.783473446780596,"2018",0.195868361695149,0.587605085085447
"700","Kina","Starting Oct 2019",0.689574392898157,"2019",0.172393598224539,0.517180794673618
"701","Kina","Starting Oct 2020",0.629287078089586,"2020",0.157321769522396,0.471965308567189
"702","Kina","Starting Oct 2021",0.630398806295468,"2021",0.157599701573867,0.472799104721601
"703","King Crab","Starting Oct 2003",2.11199157424951,"2003",0.527997893562377,1.58399368068713
"704","King Crab","Starting Oct 2004",2.85578850467419,"2004",0.713947126168547,2.14184137850564
"705","King Crab","Starting Oct 2005",2.94447181002764,"2005",0.736117952506909,2.20835385752073
"706","King Crab","Starting Oct 2006",2.65940030041808,"2006",0.664850075104519,1.99455022531356
"707","King Crab","Starting Oct 2007",2.6484250483192,"2007",0.662106262079799,1.9863187862394
"708","King Crab","Starting Oct 2008",2.82776002863651,"2008",0.706940007159127,2.12082002147738
"709","King Crab","Starting Oct 2009",2.71743910316019,"2009",0.679359775790049,2.03807932737015
"710","King Crab","Starting Oct 2010",2.46911441557985,"2010",0.617278603894963,1.85183581168489
"711","King Crab","Starting Oct 2011",2.48521589140805,"2011",0.621303972852012,1.86391191855604
"712","King Crab","Starting Oct 2012",2.74379503113586,"2012",0.685948757783964,2.05784627335189
"713","King Crab","Starting Oct 2013",3.36581730900593,"2013",0.841454327251483,2.52436298175445
"714","King Crab","Starting Oct 2014",3.658915401723,"2014",0.914728850430749,2.74418655129225
"715","King Crab","Starting Oct 2015",3.63860733872518,"2015",0.909651834681295,2.72895550404389
"716","King Crab","Starting Oct 2016",3.92042814322759,"2016",0.980107035806897,2.94032110742069
"717","King Crab","Starting Oct 2017",4.57108287789437,"2017",1.14277071947359,3.42831215842078
"718","King Crab","Starting Oct 2018",4.41282928095887,"2018",1.10320732023972,3.30962196071915
"719","King Crab","Starting Oct 2019",4.41913223411783,"2019",1.10478305852946,3.31434917558838
"720","King Crab","Starting Oct 2020",4.38656193448125,"2020",1.09664048362031,3.28992145086094
"721","King Crab","Starting Oct 2021",3.33445496646857,"2021",0.833613741617142,2.50084122485143
"722","Leatherjacket","Starting Oct 2003",0.0969363442583116,"2003",0.0242340860645779,0.0727022581937337
"723","Leatherjacket","Starting Oct 2004",0.0729049763972421,"2004",0.0182262440993105,0.0546787322979315
"724","Leatherjacket","Starting Oct 2005",0.0796429979565709,"2005",0.0199107494891427,0.0597322484674282
"725","Leatherjacket","Starting Oct 2006",0.0719246431658434,"2006",0.0179811607914608,0.0539434823743825
"726","Leatherjacket","Starting Oct 2007",0.0846275035632824,"2007",0.0211568758908206,0.0634706276724618
"727","Leatherjacket","Starting Oct 2008",0.0701790578999833,"2008",0.0175447644749958,0.0526342934249875
"728","Leatherjacket","Starting Oct 2009",0.0725013107930726,"2009",0.0181253276982682,0.0543759830948045
"729","Leatherjacket","Starting Oct 2010",0.0873203475784823,"2010",0.0218300868946206,0.0654902606838617
"730","Leatherjacket","Starting Oct 2011",0.0899042312172258,"2011",0.0224760578043065,0.0674281734129194
"731","Leatherjacket","Starting Oct 2012",0.0811516441854897,"2012",0.0202879110463724,0.0608637331391172
"732","Leatherjacket","Starting Oct 2013",0.131104183717554,"2013",0.0327760459293884,0.0983281377881652
"733","Leatherjacket","Starting Oct 2014",0.204200859562693,"2014",0.0510502148906733,0.15315064467202
"734","Leatherjacket","Starting Oct 2015",0.239924598688042,"2015",0.0599811496720105,0.179943449016032
"735","Leatherjacket","Starting Oct 2016",0.111304233209526,"2016",0.0278260583023815,0.0834781749071445
"736","Leatherjacket","Starting Oct 2017",0.11735509680417,"2017",0.0293387742010426,0.0880163226031277
"737","Leatherjacket","Starting Oct 2018",0.137172691284153,"2018",0.0342931728210382,0.102879518463115
"738","Leatherjacket","Starting Oct 2019",0.146002303651488,"2019",0.0365005759128721,0.109501727738616
"739","Leatherjacket","Starting Oct 2020",0.141815506197452,"2020",0.035453876549363,0.106361629648089
"740","Leatherjacket","Starting Oct 2021",0.166634060688715,"2021",0.0416585151721787,0.124975545516536
"741","Ling","Starting Oct 2001",0.970752495011432,"2001",0.242688123752858,0.728064371258574
"742","Ling","Starting Oct 2002",1.1020266223764,"2002",0.2755066555941,0.8265199667823
"743","Ling","Starting Oct 2003",0.953366028002407,"2003",0.238341507000602,0.715024521001805
"744","Ling","Starting Oct 2004",0.949022558383158,"2004",0.237255639595789,0.711766918787368
"745","Ling","Starting Oct 2005",0.909313989325057,"2005",0.227328497331264,0.681985491993793
"746","Ling","Starting Oct 2006",0.936101435373024,"2006",0.234025358843256,0.702076076529768
"747","Ling","Starting Oct 2007",0.927275406875664,"2007",0.231818851718916,0.695456555156748
"748","Ling","Starting Oct 2008",1.01947237720488,"2008",0.254868094301221,0.764604282903662
"749","Ling","Starting Oct 2009",1.01196666790992,"2009",0.252991666977479,0.758975000932438
"750","Ling","Starting Oct 2010",1.09494799090917,"2010",0.273736997727293,0.821210993181878
"751","Ling","Starting Oct 2011",1.1213022178157,"2011",0.280325554453926,0.840976663361777
"752","Ling","Starting Oct 2012",1.19279092559649,"2012",0.298197731399121,0.894593194197364
"753","Ling","Starting Oct 2013",1.286032026462,"2013",0.321508006615499,0.964524019846497
"754","Ling","Starting Oct 2014",1.54396876240735,"2014",0.385992190601837,1.15797657180551
"755","Ling","Starting Oct 2015",1.44831424972536,"2015",0.36207856243134,1.08623568729402
"756","Ling","Starting Oct 2016",1.47117016464334,"2016",0.367792541160834,1.1033776234825
"757","Ling","Starting Oct 2017",1.1763942717354,"2017",0.294098567933849,0.882295703801548
"758","Ling","Starting Oct 2018",1.5609827522315,"2018",0.390245688057876,1.17073706417363
"759","Ling","Starting Oct 2019",1.17147930879542,"2019",0.292869827198856,0.878609481596568
"760","Ling","Starting Oct 2020",1.17927337996614,"2020",0.294818344991536,0.884455034974607
"761","Ling","Starting Oct 2021",1.33045212087293,"2021",0.332613030218232,0.997839090654695
"762","Long-finned eel","Starting Oct 2006",5.7801,"2006",1.445025,4.335075
"763","Long-finned eel","Starting Oct 2012",2.07701271759367,"2012",0.519253179398418,1.55775953819525
"764","Long-finned eel","Starting Oct 2013",2.52743057354059,"2013",0.631857643385148,1.89557293015544
"765","Long-finned eel","Starting Oct 2014",2.49494963373516,"2014",0.623737408433791,1.87121222530137
"766","Long-finned eel","Starting Oct 2015",2.50439459539359,"2015",0.626098648848397,1.87829594654519
"767","Long-finned eel","Starting Oct 2016",2.4896349819986,"2016",0.622408745499649,1.86722623649895
"768","Long-finned eel","Starting Oct 2017",2.45198035195777,"2017",0.612995087989441,1.83898526396832
"769","Long-finned eel","Starting Oct 2018",2,"2018",0.5,1.5
"770","Lookdown Dory","Starting Oct 2004",0.203486791947296,"2004",0.050871697986824,0.152615093960472
"771","Lookdown Dory","Starting Oct 2005",0.147238014518167,"2005",0.0368095036295418,0.110428510888625
"772","Lookdown Dory","Starting Oct 2006",0.140800316678285,"2006",0.0352000791695714,0.105600237508714
"773","Lookdown Dory","Starting Oct 2007",0.120237941704657,"2007",0.0300594854261643,0.090178456278493
"774","Lookdown Dory","Starting Oct 2008",0.105855629970806,"2008",0.0264639074927014,0.0793917224781042
"775","Lookdown Dory","Starting Oct 2009",0.116606711679485,"2009",0.0291516779198712,0.0874550337596137
"776","Lookdown Dory","Starting Oct 2010",0.115760700675105,"2010",0.0289401751687762,0.0868205255063287
"777","Lookdown Dory","Starting Oct 2011",0.146635127130665,"2011",0.0366587817826663,0.109976345347999
"778","Lookdown Dory","Starting Oct 2012",0.149024771482234,"2012",0.0372561928705584,0.111768578611675
"779","Lookdown Dory","Starting Oct 2013",0.164168948928475,"2013",0.0410422372321189,0.123126711696357
"780","Lookdown Dory","Starting Oct 2014",0.142831052360023,"2014",0.0357077630900057,0.107123289270017
"781","Lookdown Dory","Starting Oct 2015",0.123876427054053,"2015",0.0309691067635133,0.0929073202905399
"782","Lookdown Dory","Starting Oct 2016",0.108176876252119,"2016",0.0270442190630297,0.0811326571890892
"783","Lookdown Dory","Starting Oct 2017",0.121378646839601,"2017",0.0303446617099003,0.0910339851297008
"784","Lookdown Dory","Starting Oct 2018",0.136354741350867,"2018",0.0340886853377166,0.10226605601315
"785","Lookdown Dory","Starting Oct 2019",0.136780624252166,"2019",0.0341951560630414,0.102585468189124
"786","Lookdown Dory","Starting Oct 2020",0.128827207896083,"2020",0.0322068019740208,0.0966204059220624
"787","Lookdown Dory","Starting Oct 2021",0.127658238636364,"2021",0.0319145596590909,0.0957436789772727
"788","Mako Shark","Starting Oct 2004",0.0718,"2004",0.01795,0.05385
"789","Mako Shark","Starting Oct 2005",0.0557,"2005",0.013925,0.041775
"790","Mako Shark","Starting Oct 2006",0.0645,"2006",0.016125,0.048375
"791","Mako Shark","Starting Oct 2007",0.0563,"2007",0.014075,0.042225
"792","Mako Shark","Starting Oct 2008",0.0614,"2008",0.01535,0.04605
"793","Mako Shark","Starting Oct 2009",0.0472,"2009",0.0118,0.0354
"794","Mako Shark","Starting Oct 2010",0.0533,"2010",0.013325,0.039975
"795","Mako Shark","Starting Oct 2011",0.0536,"2011",0.0134,0.0402
"796","Mako Shark","Starting Oct 2012",0.0624,"2012",0.0156,0.0468
"797","Mako Shark","Starting Oct 2013",0.0674,"2013",0.01685,0.05055
"798","Mako Shark","Starting Oct 2014",0.0646,"2014",0.01615,0.04845
"799","Mako Shark","Starting Oct 2015",0.0688,"2015",0.0172,0.0516
"800","Mako Shark","Starting Oct 2016",0.0661,"2016",0.016525,0.049575
"801","Mako Shark","Starting Oct 2017",0.0692,"2017",0.0173,0.0519
"802","Mako Shark","Starting Oct 2018",0.0642,"2018",0.01605,0.04815
"803","Mako Shark","Starting Oct 2019",0.0551,"2019",0.013775,0.041325
"804","Mako Shark","Starting Oct 2020",0.0571,"2020",0.014275,0.042825
"805","Mako Shark","Starting Oct 2021",0.0611,"2021",0.015275,0.045825
"806","Moonfish","Starting Oct 2004",0.2631,"2004",0.065775,0.197325
"807","Moonfish","Starting Oct 2005",0.2592,"2005",0.0648,0.1944
"808","Moonfish","Starting Oct 2006",0.1782,"2006",0.04455,0.13365
"809","Moonfish","Starting Oct 2007",0.2954,"2007",0.07385,0.22155
"810","Moonfish","Starting Oct 2008",0.2506,"2008",0.06265,0.18795
"811","Moonfish","Starting Oct 2009",0.1086,"2009",0.02715,0.08145
"812","Moonfish","Starting Oct 2010",0.1198,"2010",0.02995,0.08985
"813","Moonfish","Starting Oct 2011",0.3955,"2011",0.098875,0.296625
"814","Moonfish","Starting Oct 2012",0.1118,"2012",0.02795,0.08385
"815","Moonfish","Starting Oct 2013",0.3581,"2013",0.089525,0.268575
"816","Moonfish","Starting Oct 2014",0.1071,"2014",0.026775,0.080325
"817","Moonfish","Starting Oct 2015",0.1088,"2015",0.0272,0.0816
"818","Moonfish","Starting Oct 2016",0.164,"2016",0.041,0.123
"819","Moonfish","Starting Oct 2017",0.3081,"2017",0.077025,0.231075
"820","Moonfish","Starting Oct 2018",0.47,"2018",0.1175,0.3525
"821","Moonfish","Starting Oct 2019",0.1242,"2019",0.03105,0.09315
"822","Moonfish","Starting Oct 2020",0.3091,"2020",0.077275,0.231825
"823","Orange Roughy","Starting Oct 2001",2.28154252719591,"2001",0.570385631798979,1.71115689539694
"824","Orange Roughy","Starting Oct 2002",1.94070379715301,"2002",0.485175949288253,1.45552784786476
"825","Orange Roughy","Starting Oct 2003",2.03192361920128,"2003",0.50798090480032,1.52394271440096
"826","Orange Roughy","Starting Oct 2004",1.90782935321819,"2004",0.476957338304548,1.43087201491364
"827","Orange Roughy","Starting Oct 2005",1.65524378398232,"2005",0.413810945995579,1.24143283798674
"828","Orange Roughy","Starting Oct 2006",1.76623391447618,"2006",0.441558478619045,1.32467543585713
"829","Orange Roughy","Starting Oct 2007",2.08380844721005,"2007",0.520952111802513,1.56285633540754
"830","Orange Roughy","Starting Oct 2008",2.03795913086341,"2008",0.509489782715853,1.52846934814756
"831","Orange Roughy","Starting Oct 2009",1.66107021399927,"2009",0.415267553499818,1.24580266049945
"832","Orange Roughy","Starting Oct 2010",1.76385888485521,"2010",0.440964721213802,1.32289416364141
"833","Orange Roughy","Starting Oct 2011",1.88821579139758,"2011",0.472053947849395,1.41616184354819
"834","Orange Roughy","Starting Oct 2012",1.68212387190753,"2012",0.420530967976881,1.26159290393064
"835","Orange Roughy","Starting Oct 2013",1.67824768198389,"2013",0.419561920495973,1.25868576148792
"836","Orange Roughy","Starting Oct 2014",1.95569332839102,"2014",0.488923332097755,1.46676999629327
"837","Orange Roughy","Starting Oct 2015",2.17537483176183,"2015",0.543843707940459,1.63153112382138
"838","Orange Roughy","Starting Oct 2016",1.9280900571117,"2016",0.482022514277924,1.44606754283377
"839","Orange Roughy","Starting Oct 2017",1.55953284475517,"2017",0.389883211188792,1.16964963356638
"840","Orange Roughy","Starting Oct 2018",2.12781078082884,"2018",0.531952695207211,1.59585808562163
"841","Orange Roughy","Starting Oct 2019",2.1893745677342,"2019",0.54734364193355,1.64203092580065
"842","Orange Roughy","Starting Oct 2020",2.05785233580795,"2020",0.514463083951987,1.54338925185596
"843","Orange Roughy","Starting Oct 2021",1.96855652979483,"2021",0.492139132448709,1.47641739734613
"844","Oreo","Starting Oct 2001",0.353861168801505,"2001",0.0884652922003762,0.265395876601129
"845","Oreo","Starting Oct 2002",0.392270797189957,"2002",0.0980676992974892,0.294203097892468
"846","Oreo","Starting Oct 2003",0.342268157910971,"2003",0.0855670394777427,0.256701118433228
"847","Oreo","Starting Oct 2004",0.32497764589087,"2004",0.0812444114727175,0.243733234418153
"848","Oreo","Starting Oct 2005",0.329661632143481,"2005",0.0824154080358703,0.247246224107611
"849","Oreo","Starting Oct 2006",0.351167420846952,"2006",0.0877918552117379,0.263375565635214
"850","Oreo","Starting Oct 2007",0.397520052635619,"2007",0.0993800131589048,0.298140039476714
"851","Oreo","Starting Oct 2008",0.350215998019433,"2008",0.0875539995048582,0.262661998514575
"852","Oreo","Starting Oct 2009",0.331102687915115,"2009",0.0827756719787787,0.248327015936336
"853","Oreo","Starting Oct 2010",0.324100830673517,"2010",0.0810252076683793,0.243075623005138
"854","Oreo","Starting Oct 2011",0.332839561692947,"2011",0.0832098904232367,0.24962967126971
"855","Oreo","Starting Oct 2012",0.354823494505217,"2012",0.0887058736263042,0.266117620878912
"856","Oreo","Starting Oct 2013",0.490855367673351,"2013",0.122713841918338,0.368141525755013
"857","Oreo","Starting Oct 2014",0.341715634740204,"2014",0.0854289086850511,0.256286726055153
"858","Oreo","Starting Oct 2015",0.359851292915856,"2015",0.0899628232289641,0.269888469686892
"859","Oreo","Starting Oct 2016",0.329521059767002,"2016",0.0823802649417504,0.247140794825251
"860","Oreo","Starting Oct 2017",0.335604218283638,"2017",0.0839010545709094,0.251703163712728
"861","Oreo","Starting Oct 2018",0.37191761612314,"2018",0.092979404030785,0.278938212092355
"862","Oreo","Starting Oct 2019",0.397287393911342,"2019",0.0993218484778355,0.297965545433507
"863","Oreo","Starting Oct 2020",0.296007936674481,"2020",0.0740019841686202,0.222005952505861
"864","Oreo","Starting Oct 2021",0.462668375512456,"2021",0.115667093878114,0.347001281634342
"865","Pacific Bluefin Tuna","Starting Oct 2004",8.6713,"2004",2.167825,6.503475
"866","Pacific Bluefin Tuna","Starting Oct 2007",8.2729,"2007",2.068225,6.204675
"867","Paddle Crab","Starting Oct 2002",0.777169534198343,"2002",0.194292383549586,0.582877150648757
"868","Paddle Crab","Starting Oct 2003",0.905277633535209,"2003",0.226319408383802,0.678958225151407
"869","Paddle Crab","Starting Oct 2004",0.860740947094872,"2004",0.215185236773718,0.645555710321154
"870","Paddle Crab","Starting Oct 2005",0.686534582811301,"2005",0.171633645702825,0.514900937108476
"871","Paddle Crab","Starting Oct 2006",0.624180330493851,"2006",0.156045082623463,0.468135247870388
"872","Paddle Crab","Starting Oct 2007",0.518643921517069,"2007",0.129660980379267,0.388982941137802
"873","Paddle Crab","Starting Oct 2008",0.411269190513866,"2008",0.102817297628466,0.308451892885399
"874","Paddle Crab","Starting Oct 2009",0.422150933323304,"2009",0.105537733330826,0.316613199992478
"875","Paddle Crab","Starting Oct 2010",0.707981099144148,"2010",0.176995274786037,0.530985824358111
"876","Paddle Crab","Starting Oct 2011",0.2118680726295,"2011",0.0529670181573749,0.158901054472125
"877","Paddle Crab","Starting Oct 2012",0.22807764533152,"2012",0.05701941133288,0.17105823399864
"878","Paddle Crab","Starting Oct 2013",0.391805107338139,"2013",0.0979512768345347,0.293853830503604
"879","Paddle Crab","Starting Oct 2014",0.2724,"2014",0.0681,0.2043
"880","Paddle Crab","Starting Oct 2015",0.715269283992578,"2015",0.178817320998145,0.536451962994434
"881","Paddle Crab","Starting Oct 2016",0.2525,"2016",0.063125,0.189375
"882","Paddle Crab","Starting Oct 2017",0.7473,"2017",0.186825,0.560475
"883","Paddle Crab","Starting Oct 2018",0.903512400143576,"2018",0.225878100035894,0.677634300107682
"884","Paddle Crab","Starting Oct 2019",0.2441,"2019",0.061025,0.183075
"885","Paddle Crab","Starting Oct 2020",0.3448,"2020",0.0862,0.2586
"886","Paddle Crab","Starting Oct 2021",0.2549,"2021",0.063725,0.191175
"887","Pale Ghost Shark","Starting Oct 2001",0.072583827986786,"2001",0.0181459569966965,0.0544378709900895
"888","Pale Ghost Shark","Starting Oct 2002",0.0676498932173262,"2002",0.0169124733043315,0.0507374199129946
"889","Pale Ghost Shark","Starting Oct 2003",0.056307618732026,"2003",0.0140769046830065,0.0422307140490195
"890","Pale Ghost Shark","Starting Oct 2004",0.0488157972920167,"2004",0.0122039493230042,0.0366118479690125
"891","Pale Ghost Shark","Starting Oct 2005",0.0407961322515456,"2005",0.0101990330628864,0.0305970991886592
"892","Pale Ghost Shark","Starting Oct 2006",0.0397477817005429,"2006",0.00993694542513572,0.0298108362754072
"893","Pale Ghost Shark","Starting Oct 2007",0.036256132853962,"2007",0.0090640332134905,0.0271920996404715
"894","Pale Ghost Shark","Starting Oct 2008",0.0366937009414904,"2008",0.00917342523537261,0.0275202757061178
"895","Pale Ghost Shark","Starting Oct 2009",0.0498722337611927,"2009",0.0124680584402982,0.0374041753208945
"896","Pale Ghost Shark","Starting Oct 2010",0.0697308938784467,"2010",0.0174327234696117,0.052298170408835
"897","Pale Ghost Shark","Starting Oct 2011",0.0825623478612873,"2011",0.0206405869653218,0.0619217608959655
