"","species","fishing_year","wt_port_price"
"771","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2009,4.87
"772","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2010,5.1225
"773","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2011,5.885
"774","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2012,5.8875
"775","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2013,5.85
"776","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2014,5.85
"777","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2015,5.85
"778","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2016,5.85
"779","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2017,5.85
"780","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2018,5.85
"781","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2019,5.85
"782","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2020,5.85
"783","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2021,5.85
"784","Oyster   Foveuax Strait (note: price is $/kg greenweight)",2022,4.3875
"785","Oyster   Other than Foveaux Strait",2008,0.992727273
"786","Oyster   Other than Foveaux Strait",2009,3.970909091
"787","Oyster   Other than Foveaux Strait",2010,4.176818182
"788","Oyster   Other than Foveaux Strait",2011,4.799318182
"789","Oyster   Other than Foveaux Strait",2012,4.803636364
"790","Oyster   Other than Foveaux Strait",2013,4.773636364
"791","Oyster   Other than Foveaux Strait",2014,4.773636364
"792","Oyster   Other than Foveaux Strait",2015,4.773636364
"793","Oyster   Other than Foveaux Strait",2016,4.773636364
"794","Oyster   Other than Foveaux Strait",2017,4.773636364
"795","Oyster   Other than Foveaux Strait",2018,4.773636364
"796","Oyster   Other than Foveaux Strait",2019,4.773636364
"797","Oyster   Other than Foveaux Strait",2020,4.773636364
"798","Oyster   Other than Foveaux Strait",2021,4.773636364
"799","Oyster   Other than Foveaux Strait",2022,3.580227273
"800","Pacific Bluefin Tuna",2008,6.5175
"801","Pacific Bluefin Tuna",2009,26.07
"802","Pacific Bluefin Tuna",2010,27.415
"803","Pacific Bluefin Tuna",2011,31.4775
"804","Pacific Bluefin Tuna",2012,31.4975
"805","Pacific Bluefin Tuna",2013,31.31
"806","Pacific Bluefin Tuna",2014,31.31
"807","Pacific Bluefin Tuna",2015,31.31
"808","Pacific Bluefin Tuna",2016,31.31
"809","Pacific Bluefin Tuna",2017,31.31
"810","Pacific Bluefin Tuna",2018,31.31
"811","Pacific Bluefin Tuna",2019,31.31
"812","Pacific Bluefin Tuna",2020,31.31
"813","Pacific Bluefin Tuna",2021,26.87447977
"814","Pacific Bluefin Tuna",2022,10.17593931
"815","Packhorse Rock Lobster",2008,6.78
"816","Packhorse Rock Lobster",2009,27.12
"817","Packhorse Rock Lobster",2010,32.34
"818","Packhorse Rock Lobster",2011,49.355
"819","Packhorse Rock Lobster",2012,54.565
"820","Packhorse Rock Lobster",2013,58
"821","Packhorse Rock Lobster",2014,55.5
"822","Packhorse Rock Lobster",2015,48
"823","Packhorse Rock Lobster",2016,48
"824","Packhorse Rock Lobster",2017,48
"825","Packhorse Rock Lobster",2018,45.853103608
"826","Packhorse Rock Lobster",2019,43.04465134
"827","Packhorse Rock Lobster",2020,53.70447623
"828","Packhorse Rock Lobster",2021,51.62830048
"829","Packhorse Rock Lobster",2022,35.64880935
"830","Paddle Crab",2008,1.0925
"831","Paddle Crab",2009,4.37
"832","Paddle Crab",2010,4.69175
"833","Paddle Crab",2011,5.4555
"834","Paddle Crab",2012,4.84125
"835","Paddle Crab",2013,4.9045
"836","Paddle Crab",2014,5.182
"837","Paddle Crab",2015,5.182
"838","Paddle Crab",2016,5.182
"839","Paddle Crab",2017,5.182
"840","Paddle Crab",2018,5.182
"841","Paddle Crab",2019,5.182
"842","Paddle Crab",2020,5.182
"843","Paddle Crab",2021,5.28825
"844","Paddle Crab",2022,4.20525
"845","Parore",2008,0.4525
"846","Parore",2009,1.81
"847","Parore",2010,1.87
"848","Parore",2011,2.04
"849","Parore",2012,2.005
"850","Parore",2013,1.99
"851","Parore",2014,1.99
"852","Parore",2015,2.050625
"853","Parore",2016,2.2325
"854","Parore",2017,2.2325
"855","Parore",2018,2.232592686
"856","Parore",2019,2.206256404
"857","Parore",2020,2.189908454
"858","Parore",2021,2.392231764
"859","Parore",2022,1.820809529
"860","Patagonian Toothfish",2008,0.75
"861","Patagonian Toothfish",2009,3
"862","Patagonian Toothfish",2010,3.155
"863","Patagonian Toothfish",2011,3.6225
"864","Patagonian Toothfish",2012,3.6225
"865","Patagonian Toothfish",2013,5.2
"866","Patagonian Toothfish",2014,10
"867","Patagonian Toothfish",2015,10
"868","Patagonian Toothfish",2016,10
"869","Patagonian Toothfish",2017,10
"870","Patagonian Toothfish",2018,10
"871","Patagonian Toothfish",2019,10
"872","Patagonian Toothfish",2020,10
"873","Patagonian Toothfish",2021,10
"874","Patagonian Toothfish",2022,7.5
"875","Paua",2008,8.2875
"876","Paua",2009,33.15
"877","Paua",2010,30.545
"878","Paua",2011,23.7475
"879","Paua",2012,26.745454545
"880","Paua",2013,26.915454549
"881","Paua",2014,28.006363639
"882","Paua",2015,25.33227273
"883","Paua",2016,18.37
"884","Paua",2017,17.985
"885","Paua",2018,6.217252837
"886","Paua",2019,28.40175851
"887","Paua",2020,39
"888","Paua",2021,38.978733571
"889","Paua",2022,29.18620071
"890","Pilchard",2008,0.175
"891","Pilchard",2009,0.7
"892","Pilchard",2010,0.735
"893","Pilchard",2011,0.84
"894","Pilchard",2012,0.8375
"895","Pilchard",2013,0.83
"896","Pilchard",2014,0.83
"897","Pilchard",2015,0.83
"898","Pilchard",2016,0.845357143
"899","Pilchard",2017,0.896428572
"900","Pilchard",2018,0.911426385
"901","Pilchard",2019,0.911419824
"902","Pilchard",2020,0.911419824
"903","Pilchard",2021,0.911419824
"904","Pilchard",2022,0.683564868
"905","Pipi",2008,0.275
"906","Pipi",2009,1.1
"907","Pipi",2010,1.06225
"908","Pipi",2011,0.94425
"909","Pipi",2012,0.9275
"910","Pipi",2013,0.92
"911","Pipi",2014,0.92
"912","Pipi",2015,0.92
"913","Pipi",2016,0.92
"914","Pipi",2017,0.92
"915","Pipi",2018,0.92
"916","Pipi",2019,0.92
"917","Pipi",2020,0.92
"918","Pipi",2021,0.92
"919","Pipi",2022,0.69
"920","Porae",2008,0.536875
"921","Porae",2009,2.1475
"922","Porae",2010,2.26
"923","Porae",2011,2.51625
"924","Porae",2012,2.2675
"925","Porae",2013,2.288125
"926","Porae",2014,2.395
"927","Porae",2015,2.398125
"928","Porae",2016,2.38625
"929","Porae",2017,2.3225
"930","Porae",2018,2.322084549
"931","Porae",2019,2.454313774
"932","Porae",2020,2.883172514
"933","Porae",2021,2.885531917
"934","Porae",2022,1.977541556
"935","Porbeagle Shark",2008,0.1
"936","Porbeagle Shark",2009,0.4
"937","Porbeagle Shark",2010,0.39
"938","Porbeagle Shark",2011,0.42
"939","Porbeagle Shark",2012,0.6
"940","Porbeagle Shark",2013,0.6275
"941","Porbeagle Shark",2014,0.595
"942","Porbeagle Shark",2015,0.25
"943","Porbeagle Shark",2016,0.29
"944","Porbeagle Shark",2017,0.41
"945","Porbeagle Shark",2018,0.409246746
"946","Porbeagle Shark",2019,0.406986983
"947","Porbeagle Shark",2020,0.406986983
"948","Porbeagle Shark",2021,0.406986983
"949","Porbeagle Shark",2022,0.305240237
"950","Prawn Killer",2008,0.0625
"951","Prawn Killer",2009,0.25
"952","Prawn Killer",2010,0.5025
"953","Prawn Killer",2011,1.8075
"954","Prawn Killer",2012,3.442272727
"955","Prawn Killer",2013,3.419318182
"956","Prawn Killer",2014,3.42
"957","Prawn Killer",2015,3.42
"958","Prawn Killer",2016,3.42
"959","Prawn Killer",2017,3.42
"960","Prawn Killer",2018,3.354544169
"961","Prawn Killer",2019,3.158176677
"962","Prawn Killer",2020,3.158176677
"963","Prawn Killer",2021,3.158176677
"964","Prawn Killer",2022,2.368632508
"965","Queen Scallop",2008,0.425
"966","Queen Scallop",2009,1.7
"967","Queen Scallop",2010,1.7875
"968","Queen Scallop",2011,2.0525
"969","Queen Scallop",2012,2.055
"970","Queen Scallop",2013,2.04
"971","Queen Scallop",2014,2.04
"972","Queen Scallop",2015,2.04
"973","Queen Scallop",2016,2.04
"974","Queen Scallop",2017,2.04
"975","Queen Scallop",2018,2.04
"976","Queen Scallop",2019,2.04
"977","Queen Scallop",2020,2.04
"978","Queen Scallop",2021,2.405
"979","Queen Scallop",2022,2.625
"980","Ray's Bream",2008,0.2075
"981","Ray's Bream",2009,0.83
"982","Ray's Bream",2010,0.875
"983","Ray's Bream",2011,1.035
"984","Ray's Bream",2012,1.1075
"985","Ray's Bream",2013,1.1225
"986","Ray's Bream",2014,1.19
"987","Ray's Bream",2015,1.19
"988","Ray's Bream",2016,1.1575
"989","Ray's Bream",2017,0.9875
"990","Ray's Bream",2018,0.770447993
"991","Ray's Bream",2019,0.771791971
"992","Ray's Bream",2020,0.771791971
"993","Ray's Bream",2021,0.771791971
"994","Ray's Bream",2022,0.578843978
"995","Red Bait",2010,0.0975
"996","Red Bait",2011,0.39
"997","Red Bait",2012,0.39
"998","Red Bait",2013,0.39
"999","Red Bait",2014,0.39
"1000","Red Bait",2015,0.371875
"1001","Red Bait",2016,0.3175
"1002","Red Bait",2017,0.3175
"1003","Red Bait",2018,0.317380618
"1004","Red Bait",2019,0.317022473
"1005","Red Bait",2020,0.323491846
"1006","Red Bait",2021,0.389660209
"1007","Red Bait",2022,0.397455707
"1008","Red Cod",2008,0.183
"1009","Red Cod",2009,0.732
"1010","Red Cod",2010,0.727
"1011","Red Cod",2011,0.73
"1012","Red Cod",2012,0.767
"1013","Red Cod",2013,0.701
"1014","Red Cod",2014,0.6575
"1015","Red Cod",2015,0.646
"1016","Red Cod",2016,0.5905
"1017","Red Cod",2017,0.577
"1018","Red Cod",2018,0.604378924
"1019","Red Cod",2019,0.603141843
"1020","Red Cod",2020,0.613662102
"1021","Red Cod",2021,0.670974641
"1022","Red Cod",2022,0.513101929
"1023","Red crab",2008,0.75
"1024","Red crab",2009,3
"1025","Red crab",2010,3.155
"1026","Red crab",2011,3.6225
"1027","Red crab",2012,3.6225
"1028","Red crab",2013,3.6
"1029","Red crab",2014,2.75
"1030","Red crab",2015,0.2
"1031","Red crab",2016,0.2
"1032","Red crab",2017,0.2
"1033","Red crab",2018,0.2
"1034","Red crab",2019,0.2
"1035","Red crab",2020,0.2
"1036","Red crab",2021,0.2
"1037","Red crab",2022,0.15
"1038","Red Snapper",2008,1.91
"1039","Red Snapper",2009,7.64
"1040","Red Snapper",2010,7.568333333
"1041","Red Snapper",2011,7.188333333
"1042","Red Snapper",2012,6.68
"1043","Red Snapper",2013,6.7075
"1044","Red Snapper",2014,6.91
"1045","Red Snapper",2015,6.844166667
"1046","Red Snapper",2016,6.811666667
"1047","Red Snapper",2017,7.4775
"1048","Red Snapper",2018,7.55616571
"1049","Red Snapper",2019,6.329609239
"1050","Red Snapper",2020,6.759221576
"1051","Red Snapper",2021,7.31694322
"1052","Red Snapper",2022,5.360362413
"1053","Ribaldo",2008,0.1345
"1054","Ribaldo",2009,0.538
"1055","Ribaldo",2010,0.6135
"1056","Ribaldo",2011,0.83425
"1057","Ribaldo",2012,0.81475
"1058","Ribaldo",2013,0.8035
"1059","Ribaldo",2014,0.7905
"1060","Ribaldo",2015,0.8245
"1061","Ribaldo",2016,0.92125
"1062","Ribaldo",2017,0.90325
"1063","Ribaldo",2018,0.883957463
"1064","Ribaldo",2019,0.934783854
"1065","Ribaldo",2020,0.8605763
"1066","Ribaldo",2021,0.918911376
"1067","Ribaldo",2022,0.65215698
"1068","Rig",2008,0.978333333
"1069","Rig",2009,3.913333333
"1070","Rig",2010,3.8475
"1071","Rig",2011,3.660416667
"1072","Rig",2012,3.684166667
"1073","Rig",2013,3.654583333
"1074","Rig",2014,3.619583333
"1075","Rig",2015,3.58625
"1076","Rig",2016,3.627916667
"1077","Rig",2017,3.6725
"1078","Rig",2018,3.708639149
"1079","Rig",2019,3.788873903
"1080","Rig",2020,3.519424949
"1081","Rig",2021,3.83741484
"1082","Rig",2022,3.170994255
"1083","Rough Skate",2008,0.105
"1084","Rough Skate",2009,0.42
"1085","Rough Skate",2010,0.455
"1086","Rough Skate",2011,0.574
"1087","Rough Skate",2012,0.6155
"1088","Rough Skate",2013,0.591
"1089","Rough Skate",2014,0.5285
"1090","Rough Skate",2015,0.521
"1091","Rough Skate",2016,0.4435
"1092","Rough Skate",2017,0.4415
"1093","Rough Skate",2018,0.402766292
"1094","Rough Skate",2019,0.39992148
"1095","Rough Skate",2020,0.426972214
"1096","Rough Skate",2021,0.517236039
"1097","Rough Skate",2022,0.425768496
"1098","Ruby Fish",2008,0.140625
"1099","Ruby Fish",2009,0.5625
"1100","Ruby Fish",2010,0.6409375
"1101","Ruby Fish",2011,0.9228125
"1102","Ruby Fish",2012,1.064375
"1103","Ruby Fish",2013,1.0875
"1104","Ruby Fish",2014,1.11775
"1105","Ruby Fish",2015,1.0255
"1106","Ruby Fish",2016,0.94075
"1107","Ruby Fish",2017,0.918
"1108","Ruby Fish",2018,0.922670559
"1109","Ruby Fish",2019,0.873113579
"1110","Ruby Fish",2020,0.748365735
"1111","Ruby Fish",2021,0.803186499
"1112","Ruby Fish",2022,0.645019204
"1113","Scallop",2008,3.605769231
"1114","Scallop",2009,14.423076921
"1115","Scallop",2010,15.214230767
"1116","Scallop",2011,17.182884615
"1117","Scallop",2012,15.936153842
"1118","Scallop",2013,15.839230772
"1119","Scallop",2014,15.839230772
"1120","Scallop",2015,15.839230772
"1121","Scallop",2016,15.839230772
"1122","Scallop",2017,15.839230772
"1123","Scallop",2018,15.839230772
"1124","Scallop",2019,15.839230772
"1125","Scallop",2020,15.839230772
"1126","Scallop",2021,15.839230772
"1127","Scallop",2022,11.87942308
"1128","Scampi",2008,4.665
"1129","Scampi",2009,18.66
"1130","Scampi",2010,19.6225
"1131","Scampi",2011,20.314772727
"1132","Scampi",2012,13.761590907
"1133","Scampi",2013,13.859090907
"1134","Scampi",2014,13.859090907
"1135","Scampi",2015,13.865227271
"1136","Scampi",2016,13.883636361
"1137","Scampi",2017,14.411363634
"1138","Scampi",2018,15.863183508
"1139","Scampi",2019,15.469097668
"1140","Scampi",2020,15.469097668
"1141","Scampi",2021,15.185032125
"1142","Scampi",2022,10.74962662
"1143","School Shark",2008,0.5490625
"1144","School Shark",2009,2.19625
"1145","School Shark",2010,2.180625
"1146","School Shark",2011,2.1496875
"1147","School Shark",2012,2.193125
"1148","School Shark",2013,2.1975
"1149","School Shark",2014,2.296875
"1150","School Shark",2015,2.4134375
"1151","School Shark",2016,2.3596875
"1152","School Shark",2017,2.356875
"1153","School Shark",2018,2.167783809
"1154","School Shark",2019,2.164099867
"1155","School Shark",2020,2.268073202
"1156","School Shark",2021,2.377989259
"1157","School Shark",2022,2.148391835
"1158","Sea Cucumber",2008,0.25
"1159","Sea Cucumber",2009,1
"1160","Sea Cucumber",2010,1.0525
"1161","Sea Cucumber",2011,1.21
"1162","Sea Cucumber",2012,1.2075
"1163","Sea Cucumber",2013,1.2
"1164","Sea Cucumber",2014,1.2
"1165","Sea Cucumber",2015,1.2
"1166","Sea Cucumber",2016,1.274166667
"1167","Sea Cucumber",2017,1.496666667
"1168","Sea Cucumber",2018,1.496671313
"1169","Sea Cucumber",2019,1.496685252
"1170","Sea Cucumber",2020,1.496685252
"1171","Sea Cucumber",2021,1.643351919
"1172","Sea Cucumber",2022,1.562513939
"1173","Sea Perch",2008,0.13125
"1174","Sea Perch",2009,0.525
"1175","Sea Perch",2010,0.59325
"1176","Sea Perch",2011,0.82325
"1177","Sea Perch",2012,0.8275
"1178","Sea Perch",2013,0.644
"1179","Sea Perch",2014,0.73975
"1180","Sea Perch",2015,0.78275
"1181","Sea Perch",2016,0.86175
"1182","Sea Perch",2017,0.72625
"1183","Sea Perch",2018,0.54308157
"1184","Sea Perch",2019,0.554293238
"1185","Sea Perch",2020,0.672248955
"1186","Sea Perch",2021,0.78800745
"1187","Sea Perch",2022,0.520342022
"1188","Seal Shark",2008,0.5125
"1189","Seal Shark",2009,2.05
"1190","Seal Shark",2010,1.7325
"1191","Seal Shark",2011,0.7425
"1192","Seal Shark",2012,1.373214286
"1193","Seal Shark",2013,3.290198413
"1194","Seal Shark",2014,2.309722223
"1195","Seal Shark",2015,2.182222223
"1196","Seal Shark",2016,2.929166667
"1197","Seal Shark",2017,3.8775
"1198","Seal Shark",2018,0.2775
"1199","Seal Shark",2019,1.111000508
"1200","Seal Shark",2020,1.114002032
"1201","Seal Shark",2021,0.850501524
"1202","Seal Shark",2022,0.045
"1203","Short finned eel",2008,0.875
"1204","Short finned eel",2009,3.5
"1205","Short finned eel",2010,3.625
"1206","Short finned eel",2011,4.085
"1207","Short finned eel",2012,4.3325
"1208","Short finned eel",2013,4.31
"1209","Short finned eel",2014,4.31
"1210","Short finned eel",2015,4.31
"1211","Short finned eel",2016,4.31
"1212","Short finned eel",2017,4.576666667
"1213","Short finned eel",2018,5.296626893
"1214","Short finned eel",2019,5.136555337
"1215","Short finned eel",2020,5.376698629
"1216","Short finned eel",2021,5.376698629
"1217","Short finned eel",2022,4.032523972
"1218","Shortfinned eel",2008,0.9675
"1219","Shortfinned eel",2009,3.87
"1220","Shortfinned eel",2010,4.137
"1221","Shortfinned eel",2011,4.98
"1222","Shortfinned eel",2012,5.172
"1223","Shortfinned eel",2013,5.37
"1224","Shortfinned eel",2014,5.5245
"1225","Shortfinned eel",2015,5.879
"1226","Shortfinned eel",2016,5.552
"1227","Shortfinned eel",2017,5.5865
"1228","Shortfinned eel",2018,5.69032932
"1229","Shortfinned eel",2019,5.605274713
"1230","Shortfinned eel",2020,5.351948294
"1231","Shortfinned eel",2021,5.366352133
"1232","Shortfinned eel",2022,4.0247641
"1233","Silver Warehou",2008,0.34
"1234","Silver Warehou",2009,1.36
"1235","Silver Warehou",2010,1.31
"1236","Silver Warehou",2011,1.118125
"1237","Silver Warehou",2012,0.965
"1238","Silver Warehou",2013,0.86375
"1239","Silver Warehou",2014,0.8075
"1240","Silver Warehou",2015,0.80125
"1241","Silver Warehou",2016,0.773125
"1242","Silver Warehou",2017,0.748125
"1243","Silver Warehou",2018,0.75943479
"1244","Silver Warehou",2019,0.768663086
"1245","Silver Warehou",2020,0.778164544
"1246","Silver Warehou",2021,0.791417804
"1247","Silver Warehou",2022,0.628582863
"1248","Skipjacktuna",2008,0.17
"1249","Skipjacktuna",2009,0.68
"1250","Skipjacktuna",2010,0.6375
"1251","Skipjacktuna",2011,0.515
"1252","Skipjacktuna",2012,0.5325
"1253","Skipjacktuna",2013,0.815
"1254","Skipjacktuna",2014,1.355
"1255","Skipjacktuna",2015,0.5
"1256","Skipjacktuna",2016,0.5
"1257","Skipjacktuna",2017,0.4925
"1258","Skipjacktuna",2018,0.4675
"1259","Skipjacktuna",2019,0.460788092
"1260","Skipjacktuna",2020,0.463152367
"1261","Skipjacktuna",2021,0.463152367
"1262","Skipjacktuna",2022,0.347364275
"1263","Smooth Skate",2008,0.089
"1264","Smooth Skate",2009,0.356
"1265","Smooth Skate",2010,0.4015
"1266","Smooth Skate",2011,0.534
"1267","Smooth Skate",2012,0.522
"1268","Smooth Skate",2013,0.515
"1269","Smooth Skate",2014,0.4915
"1270","Smooth Skate",2015,0.467
"1271","Smooth Skate",2016,0.4135
"1272","Smooth Skate",2017,0.4035
"1273","Smooth Skate",2018,0.389303328
"1274","Smooth Skate",2019,0.368432768
"1275","Smooth Skate",2020,0.38953477
"1276","Smooth Skate",2021,0.442889705
"1277","Smooth Skate",2022,0.293971367
"1278","Snapper",2008,1.251666667
"1279","Snapper",2009,5.006666667
"1280","Snapper",2010,5.080416667
"1281","Snapper",2011,5.363333333
"1282","Snapper",2012,5.540416667
"1283","Snapper",2013,5.556666667
"1284","Snapper",2014,5.660833333
"1285","Snapper",2015,5.673333333
"1286","Snapper",2016,5.875
"1287","Snapper",2017,5.664166667
"1288","Snapper",2018,4.804410892
"1289","Snapper",2019,4.852288356
"1290","Snapper",2020,5.312622199
"1291","Snapper",2021,5.42229065
"1292","Snapper",2022,4.135275495
"1293","Southern Blue Whiting",2008,0.0875
"1294","Southern Blue Whiting",2009,0.35
"1295","Southern Blue Whiting",2010,0.454
"1296","Southern Blue Whiting",2011,0.705
"1297","Southern Blue Whiting",2012,0.522
"1298","Southern Blue Whiting",2013,0.528
"1299","Southern Blue Whiting",2014,0.546
"1300","Southern Blue Whiting",2015,0.546
"1301","Southern Blue Whiting",2016,0.546
"1302","Southern Blue Whiting",2017,0.533
"1303","Southern Blue Whiting",2018,0.494
"1304","Southern Blue Whiting",2019,0.494
"1305","Southern Blue Whiting",2020,0.494
"1306","Southern Blue Whiting",2021,0.494
"1307","Southern Blue Whiting",2022,0.3705
"1308","Southern Bluefin Tuna",2008,6.5175
"1309","Southern Bluefin Tuna",2009,26.07
"1310","Southern Bluefin Tuna",2010,27.415
"1311","Southern Bluefin Tuna",2011,31.4775
"1312","Southern Bluefin Tuna",2012,31.4975
"1313","Southern Bluefin Tuna",2013,31.31
"1314","Southern Bluefin Tuna",2014,26.74
"1315","Southern Bluefin Tuna",2015,12.5
"1316","Southern Bluefin Tuna",2016,11.275
"1317","Southern Bluefin Tuna",2017,11.525
"1318","Southern Bluefin Tuna",2018,8.829377492
"1319","Southern Bluefin Tuna",2019,7.780020565
"1320","Southern Bluefin Tuna",2020,6.610986431
"1321","Southern Bluefin Tuna",2021,7.688429722
"1322","Southern Bluefin Tuna",2022,4.589889693
"1323","Spiny Dogfish",2008,0.140714286
"1324","Spiny Dogfish",2009,0.562857143
"1325","Spiny Dogfish",2010,0.569642857
"1326","Spiny Dogfish",2011,0.515357143
"1327","Spiny Dogfish",2012,0.291428572
"1328","Spiny Dogfish",2013,0.276428572
"1329","Spiny Dogfish",2014,0.231428572
"1330","Spiny Dogfish",2015,0.231428572
"1331","Spiny Dogfish",2016,0.239285715
"1332","Spiny Dogfish",2017,0.267857143
"1333","Spiny Dogfish",2018,0.282916564
"1334","Spiny Dogfish",2019,0.283094827
"1335","Spiny Dogfish",2020,0.277166178
"1336","Spiny Dogfish",2021,0.259380233
"1337","Spiny Dogfish",2022,0.194535175
"1338","Sprats",2008,0.25
"1339","Sprats",2009,1
"1340","Sprats",2010,1.0525
"1341","Sprats",2011,1.21
"1342","Sprats",2012,1.2075
"1343","Sprats",2013,1.2
"1344","Sprats",2014,1.2
"1345","Sprats",2015,1.2
"1346","Sprats",2016,1.2
"1347","Sprats",2017,1.2
"1348","Sprats",2018,1.2
"1349","Sprats",2019,1.2
"1350","Sprats",2020,1.2
"1351","Sprats",2021,1.2
"1352","Sprats",2022,0.9
"1353","Squid",2008,0.19375
"1354","Squid",2009,0.775
"1355","Squid",2010,0.849375
"1356","Squid",2011,1.091875
"1357","Squid",2012,1.1475
"1358","Squid",2013,1.150625
"1359","Squid",2014,1.1825
"1360","Squid",2015,1.1825
"1361","Squid",2016,1.176875
"1362","Squid",2017,1.16625
"1363","Squid",2018,1.184598842
"1364","Squid",2019,1.184390415
"1365","Squid",2020,1.191571273
"1366","Squid",2021,1.21400833
"1367","Squid",2022,0.932668525
"1368","Stargazer",2008,0.27
"1369","Stargazer",2009,1.08
"1370","Stargazer",2010,1.1365625
"1371","Stargazer",2011,1.29875
"1372","Stargazer",2012,1.27375
"1373","Stargazer",2013,1.2746875
"1374","Stargazer",2014,1.298125
"1375","Stargazer",2015,1.2678125
"1376","Stargazer",2016,1.2
"1377","Stargazer",2017,1.21875
"1378","Stargazer",2018,1.203675191
"1379","Stargazer",2019,1.180143719
"1380","Stargazer",2020,1.267704765
"1381","Stargazer",2021,1.45436966
"1382","Stargazer",2022,1.359018553
"1383","Surf Clam   Deepwater Tuatua",2008,0.175
"1384","Surf Clam   Deepwater Tuatua",2009,0.7
"1385","Surf Clam   Deepwater Tuatua",2010,0.735
"1386","Surf Clam   Deepwater Tuatua",2011,0.84
"1387","Surf Clam   Deepwater Tuatua",2012,0.8375
"1388","Surf Clam   Deepwater Tuatua",2013,0.83
"1389","Surf Clam   Deepwater Tuatua",2014,0.83
"1390","Surf Clam   Deepwater Tuatua",2015,0.83
"1391","Surf Clam   Deepwater Tuatua",2016,0.83
"1392","Surf Clam   Deepwater Tuatua",2017,0.83
"1393","Surf Clam   Deepwater Tuatua",2018,0.83
"1394","Surf Clam   Deepwater Tuatua",2019,0.83
"1395","Surf Clam   Deepwater Tuatua",2020,0.83
"1396","Surf Clam   Deepwater Tuatua",2021,0.9865625
"1397","Surf Clam   Deepwater Tuatua",2022,1.0921875
"1398","Surf Clam   frilled venus",2008,0.8
"1399","Surf Clam   frilled venus",2009,3.2
"1400","Surf Clam   frilled venus",2010,3.365
"1401","Surf Clam   frilled venus",2011,3.8625
"1402","Surf Clam   frilled venus",2012,3.8625
"1403","Surf Clam   frilled venus",2013,3.84
"1404","Surf Clam   frilled venus",2014,3.84
"1405","Surf Clam   frilled venus",2015,3.84
"1406","Surf Clam   frilled venus",2016,3.84
"1407","Surf Clam   frilled venus",2017,3.84
"1408","Surf Clam   frilled venus",2018,3.84
"1409","Surf Clam   frilled venus",2019,3.84
"1410","Surf Clam   frilled venus",2020,3.84
"1411","Surf Clam   frilled venus",2021,3.84
"1412","Surf Clam   frilled venus",2022,2.88
"1413","Surf Clam   large trough shell",2008,0.175
"1414","Surf Clam   large trough shell",2009,0.7
"1415","Surf Clam   large trough shell",2010,0.735
"1416","Surf Clam   large trough shell",2011,0.84
"1417","Surf Clam   large trough shell",2012,0.8375
"1418","Surf Clam   large trough shell",2013,0.83
"1419","Surf Clam   large trough shell",2014,0.83
"1420","Surf Clam   large trough shell",2015,0.83
"1421","Surf Clam   large trough shell",2016,0.83
"1422","Surf Clam   large trough shell",2017,0.83
"1423","Surf Clam   large trough shell",2018,0.83
"1424","Surf Clam   large trough shell",2019,0.83
"1425","Surf Clam   large trough shell",2020,0.890118641
"1426","Surf Clam   large trough shell",2021,1.198168422
"1427","Surf Clam   large trough shell",2022,1.1859375
"1428","Surf Clam   ringed dosinia",2008,0.65
"1429","Surf Clam   ringed dosinia",2009,2.6
"1430","Surf Clam   ringed dosinia",2010,2.735
"1431","Surf Clam   ringed dosinia",2011,3.1425
"1432","Surf Clam   ringed dosinia",2012,3.145
"1433","Surf Clam   ringed dosinia",2013,3.13
"1434","Surf Clam   ringed dosinia",2014,3.13
"1435","Surf Clam   ringed dosinia",2015,3.13
"1436","Surf Clam   ringed dosinia",2016,3.13
"1437","Surf Clam   ringed dosinia",2017,3.13
"1438","Surf Clam   ringed dosinia",2018,3.13
"1439","Surf Clam   ringed dosinia",2019,3.13
"1440","Surf Clam   ringed dosinia",2020,3.13
"1441","Surf Clam   ringed dosinia",2021,3.0790625
"1442","Surf Clam   ringed dosinia",2022,2.1946875
"1443","Surf Clam   silky dosinia",2008,0.6
"1444","Surf Clam   silky dosinia",2009,2.4
"1445","Surf Clam   silky dosinia",2010,2.525
"1446","Surf Clam   silky dosinia",2011,2.9025
"1447","Surf Clam   silky dosinia",2012,2.905
"1448","Surf Clam   silky dosinia",2013,2.89
"1449","Surf Clam   silky dosinia",2014,2.89
"1450","Surf Clam   silky dosinia",2015,2.89
"1451","Surf Clam   silky dosinia",2016,2.89
"1452","Surf Clam   silky dosinia",2017,2.89
"1453","Surf Clam   silky dosinia",2018,2.89
"1454","Surf Clam   silky dosinia",2019,2.89
"1455","Surf Clam   silky dosinia",2020,2.89
"1456","Surf Clam   silky dosinia",2021,2.89
"1457","Surf Clam   silky dosinia",2022,2.1675
"1458","Surf Clam   triangle shell",2008,0.175
