"","fishing_period","species_code","tacc_kg","catch_kg","starting_year","species","species_common_name","period","ace_transfer_price"
"230","for 12 months to 30-09-2018","SNA",1067883.33333333,1081790,"2017","Snapper","Snapper","Starting Oct 2017",3.81395249151789
"231","for 12 months to 30-09-2018","SPD",1808571.42857143,NA,"2017","Spiny dogfish","Spiny Dogfish","Starting Oct 2017",0.0300690402417563
"232","for 12 months to 30-09-2018","SPE",219000,NA,"2017","Sea perch","Sea Perch","Starting Oct 2017",0.147402922533333
"233","for 12 months to 30-09-2018","SPO",327677.333333333,243203.333333333,"2017","Rig","Rig","Starting Oct 2017",0.911240149752226
"234","for 12 months to 30-09-2018","SPR",90000,NA,"2017","Sprats",NA,NA,NA
"235","for 12 months to 30-09-2018","SQU",20530070.25,5768173.25,"2017","Arrow squid","Arrow squid","Starting Oct 2017",0.079142621680798
"236","for 12 months to 30-09-2018","SSK",169800,NA,"2017","Smooth skate","Smooth Skate","Starting Oct 2017",0.122787783162228
"237","for 12 months to 30-09-2018","STA",692050,NA,"2017","Stargazer","Stargazer","Starting Oct 2017",0.582090345773155
"238","for 12 months to 30-09-2018","STN",971000,1008136,"2017","Southern bluefin tuna",NA,NA,NA
"239","for 12 months to 30-09-2018","SUR",95583.3333333333,NA,"2017","Kina","Kina","Starting Oct 2017",0.761496181204079
"240","for 12 months to 30-09-2018","SWA",2595050.25,NA,"2017","Silver warehou","Silver Warehou","Starting Oct 2017",0.712637966912096
"241","for 12 months to 30-09-2018","SWO",885000,475014,"2017","Swordfish","Swordfish","Starting Oct 2017",0.8331
"242","for 12 months to 30-09-2018","TAR",804896.625,NA,"2017","Tarakihi","Tarakihi","Starting Oct 2017",0.869400065369354
"243","for 12 months to 30-09-2018","TOR",116000,20706,"2017","Pacific bluefin tuna",NA,NA,NA
"244","for 12 months to 30-09-2018","TRE",786620.6,NA,"2017","Trevally","Trevally","Starting Oct 2017",0.486434787641619
"245","for 12 months to 30-09-2018","TRU",14400,NA,"2017","Trumpeter","Trumpeter","Starting Oct 2017",0.636866370196136
"246","for 12 months to 30-09-2018","TUA",4777.77777777778,NA,"2017","Tuatua",NA,NA,NA
"247","for 12 months to 30-09-2018","WAR",752059.666666667,NA,"2017","Blue warehou","Blue Warehou","Starting Oct 2017",0.311164532180785
"248","for 12 months to 30-09-2018","WWA",415000,NA,"2017","White warehou","White Warehou","Starting Oct 2017",0.376284594472283
"249","for 12 months to 30-09-2018","YEM",6800,NA,"2017","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2017",0.260299064758396
"250","for 12 months to 30-09-2018","YFN",263000,23074,"2017","Yellowfin tuna",NA,NA,NA
"251","for 12 months to 30-09-2019","ANC",80000,NA,"2018","Anchovy","Anchovy","Starting Oct 2018",0.0477951326315789
"252","for 12 months to 30-09-2019","BAR",6680492.2,NA,"2018","Barracouta","Barracouta","Starting Oct 2018",0.120664604015933
"253","for 12 months to 30-09-2019","BCO",291453.125,NA,"2018","Blue cod","Blue Cod","Starting Oct 2018",1.52080202410056
"254","for 12 months to 30-09-2019","BIG",714000,54557,"2018","Bigeye tuna",NA,NA,NA
"255","for 12 months to 30-09-2019","BNS",105000,NA,"2018","Bluenose","Bluenose","Starting Oct 2018",2.60565892847052
"256","for 12 months to 30-09-2019","BUT",20250,NA,"2018","Butterfish","Butterfish","Starting Oct 2018",0.92335208508803
"257","for 12 months to 30-09-2019","BWS",1860000,100625,"2018","Blue shark","Blue shark","Starting Oct 2018",0.0487
"258","for 12 months to 30-09-2019","BYX",499283.333333333,NA,"2018","Alfonsino","Alfonsino","Starting Oct 2018",1.17149355719724
"259","for 12 months to 30-09-2019","CDL",196800,NA,"2018","Cardinalfish","Cardinalfish","Starting Oct 2018",0.120640395023677
"260","for 12 months to 30-09-2019","COC",247230.769230769,NA,"2018","Cockle",NA,NA,NA
"261","for 12 months to 30-09-2019","ELE",243916.666666667,NA,"2018","Elephant fish","Elephant Fish","Starting Oct 2018",0.848137490396964
"262","for 12 months to 30-09-2019","EMA",2310000,NA,"2018","Blue mackerel","Blue Mackerel","Starting Oct 2018",0.0918341572220321
"263","for 12 months to 30-09-2019","FLA",1024300,NA,"2018","Flatfish","Flatfish","Starting Oct 2018",0.637956567576687
"264","for 12 months to 30-09-2019","FRO",401900,NA,"2018","Frostfish","Frostfish","Starting Oct 2018",0.0707922927209902
"265","for 12 months to 30-09-2019","GAR",7142.85714285714,NA,"2018","Garfish","Garfish","Starting Oct 2018",0.9685
"266","for 12 months to 30-09-2019","GLM",209375,NA,"2018","Green-lipped mussel","Green-lipped mussel","Starting Oct 2018",7.5526
"267","for 12 months to 30-09-2019","GMU",201120.2,NA,"2018","Grey mullet","Grey Mullet","Starting Oct 2018",0.620465877727221
"268","for 12 months to 30-09-2019","GSH",304700,NA,"2018","Ghost shark","Ghost Shark","Starting Oct 2018",0.102358864753427
"269","for 12 months to 30-09-2019","GSP",593333.333333333,280183.666666667,"2018","Pale ghost shark","Pale Ghost Shark","Starting Oct 2018",0.0475460252205127
"270","for 12 months to 30-09-2019","GUR",976864.5,NA,"2018","Gurnard","Gurnard","Starting Oct 2018",0.76840154442746
"271","for 12 months to 30-09-2019","HAK",2643785.75,NA,"2018","Hake","Hake","Starting Oct 2018",0.4106
"272","for 12 months to 30-09-2019","HOK",75005000,NA,"2018","Hoki","Hoki","Starting Oct 2018",0.3187
"273","for 12 months to 30-09-2019","HPB",272700,NA,"2018","Hapuku & bass","Hapuku & Bass","Starting Oct 2018",1.05736327649331
"274","for 12 months to 30-09-2019","JDO",174880,NA,"2018","John dory","John Dory","Starting Oct 2018",1.31271793729561
"275","for 12 months to 30-09-2019","JMA",12831803.5,NA,"2018","Jack mackerel","Jack mackerel","Starting Oct 2018",0.111923707774437
"276","for 12 months to 30-09-2019","KAH",454666.666666667,NA,"2018","Kahawai","Kahawai","Starting Oct 2018",0.284850342205308
"277","for 12 months to 30-09-2019","KBB",754800,NA,"2018","Bladder kelp",NA,NA,NA
"278","for 12 months to 30-09-2019","KIN",31714.2857142857,NA,"2018","Kingfish","King Crab","Starting Oct 2018",4.41282928095887
"279","for 12 months to 30-09-2019","KWH",6700,NA,"2018","Knobbed whelk",NA,NA,NA
"280","for 12 months to 30-09-2019","LDO",261000,NA,"2018","Lookdown dory","Lookdown Dory","Starting Oct 2018",0.136354741350867
"281","for 12 months to 30-09-2019","LEA",292200,NA,"2018","Leatherjacket","Leatherjacket","Starting Oct 2018",0.137172691284153
"282","for 12 months to 30-09-2019","LFE",12454.5454545455,NA,"2018","Long-finned eel","Long-finned eel","Starting Oct 2018",2
"283","for 12 months to 30-09-2019","LIN",2996500,NA,"2018","Ling","Ling","Starting Oct 2018",1.5609827522315
"284","for 12 months to 30-09-2019","MAK",2e+05,27000,"2018","Mako shark","Mako Shark","Starting Oct 2018",0.0642
"285","for 12 months to 30-09-2019","MOK",128181.2,NA,"2018","Blue moki","Blue Moki","Starting Oct 2018",0.6830319517104
"286","for 12 months to 30-09-2019","MOO",527000,45248,"2018","Moonfish","Moonfish","Starting Oct 2018",0.47
"287","for 12 months to 30-09-2019","OEO",3092000,NA,"2018","Oreo","Oreo","Starting Oct 2018",0.37191761612314
"288","for 12 months to 30-09-2019","ORH",1228375,NA,"2018","Orange roughy","Orange Roughy","Starting Oct 2018",2.12781078082884
"289","for 12 months to 30-09-2019","OYS",56590.9090909091,NA,"2018","Dredge oyster",NA,NA,NA
"290","for 12 months to 30-09-2019","OYU",14950000,9493545,"2018","Dredge oyster","Dredge Oyster","Starting Oct 2018",0.2447
"291","for 12 months to 30-09-2019","PAD",76500,NA,"2018","Paddle crab","Paddle Crab","Starting Oct 2018",0.903512400143576
"292","for 12 months to 30-09-2019","PAR",21000,NA,"2018","Parore","Parore","Starting Oct 2018",0.283525794696959
"293","for 12 months to 30-09-2019","PAU",91906.4,NA,"2018","Paua","Paua","Starting Oct 2018",30.68996964975
"294","for 12 months to 30-09-2019","PIL",355000,NA,"2018","Pilchards","Pilchards","Starting Oct 2018",0.123548219685535
"295","for 12 months to 30-09-2019","POR",20750,NA,"2018","Porae","Porae","Starting Oct 2018",0.839525932396388
"296","for 12 months to 30-09-2019","POS",110000,36709,"2018","Porbeagle shark","Porbeagle Shark","Starting Oct 2018",0.0741
"297","for 12 months to 30-09-2019","PPI",20400,NA,"2018","Pipi",NA,NA,NA
"298","for 12 months to 30-09-2019","PRK",3272.72727272727,NA,"2018","Prawn killer","Prawn Killer","Starting Oct 2018",0.0544
"299","for 12 months to 30-09-2019","PTO",49500,20,"2018","Patagonian toothfish",NA,NA,NA
"300","for 12 months to 30-09-2019","PZL",3937.5,NA,"2018","Deepwater clam",NA,NA,NA
"301","for 12 months to 30-09-2019","QSC",380000,12168,"2018","Queen scallop",NA,NA,NA
"302","for 12 months to 30-09-2019","RBM",980000,141174,"2018","Ray's bream","Ray's Bream","Starting Oct 2018",0.0476
"303","for 12 months to 30-09-2019","RBT",1262500,NA,"2018","Redbait","Redbait","Starting Oct 2018",0.1961
"304","for 12 months to 30-09-2019","RBY",83900,NA,"2018","Ruby fish","Ruby Fish","Starting Oct 2018",0.0907571293544082
"305","for 12 months to 30-09-2019","RCO",1655673.4,NA,"2018","Red cod","Red Cod","Starting Oct 2018",0.106055198517283
"306","for 12 months to 30-09-2019","RIB",168300,NA,"2018","Ribaldo","Ribaldo","Starting Oct 2018",0.114454068633111
"307","for 12 months to 30-09-2019","RSK",397200,NA,"2018","Rough skate","Rough Skate","Starting Oct 2018",0.11605144661846
"308","for 12 months to 30-09-2019","RSN",48666.6666666667,NA,"2018","Red snapper","Red Snapper","Starting Oct 2018",1.19946698841069
"309","for 12 months to 30-09-2019","SCH",429512.5,NA,"2018","School shark","School Shark","Starting Oct 2018",0.813096330734041
"310","for 12 months to 30-09-2019","SCI",119272.727272727,NA,"2018","Scampi","Scampi","Starting Oct 2018",20.9558628832992
"311","for 12 months to 30-09-2019","SFE",53556.3636363636,NA,"2018","Short-finned eel","Short-finned eel","Starting Oct 2018",2
"312","for 12 months to 30-09-2019","SKI",212078.8,NA,"2018","Gemfish","Gemfish","Starting Oct 2018",0.736985366078149
"313","for 12 months to 30-09-2019","SNA",1067883.33333333,NA,"2018","Snapper","Snapper","Starting Oct 2018",3.9399130373524
"314","for 12 months to 30-09-2019","SPD",1808571.42857143,NA,"2018","Spiny dogfish","Spiny Dogfish","Starting Oct 2018",0.040008773661318
"315","for 12 months to 30-09-2019","SPE",219000,NA,"2018","Sea perch","Sea Perch","Starting Oct 2018",0.143102362677433
"316","for 12 months to 30-09-2019","SPO",331844,NA,"2018","Rig","Rig","Starting Oct 2018",0.947456600027692
"317","for 12 months to 30-09-2019","SPR",90000,NA,"2018","Sprats",NA,NA,NA
"318","for 12 months to 30-09-2019","SQU",20530070.25,NA,"2018","Arrow squid","Arrow squid","Starting Oct 2018",0.0731101595869427
"319","for 12 months to 30-09-2019","SSK",169800,NA,"2018","Smooth skate","Smooth Skate","Starting Oct 2018",0.117366608147923
"320","for 12 months to 30-09-2019","STA",692050,NA,"2018","Stargazer","Stargazer","Starting Oct 2018",0.40516408695373
"321","for 12 months to 30-09-2019","STN",1046000,956979,"2018","Southern bluefin tuna",NA,NA,NA
"322","for 12 months to 30-09-2019","SUR",95583.3333333333,NA,"2018","Kina","Kina","Starting Oct 2018",0.783473446780596
"323","for 12 months to 30-09-2019","SWA",2595050.25,NA,"2018","Silver warehou","Silver Warehou","Starting Oct 2018",0.811080532704964
"324","for 12 months to 30-09-2019","SWO",885000,262437,"2018","Swordfish","Swordfish","Starting Oct 2018",0.8548
"325","for 12 months to 30-09-2019","TAR",672900,NA,"2018","Tarakihi","Tarakihi","Starting Oct 2018",0.964235310107411
"326","for 12 months to 30-09-2019","TOR",116000,21629,"2018","Pacific bluefin tuna",NA,NA,NA
"327","for 12 months to 30-09-2019","TRE",786620.6,617937.4,"2018","Trevally","Trevally","Starting Oct 2018",0.606733689299574
"328","for 12 months to 30-09-2019","TRU",14400,NA,"2018","Trumpeter","Trumpeter","Starting Oct 2018",0.38519508382324
"329","for 12 months to 30-09-2019","TUA",4777.77777777778,NA,"2018","Tuatua",NA,NA,NA
"330","for 12 months to 30-09-2019","WAR",752059.666666667,NA,"2018","Blue warehou","Blue Warehou","Starting Oct 2018",0.293515789225155
"331","for 12 months to 30-09-2019","WWA",415000,NA,"2018","White warehou","White Warehou","Starting Oct 2018",0.282107544603186
"332","for 12 months to 30-09-2019","YEM",6800,NA,"2018","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2018",0.206828833139654
"333","for 12 months to 30-09-2019","YFN",263000,4919,"2018","Yellowfin tuna",NA,NA,NA
"334","for 12 months to 30-09-2020","ANC",80000,NA,"2019","Anchovy",NA,NA,NA
"335","for 12 months to 30-09-2020","BAR",6680492.2,NA,"2019","Barracouta","Barracouta","Starting Oct 2019",0.122994623463238
"336","for 12 months to 30-09-2020","BCO",291453.125,NA,"2019","Blue cod","Blue Cod","Starting Oct 2019",1.69954170215948
"337","for 12 months to 30-09-2020","BIG",714000,59398,"2019","Bigeye tuna",NA,NA,NA
"338","for 12 months to 30-09-2020","BNS",105000,NA,"2019","Bluenose","Bluenose","Starting Oct 2019",2.503012964119
"339","for 12 months to 30-09-2020","BUT",20250,NA,"2019","Butterfish","Butterfish","Starting Oct 2019",0.940603426080002
"340","for 12 months to 30-09-2020","BWS",1860000,112288,"2019","Blue shark","Blue shark","Starting Oct 2019",0.0493
"341","for 12 months to 30-09-2020","BYX",499283.333333333,NA,"2019","Alfonsino","Alfonsino","Starting Oct 2019",1.08899254916519
"342","for 12 months to 30-09-2020","CDL",196800,NA,"2019","Cardinalfish","Cardinalfish","Starting Oct 2019",0.146203319922185
"343","for 12 months to 30-09-2020","COC",247230.769230769,NA,"2019","Cockle",NA,NA,NA
"344","for 12 months to 30-09-2020","ELE",243950,NA,"2019","Elephant fish","Elephant Fish","Starting Oct 2019",0.700786109179511
"345","for 12 months to 30-09-2020","EMA",2310000,NA,"2019","Blue mackerel","Blue Mackerel","Starting Oct 2019",0.0960515949984487
"346","for 12 months to 30-09-2020","FLA",1024300,382277.6,"2019","Flatfish","Flatfish","Starting Oct 2019",0.796551306607995
"347","for 12 months to 30-09-2020","FRO",401900,NA,"2019","Frostfish","Frostfish","Starting Oct 2019",0.0740361650256658
"348","for 12 months to 30-09-2020","GAR",7142.85714285714,NA,"2019","Garfish","Garfish","Starting Oct 2019",1.0479
"349","for 12 months to 30-09-2020","GLM",209375,NA,"2019","Green-lipped mussel","Green-lipped mussel","Starting Oct 2019",8.848
"350","for 12 months to 30-09-2020","GMU",201120.2,NA,"2019","Grey mullet","Grey Mullet","Starting Oct 2019",0.6133
"351","for 12 months to 30-09-2020","GSH",304700,NA,"2019","Ghost shark","Ghost Shark","Starting Oct 2019",0.0958346286626052
"352","for 12 months to 30-09-2020","GSP",593333.333333333,226989.666666667,"2019","Pale ghost shark","Pale Ghost Shark","Starting Oct 2019",0.060033981061714
"353","for 12 months to 30-09-2020","GUR",993197.833333333,NA,"2019","Gurnard","Gurnard","Starting Oct 2019",0.823024952666857
"354","for 12 months to 30-09-2020","HAK",1945785.75,NA,"2019","Hake","Hake","Starting Oct 2019",0.704044680639494
"355","for 12 months to 30-09-2020","HOK",57505000,NA,"2019","Hoki","Hoki","Starting Oct 2019",0.3924
"356","for 12 months to 30-09-2020","HPB",272700,NA,"2019","Hapuku & bass","Hapuku & Bass","Starting Oct 2019",1.00762515689082
"357","for 12 months to 30-09-2020","JDO",179080,NA,"2019","John dory","John Dory","Starting Oct 2019",1.65048271987929
"358","for 12 months to 30-09-2020","JMA",12831803.5,NA,"2019","Jack mackerel","Jack mackerel","Starting Oct 2019",0.141254202391221
"359","for 12 months to 30-09-2020","KAH",454666.666666667,NA,"2019","Kahawai","Kahawai","Starting Oct 2019",0.339004635412021
"360","for 12 months to 30-09-2020","KBB",754800,NA,"2019","Bladder kelp",NA,NA,NA
"361","for 12 months to 30-09-2020","KIN",31714.2857142857,NA,"2019","Kingfish","King Crab","Starting Oct 2019",4.41913223411783
"362","for 12 months to 30-09-2020","KWH",6700,NA,"2019","Knobbed whelk",NA,NA,NA
"363","for 12 months to 30-09-2020","LDO",261000,NA,"2019","Lookdown dory","Lookdown Dory","Starting Oct 2019",0.136780624252166
"364","for 12 months to 30-09-2020","LEA",292200,NA,"2019","Leatherjacket","Leatherjacket","Starting Oct 2019",0.146002303651488
"365","for 12 months to 30-09-2020","LFE",12454.5454545455,NA,"2019","Long-finned eel",NA,NA,NA
"366","for 12 months to 30-09-2020","LIN",3034875,2057017.5,"2019","Ling","Ling","Starting Oct 2019",1.17147930879542
"367","for 12 months to 30-09-2020","MAK",2e+05,29598,"2019","Mako shark","Mako Shark","Starting Oct 2019",0.0551
"368","for 12 months to 30-09-2020","MOK",128181.2,NA,"2019","Blue moki","Blue Moki","Starting Oct 2019",0.604101324166108
"369","for 12 months to 30-09-2020","MOO",527000,47407,"2019","Moonfish","Moonfish","Starting Oct 2019",0.1242
"370","for 12 months to 30-09-2020","OEO",3092000,NA,"2019","Oreo","Oreo","Starting Oct 2019",0.397287393911342
"371","for 12 months to 30-09-2020","ORH",1370750,NA,"2019","Orange roughy","Orange Roughy","Starting Oct 2019",2.1893745677342
"372","for 12 months to 30-09-2020","OYS",56590.9090909091,NA,"2019","Dredge oyster",NA,NA,NA
"373","for 12 months to 30-09-2020","OYU",14950000,8310096,"2019","Dredge oyster","Dredge Oyster","Starting Oct 2019",0.2412
"374","for 12 months to 30-09-2020","PAD",76500,NA,"2019","Paddle crab","Paddle Crab","Starting Oct 2019",0.2441
"375","for 12 months to 30-09-2020","PAR",21000,NA,"2019","Parore","Parore","Starting Oct 2019",0.293385192458326
"376","for 12 months to 30-09-2020","PAU",91906.4,NA,"2019","Paua","Paua","Starting Oct 2019",30.5777852448126
"377","for 12 months to 30-09-2020","PIL",355000,NA,"2019","Pilchards","Pilchards","Starting Oct 2019",0.147020795391978
"378","for 12 months to 30-09-2020","POR",20750,NA,"2019","Porae","Porae","Starting Oct 2019",0.823975159722753
"379","for 12 months to 30-09-2020","POS",110000,24924,"2019","Porbeagle shark","Porbeagle Shark","Starting Oct 2019",0.0553
"380","for 12 months to 30-09-2020","PPI",20400,NA,"2019","Pipi",NA,NA,NA
"381","for 12 months to 30-09-2020","PRK",3272.72727272727,NA,"2019","Prawn killer",NA,NA,NA
"382","for 12 months to 30-09-2020","PTO",49500,5,"2019","Patagonian toothfish",NA,NA,NA
"383","for 12 months to 30-09-2020","PZL",3937.5,NA,"2019","Deepwater clam",NA,NA,NA
"384","for 12 months to 30-09-2020","QSC",380000,16605,"2019","Queen scallop",NA,NA,NA
"385","for 12 months to 30-09-2020","RBM",980000,218833,"2019","Ray's bream","Ray's Bream","Starting Oct 2019",0.0744
"386","for 12 months to 30-09-2020","RBT",1262500,NA,"2019","Redbait","Redbait","Starting Oct 2019",0.2111
"387","for 12 months to 30-09-2020","RBY",83900,NA,"2019","Ruby fish","Ruby Fish","Starting Oct 2019",0.0735074717907474
"388","for 12 months to 30-09-2020","RCO",1655673.4,NA,"2019","Red cod","Red Cod","Starting Oct 2019",0.102912437373274
"389","for 12 months to 30-09-2020","RIB",168300,NA,"2019","Ribaldo","Ribaldo","Starting Oct 2019",0.102403684509439
"390","for 12 months to 30-09-2020","RSK",397200,NA,"2019","Rough skate","Rough Skate","Starting Oct 2019",0.115904961735888
"391","for 12 months to 30-09-2020","RSN",48666.6666666667,NA,"2019","Red snapper","Red Snapper","Starting Oct 2019",1.4790476785832
"392","for 12 months to 30-09-2020","SCH",429512.5,326675.75,"2019","School shark","School Shark","Starting Oct 2019",0.786819466622805
"393","for 12 months to 30-09-2020","SCI",119272.727272727,NA,"2019","Scampi","Scampi","Starting Oct 2019",23.6386245880697
"394","for 12 months to 30-09-2020","SFE",53556.3636363636,NA,"2019","Short-finned eel",NA,NA,NA
"395","for 12 months to 30-09-2020","SKI",331600,NA,"2019","Gemfish","Gemfish","Starting Oct 2019",0.630800634323769
"396","for 12 months to 30-09-2020","SNA",1067883.33333333,NA,"2019","Snapper","Snapper","Starting Oct 2019",3.95485666076314
"397","for 12 months to 30-09-2020","SPD",1808571.42857143,NA,"2019","Spiny dogfish","Spiny Dogfish","Starting Oct 2019",0.0295162383261161
"398","for 12 months to 30-09-2020","SPE",219000,NA,"2019","Sea perch","Sea Perch","Starting Oct 2019",0.166033450941438
"399","for 12 months to 30-09-2020","SPO",336344,NA,"2019","Rig","Rig","Starting Oct 2019",1.0757695864504
"400","for 12 months to 30-09-2020","SPR",90000,NA,"2019","Sprats",NA,NA,NA
"401","for 12 months to 30-09-2020","SQU",20530070.25,10507904,"2019","Arrow squid","Arrow squid","Starting Oct 2019",0.0835487797216895
"402","for 12 months to 30-09-2020","SSK",169800,NA,"2019","Smooth skate","Smooth Skate","Starting Oct 2019",0.120074225166364
"403","for 12 months to 30-09-2020","STA",692050,NA,"2019","Stargazer","Stargazer","Starting Oct 2019",0.470178990817986
"404","for 12 months to 30-09-2020","STN",1046000,856754,"2019","Southern bluefin tuna",NA,NA,NA
"405","for 12 months to 30-09-2020","SUR",95583.3333333333,NA,"2019","Kina","Kina","Starting Oct 2019",0.689574392898157
"406","for 12 months to 30-09-2020","SWA",2595050.25,NA,"2019","Silver warehou","Silver Warehou","Starting Oct 2019",0.710960877281874
"407","for 12 months to 30-09-2020","SWO",885000,216029,"2019","Swordfish","Swordfish","Starting Oct 2019",0.991
"408","for 12 months to 30-09-2020","TAR",632400,NA,"2019","Tarakihi","Tarakihi","Starting Oct 2019",0.969607347650418
"409","for 12 months to 30-09-2020","TOR",116000,47497,"2019","Pacific bluefin tuna",NA,NA,NA
"410","for 12 months to 30-09-2020","TRE",786620.6,NA,"2019","Trevally","Trevally","Starting Oct 2019",0.448903261308507
"411","for 12 months to 30-09-2020","TRU",14400,NA,"2019","Trumpeter","Trumpeter","Starting Oct 2019",0.410031731102385
"412","for 12 months to 30-09-2020","TUA",4777.77777777778,NA,"2019","Tuatua",NA,NA,NA
"413","for 12 months to 30-09-2020","WAR",752059.666666667,NA,"2019","Blue warehou","Blue Warehou","Starting Oct 2019",0.327326652554584
"414","for 12 months to 30-09-2020","WWA",415000,NA,"2019","White warehou","White Warehou","Starting Oct 2019",0.723070914088213
"415","for 12 months to 30-09-2020","YEM",6800,NA,"2019","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2019",0.247891500369549
"416","for 12 months to 30-09-2020","YFN",263000,9700,"2019","Yellowfin tuna",NA,NA,NA
"417","for 12 months to 30-09-2021","ANC",80000,NA,"2020","Anchovy","Anchovy","Starting Oct 2020",0.0403118735284225
"418","for 12 months to 30-09-2021","BAR",6680492.2,NA,"2020","Barracouta","Barracouta","Starting Oct 2020",0.110275685757029
"419","for 12 months to 30-09-2021","BCO",236578.125,NA,"2020","Blue cod","Blue Cod","Starting Oct 2020",1.80797466260748
"420","for 12 months to 30-09-2021","BIG",714000,93724,"2020","Bigeye tuna",NA,NA,NA
"421","for 12 months to 30-09-2021","BNS",105000,NA,"2020","Bluenose","Bluenose","Starting Oct 2020",2.31945457446679
"422","for 12 months to 30-09-2021","BUT",20250,NA,"2020","Butterfish","Butterfish","Starting Oct 2020",1.06646660968193
"423","for 12 months to 30-09-2021","BWS",1860000,93587,"2020","Blue shark","Blue shark","Starting Oct 2020",0.0402
"424","for 12 months to 30-09-2021","BYX",499283.333333333,NA,"2020","Alfonsino","Alfonsino","Starting Oct 2020",1.31361996694609
"425","for 12 months to 30-09-2021","CDL",197900,NA,"2020","Cardinalfish","Cardinalfish","Starting Oct 2020",0.153870167883604
"426","for 12 months to 30-09-2021","COC",247230.769230769,NA,"2020","Cockle",NA,NA,NA
"427","for 12 months to 30-09-2021","ELE",243950,NA,"2020","Elephant fish","Elephant Fish","Starting Oct 2020",0.598432718750725
"428","for 12 months to 30-09-2021","EMA",2310000,NA,"2020","Blue mackerel","Blue Mackerel","Starting Oct 2020",0.0918583600242702
"429","for 12 months to 30-09-2021","FLA",1024300,NA,"2020","Flatfish","Flatfish","Starting Oct 2020",0.774312119549507
"430","for 12 months to 30-09-2021","FRO",401900,NA,"2020","Frostfish","Frostfish","Starting Oct 2020",0.0671588140038681
"431","for 12 months to 30-09-2021","GAR",7142.85714285714,NA,"2020","Garfish","Garfish","Starting Oct 2020",0.8744
"432","for 12 months to 30-09-2021","GLM",209375,NA,"2020","Green-lipped mussel","Green-lipped mussel","Starting Oct 2020",6.715
"433","for 12 months to 30-09-2021","GMU",201120.2,NA,"2020","Grey mullet","Grey Mullet","Starting Oct 2020",0.5995
"434","for 12 months to 30-09-2021","GSH",304700,NA,"2020","Ghost shark","Ghost Shark","Starting Oct 2020",0.109235349720162
"435","for 12 months to 30-09-2021","GSP",593333.333333333,262873.666666667,"2020","Pale ghost shark","Pale Ghost Shark","Starting Oct 2020",0.0417480491187725
"436","for 12 months to 30-09-2021","GUR",1041031.16666667,717682.5,"2020","Gurnard","Gurnard","Starting Oct 2020",0.849871461996477
"437","for 12 months to 30-09-2021","HAK",1945785.75,NA,"2020","Hake","Hake","Starting Oct 2020",0.767090783538866
"438","for 12 months to 30-09-2021","HOK",57505000,NA,"2020","Hoki","Hoki","Starting Oct 2020",0.4779
"439","for 12 months to 30-09-2021","HPB",272700,NA,"2020","Hapuku & bass","Hapuku & Bass","Starting Oct 2020",0.992564149719586
"440","for 12 months to 30-09-2021","JDO",179080,NA,"2020","John dory","John Dory","Starting Oct 2020",1.33128585547636
"441","for 12 months to 30-09-2021","JMA",12831803.5,NA,"2020","Jack mackerel","Jack mackerel","Starting Oct 2020",0.143890619700797
"442","for 12 months to 30-09-2021","KAH",454666.666666667,NA,"2020","Kahawai","Kahawai","Starting Oct 2020",0.334370814995657
"443","for 12 months to 30-09-2021","KBB",754800,NA,"2020","Bladder kelp",NA,NA,NA
"444","for 12 months to 30-09-2021","KIN",42428.5714285714,NA,"2020","Kingfish","King Crab","Starting Oct 2020",4.38656193448125
"445","for 12 months to 30-09-2021","KWH",6700,NA,"2020","Knobbed whelk",NA,NA,NA
"446","for 12 months to 30-09-2021","LDO",261000,NA,"2020","Lookdown dory","Lookdown Dory","Starting Oct 2020",0.128827207896083
"447","for 12 months to 30-09-2021","LEA",294200,NA,"2020","Leatherjacket","Leatherjacket","Starting Oct 2020",0.141815506197452
"448","for 12 months to 30-09-2021","LFE",12454.5454545455,NA,"2020","Long-finned eel",NA,NA,NA
"449","for 12 months to 30-09-2021","LIN",3034875,NA,"2020","Ling","Ling","Starting Oct 2020",1.17927337996614
"450","for 12 months to 30-09-2021","MAK",2e+05,29166,"2020","Mako shark","Mako Shark","Starting Oct 2020",0.0571
"451","for 12 months to 30-09-2021","MOK",131381.2,NA,"2020","Blue moki","Blue Moki","Starting Oct 2020",0.656774359135922
"452","for 12 months to 30-09-2021","MOO",527000,37658,"2020","Moonfish","Moonfish","Starting Oct 2020",0.3091
"453","for 12 months to 30-09-2021","OEO",3092000,NA,"2020","Oreo","Oreo","Starting Oct 2020",0.296007936674481
"454","for 12 months to 30-09-2021","ORH",1520125,NA,"2020","Orange roughy","Orange Roughy","Starting Oct 2020",2.05785233580795
"455","for 12 months to 30-09-2021","OYS",56590.9090909091,NA,"2020","Dredge oyster",NA,NA,NA
"456","for 12 months to 30-09-2021","OYU",14950000,7616045,"2020","Dredge oyster","Dredge Oyster","Starting Oct 2020",0.2405
"457","for 12 months to 30-09-2021","PAD",76500,NA,"2020","Paddle crab","Paddle Crab","Starting Oct 2020",0.3448
"458","for 12 months to 30-09-2021","PAR",21000,NA,"2020","Parore","Parore","Starting Oct 2020",0.246500582066207
