,species,fishing_year,wt_ace
1540,White Warehou,2013,0.326
1541,White Warehou,2014,0.308
1542,White Warehou,2015,0.263
1543,White Warehou,2016,0.244
1544,White Warehou,2017,0.333
1545,White Warehou,2018,0.353
1546,White Warehou,2019,0.392
1547,White Warehou,2020,0.741
1548,White Warehou,2021,0.596
1549,Yellow Eyed Mullet,2001,0.048
1550,Yellow Eyed Mullet,2002,0.180
1551,Yellow Eyed Mullet,2003,0.157
1552,Yellow Eyed Mullet,2004,0.187
1553,Yellow Eyed Mullet,2005,0.194
1554,Yellow Eyed Mullet,2006,0.182
1555,Yellow Eyed Mullet,2007,0.204
1556,Yellow Eyed Mullet,2008,0.186
1557,Yellow Eyed Mullet,2009,0.185
1558,Yellow Eyed Mullet,2010,0.211
1559,Yellow Eyed Mullet,2011,0.192
1560,Yellow Eyed Mullet,2012,0.168
1561,Yellow Eyed Mullet,2013,0.171
1562,Yellow Eyed Mullet,2014,0.211
1563,Yellow Eyed Mullet,2015,0.221
1564,Yellow Eyed Mullet,2016,0.213
1565,Yellow Eyed Mullet,2017,0.267
1566,Yellow Eyed Mullet,2018,0.247
1567,Yellow Eyed Mullet,2019,0.217
1568,Yellow Eyed Mullet,2020,0.242
1569,Yellow Eyed Mullet,2021,0.170
1570,Yellowfin Tuna,2004,0.527
1571,Yellowfin Tuna,2005,2.302
1572,Yellowfin Tuna,2006,2.596
1573,Yellowfin Tuna,2007,2.065
1574,Yellowfin Tuna,2008,2.267
1575,Yellowfin Tuna,2009,0.557
1576,Yellowfin Tuna,2010,1.670
