,species,starting_year,fishing_year,avg_price,wt_avg_price_2,wt_avg_price_1
1,Albacore,2008,2008,2.11,0.5275,
1,Albacore,2008,2009,2.11,,1.5825
2,Albacore,2009,2009,2.11,0.5275,
2,Albacore,2009,2010,2.11,,1.5825
3,Albacore,2010,2010,2.31,0.5775,
3,Albacore,2010,2011,2.31,,1.7325
4,Albacore,2011,2011,2.37,0.5925,
4,Albacore,2011,2012,2.37,,1.7775
5,Albacore,2012,2012,2.65,0.6625,
5,Albacore,2012,2013,2.65,,1.9875
6,Albacore,2013,2013,2.3,0.575,
6,Albacore,2013,2014,2.3,,1.725
7,Albacore,2014,2014,2.09,0.5225,
7,Albacore,2014,2015,2.09,,1.5675
8,Albacore,2015,2015,2.09,0.5225,
8,Albacore,2015,2016,2.09,,1.5675
9,Albacore,2016,2016,2.84,0.71,
9,Albacore,2016,2017,2.84,,2.13
10,Albacore,2017,2017,2.91,0.7275,
10,Albacore,2017,2018,2.91,,2.1825
11,Albacore,2018,2018,2.89,0.7225,
11,Albacore,2018,2019,2.89,,2.1675
12,Albacore,2019,2019,3.439687284,0.859921821,
12,Albacore,2019,2020,3.439687284,,2.579765463
13,Albacore,2020,2020,3.700317015,0.925079254,
13,Albacore,2020,2021,3.700317015,,2.775237761
14,Albacore,2021,2021,3.954252422,0.988563106,
14,Albacore,2021,2022,3.954252422,,2.965689317
15,Alfonsino,2008,2008,1.791666667,0.447916667,
15,Alfonsino,2008,2009,1.791666667,,1.34375
16,Alfonsino,2009,2009,1.791666667,0.447916667,
16,Alfonsino,2009,2010,1.791666667,,1.34375
17,Alfonsino,2010,2010,1.8,0.45,
17,Alfonsino,2010,2011,1.8,,1.35
18,Alfonsino,2011,2011,2.233333333,0.558333333,
18,Alfonsino,2011,2012,2.233333333,,1.675
19,Alfonsino,2012,2012,1.915,0.47875,
19,Alfonsino,2012,2013,1.915,,1.43625
20,Alfonsino,2013,2013,1.946666667,0.486666667,
20,Alfonsino,2013,2014,1.946666667,,1.46
21,Alfonsino,2014,2014,1.791666667,0.447916667,
21,Alfonsino,2014,2015,1.791666667,,1.34375
22,Alfonsino,2015,2015,2.018333333,0.504583333,
22,Alfonsino,2015,2016,2.018333333,,1.51375
23,Alfonsino,2016,2016,1.911666667,0.477916667,
23,Alfonsino,2016,2017,1.911666667,,1.43375
24,Alfonsino,2017,2017,1.685,0.42125,
24,Alfonsino,2017,2018,1.685,,1.26375
25,Alfonsino,2018,2018,1.920116368,0.480029092,
25,Alfonsino,2018,2019,1.920116368,,1.440087276
26,Alfonsino,2019,2019,1.936219174,0.484054794,
26,Alfonsino,2019,2020,1.936219174,,1.452164381
27,Alfonsino,2020,2020,2.073456762,0.51836419,
27,Alfonsino,2020,2021,2.073456762,,1.555092571
28,Alfonsino,2021,2021,2.205661397,0.551415349,
28,Alfonsino,2021,2022,2.205661397,,1.654246047
29,Anchovy,2008,2008,0.69,0.1725,
29,Anchovy,2008,2009,0.69,,0.5175
30,Anchovy,2009,2009,0.69,0.1725,
30,Anchovy,2009,2010,0.69,,0.5175
31,Anchovy,2010,2010,0.83,0.2075,
31,Anchovy,2010,2011,0.83,,0.6225
32,Anchovy,2011,2011,0.83,0.2075,
32,Anchovy,2011,2012,0.83,,0.6225
33,Anchovy,2012,2012,0.82,0.205,
33,Anchovy,2012,2013,0.82,,0.615
34,Anchovy,2013,2013,0.82,0.205,
34,Anchovy,2013,2014,0.82,,0.615
35,Anchovy,2014,2014,0.82,0.205,
35,Anchovy,2014,2015,0.82,,0.615
36,Anchovy,2015,2015,0.82,0.205,
36,Anchovy,2015,2016,0.82,,0.615
37,Anchovy,2016,2016,0.82,0.205,
37,Anchovy,2016,2017,0.82,,0.615
38,Anchovy,2017,2017,0.82,0.205,
38,Anchovy,2017,2018,0.82,,0.615
39,Anchovy,2018,2018,0.82,0.205,
39,Anchovy,2018,2019,0.82,,0.615
40,Anchovy,2019,2019,0.82,0.205,
40,Anchovy,2019,2020,0.82,,0.615
41,Anchovy,2020,2020,0.82,0.205,
41,Anchovy,2020,2021,0.82,,0.615
42,Anchovy,2021,2021,0.82,0.205,
42,Anchovy,2021,2022,0.82,,0.615
43,Baracutta,2008,2008,0.248,0.062,
43,Baracutta,2008,2009,0.248,,0.186
44,Baracutta,2009,2009,0.248,0.062,
44,Baracutta,2009,2010,0.248,,0.186
45,Baracutta,2010,2010,0.344,0.086,
45,Baracutta,2010,2011,0.344,,0.258
46,Baracutta,2011,2011,0.39,0.0975,
46,Baracutta,2011,2012,0.39,,0.2925
47,Baracutta,2012,2012,0.39,0.0975,
47,Baracutta,2012,2013,0.39,,0.2925
48,Baracutta,2013,2013,0.374,0.0935,
48,Baracutta,2013,2014,0.374,,0.2805
49,Baracutta,2014,2014,0.374,0.0935,
49,Baracutta,2014,2015,0.374,,0.2805
50,Baracutta,2015,2015,0.326,0.0815,
50,Baracutta,2015,2016,0.326,,0.2445
51,Baracutta,2016,2016,0.378,0.0945,
51,Baracutta,2016,2017,0.378,,0.2835
52,Baracutta,2017,2017,0.31,0.0775,
52,Baracutta,2017,2018,0.31,,0.2325
53,Baracutta,2018,2018,0.523460449,0.130865112,
53,Baracutta,2018,2019,0.523460449,,0.392595337
54,Baracutta,2019,2019,0.30142509,0.075356273,
54,Baracutta,2019,2020,0.30142509,,0.226068818
55,Baracutta,2020,2020,0.304124809,0.076031202,
55,Baracutta,2020,2021,0.304124809,,0.228093607
56,Baracutta,2021,2021,0.297704083,0.074426021,
56,Baracutta,2021,2022,0.297704083,,0.223278062
57,Bigeye Tuna,2008,2008,16.75,4.1875,
57,Bigeye Tuna,2008,2009,16.75,,12.5625
58,Bigeye Tuna,2009,2009,16.75,4.1875,
58,Bigeye Tuna,2009,2010,16.75,,12.5625
59,Bigeye Tuna,2010,2010,14.16,3.54,
59,Bigeye Tuna,2010,2011,14.16,,10.62
60,Bigeye Tuna,2011,2011,15.15,3.7875,
60,Bigeye Tuna,2011,2012,15.15,,11.3625
61,Bigeye Tuna,2012,2012,15.03,3.7575,
61,Bigeye Tuna,2012,2013,15.03,,11.2725
62,Bigeye Tuna,2013,2013,15.76,3.94,
62,Bigeye Tuna,2013,2014,15.76,,11.82
63,Bigeye Tuna,2014,2014,15.76,3.94,
63,Bigeye Tuna,2014,2015,15.76,,11.82
64,Bigeye Tuna,2015,2015,15.76,3.94,
64,Bigeye Tuna,2015,2016,15.76,,11.82
65,Bigeye Tuna,2016,2016,12.5,3.125,
65,Bigeye Tuna,2016,2017,12.5,,9.375
66,Bigeye Tuna,2017,2017,9.98,2.495,
66,Bigeye Tuna,2017,2018,9.98,,7.485
67,Bigeye Tuna,2018,2018,9.975070825,2.493767706,
67,Bigeye Tuna,2018,2019,9.975070825,,7.481303119
68,Bigeye Tuna,2019,2019,9.975070825,2.493767706,
68,Bigeye Tuna,2019,2020,9.975070825,,7.481303119
69,Bigeye Tuna,2020,2020,9.975070825,2.493767706,
69,Bigeye Tuna,2020,2021,9.975070825,,7.481303119
70,Bigeye Tuna,2021,2021,9.975070825,2.493767706,
70,Bigeye Tuna,2021,2022,9.975070825,,7.481303119
71,Black Cardinal Fish,2008,2008,0.72,0.18,
71,Black Cardinal Fish,2008,2009,0.72,,0.54
72,Black Cardinal Fish,2009,2009,0.72,0.18,
72,Black Cardinal Fish,2009,2010,0.72,,0.54
73,Black Cardinal Fish,2010,2010,0.935555556,0.233888889,
73,Black Cardinal Fish,2010,2011,0.935555556,,0.701666667
74,Black Cardinal Fish,2011,2011,0.981111111,0.245277778,
74,Black Cardinal Fish,2011,2012,0.981111111,,0.735833333
75,Black Cardinal Fish,2012,2012,1,0.25,
75,Black Cardinal Fish,2012,2013,1,,0.75
76,Black Cardinal Fish,2013,2013,1,0.25,
76,Black Cardinal Fish,2013,2014,1,,0.75
77,Black Cardinal Fish,2014,2014,1.004444444,0.251111111,
77,Black Cardinal Fish,2014,2015,1.004444444,,0.753333333
78,Black Cardinal Fish,2015,2015,0.982222222,0.245555556,
78,Black Cardinal Fish,2015,2016,0.982222222,,0.736666667
79,Black Cardinal Fish,2016,2016,0.96,0.24,
79,Black Cardinal Fish,2016,2017,0.96,,0.72
80,Black Cardinal Fish,2017,2017,0.995555556,0.248888889,
80,Black Cardinal Fish,2017,2018,0.995555556,,0.746666667
81,Black Cardinal Fish,2018,2018,0.886512514,0.221628128,
81,Black Cardinal Fish,2018,2019,0.886512514,,0.664884385
82,Black Cardinal Fish,2019,2019,0.856636154,0.214159039,
82,Black Cardinal Fish,2019,2020,0.856636154,,0.642477116
83,Black Cardinal Fish,2020,2020,0.850596128,0.212649032,
83,Black Cardinal Fish,2020,2021,0.850596128,,0.637947096
84,Black Cardinal Fish,2021,2021,0.812701245,0.203175311,
84,Black Cardinal Fish,2021,2022,0.812701245,,0.609525934
85,Bladder Kelp,2011,2011,0.15,0.0375,
85,Bladder Kelp,2011,2012,0.15,,0.1125
86,Bladder Kelp,2012,2012,0.15,0.0375,
86,Bladder Kelp,2012,2013,0.15,,0.1125
87,Bladder Kelp,2013,2013,0.15,0.0375,
87,Bladder Kelp,2013,2014,0.15,,0.1125
88,Bladder Kelp,2014,2014,0.15,0.0375,
88,Bladder Kelp,2014,2015,0.15,,0.1125
89,Bladder Kelp,2015,2015,0.15,0.0375,
89,Bladder Kelp,2015,2016,0.15,,0.1125
90,Bladder Kelp,2016,2016,0.15,0.0375,
90,Bladder Kelp,2016,2017,0.15,,0.1125
91,Bladder Kelp,2017,2017,0.15,0.0375,
91,Bladder Kelp,2017,2018,0.15,,0.1125
92,Bladder Kelp,2018,2018,0.15,0.0375,
92,Bladder Kelp,2018,2019,0.15,,0.1125
93,Bladder Kelp,2019,2019,0.15,0.0375,
93,Bladder Kelp,2019,2020,0.15,,0.1125
94,Bladder Kelp,2020,2020,0.15,0.0375,
94,Bladder Kelp,2020,2021,0.15,,0.1125
95,Bladder Kelp,2021,2021,0.15,0.0375,
95,Bladder Kelp,2021,2022,0.15,,0.1125
96,Blue Cod,2008,2008,3.77875,0.9446875,
96,Blue Cod,2008,2009,3.77875,,2.8340625
97,Blue Cod,2009,2009,3.77875,0.9446875,
97,Blue Cod,2009,2010,3.77875,,2.8340625
98,Blue Cod,2010,2010,4.76875,1.1921875,
98,Blue Cod,2010,2011,4.76875,,3.5765625
99,Blue Cod,2011,2011,4.36,1.09,
99,Blue Cod,2011,2012,4.36,,3.27
100,Blue Cod,2012,2012,4.32625,1.0815625,
100,Blue Cod,2012,2013,4.32625,,3.2446875
101,Blue Cod,2013,2013,4.75875,1.1896875,
101,Blue Cod,2013,2014,4.75875,,3.5690625
102,Blue Cod,2014,2014,5.00125,1.2503125,
102,Blue Cod,2014,2015,5.00125,,3.7509375
103,Blue Cod,2015,2015,4.705,1.17625,
103,Blue Cod,2015,2016,4.705,,3.52875
104,Blue Cod,2016,2016,5.68,1.42,
104,Blue Cod,2016,2017,5.68,,4.26
105,Blue Cod,2017,2017,5.92875,1.4821875,
105,Blue Cod,2017,2018,5.92875,,4.4465625
106,Blue Cod,2018,2018,5.790794118,1.44769853,
106,Blue Cod,2018,2019,5.790794118,,4.343095589
107,Blue Cod,2019,2019,5.827064572,1.456766143,
107,Blue Cod,2019,2020,5.827064572,,4.370298429
108,Blue Cod,2020,2020,5.983383573,1.495845893,
108,Blue Cod,2020,2021,5.983383573,,4.48753768
109,Blue Cod,2021,2021,8.134239732,2.033559933,
109,Blue Cod,2021,2022,8.134239732,,6.100679799
110,Blue Mackerel,2008,2008,0.36,0.09,
110,Blue Mackerel,2008,2009,0.36,,0.27
111,Blue Mackerel,2009,2009,0.36,0.09,
111,Blue Mackerel,2009,2010,0.36,,0.27
112,Blue Mackerel,2010,2010,0.596,0.149,
112,Blue Mackerel,2010,2011,0.596,,0.447
113,Blue Mackerel,2011,2011,0.49,0.1225,
113,Blue Mackerel,2011,2012,0.49,,0.3675
114,Blue Mackerel,2012,2012,0.42,0.105,
114,Blue Mackerel,2012,2013,0.42,,0.315
115,Blue Mackerel,2013,2013,0.572,0.143,
115,Blue Mackerel,2013,2014,0.572,,0.429
116,Blue Mackerel,2014,2014,0.572,0.143,
116,Blue Mackerel,2014,2015,0.572,,0.429
117,Blue Mackerel,2015,2015,0.368,0.092,
117,Blue Mackerel,2015,2016,0.368,,0.276
118,Blue Mackerel,2016,2016,0.414,0.1035,
118,Blue Mackerel,2016,2017,0.414,,0.3105
119,Blue Mackerel,2017,2017,0.412,0.103,
119,Blue Mackerel,2017,2018,0.412,,0.309
120,Blue Mackerel,2018,2018,0.408082045,0.102020511,
120,Blue Mackerel,2018,2019,0.408082045,,0.306061533
121,Blue Mackerel,2019,2019,0.339399737,0.084849934,
121,Blue Mackerel,2019,2020,0.339399737,,0.254549803
122,Blue Mackerel,2020,2020,0.404827724,0.101206931,
122,Blue Mackerel,2020,2021,0.404827724,,0.303620793
123,Blue Mackerel,2021,2021,0.404827724,0.101206931,
123,Blue Mackerel,2021,2022,0.404827724,,0.303620793
124,Blue Moki,2008,2008,0.91,0.2275,
124,Blue Moki,2008,2009,0.91,,0.6825
125,Blue Moki,2009,2009,0.91,0.2275,
125,Blue Moki,2009,2010,0.91,,0.6825
126,Blue Moki,2010,2010,1.562,0.3905,
126,Blue Moki,2010,2011,1.562,,1.1715
127,Blue Moki,2011,2011,1.62,0.405,
127,Blue Moki,2011,2012,1.62,,1.215
128,Blue Moki,2012,2012,1.606,0.4015,
128,Blue Moki,2012,2013,1.606,,1.2045
129,Blue Moki,2013,2013,1.318,0.3295,
129,Blue Moki,2013,2014,1.318,,0.9885
130,Blue Moki,2014,2014,1.354,0.3385,
130,Blue Moki,2014,2015,1.354,,1.0155
131,Blue Moki,2015,2015,1.502,0.3755,
131,Blue Moki,2015,2016,1.502,,1.1265
132,Blue Moki,2016,2016,2.058,0.5145,
132,Blue Moki,2016,2017,2.058,,1.5435
133,Blue Moki,2017,2017,1.42,0.355,
133,Blue Moki,2017,2018,1.42,,1.065
134,Blue Moki,2018,2018,1.556390348,0.389097587,
134,Blue Moki,2018,2019,1.556390348,,1.167292761
135,Blue Moki,2019,2019,1.68516861,0.421292153,
135,Blue Moki,2019,2020,1.68516861,,1.263876458
136,Blue Moki,2020,2020,1.759432051,0.439858013,
136,Blue Moki,2020,2021,1.759432051,,1.319574038
137,Blue Moki,2021,2021,1.755681953,0.438920488,
137,Blue Moki,2021,2022,1.755681953,,1.316761465
138,Blue Shark,2008,2008,0.4,0.1,
138,Blue Shark,2008,2009,0.4,,0.3
139,Blue Shark,2009,2009,0.4,0.1,
139,Blue Shark,2009,2010,0.4,,0.3
140,Blue Shark,2010,2010,0.57,0.1425,
140,Blue Shark,2010,2011,0.57,,0.4275
141,Blue Shark,2011,2011,0.57,0.1425,
141,Blue Shark,2011,2012,0.57,,0.4275
142,Blue Shark,2012,2012,0.57,0.1425,
142,Blue Shark,2012,2013,0.57,,0.4275
143,Blue Shark,2013,2013,0.57,0.1425,
143,Blue Shark,2013,2014,0.57,,0.4275
144,Blue Shark,2014,2014,0.49,0.1225,
144,Blue Shark,2014,2015,0.49,,0.3675
145,Blue Shark,2015,2015,0.13,0.0325,
145,Blue Shark,2015,2016,0.13,,0.0975
146,Blue Shark,2016,2016,0.13,0.0325,
146,Blue Shark,2016,2017,0.13,,0.0975
147,Blue Shark,2017,2017,0.13,0.0325,
147,Blue Shark,2017,2018,0.13,,0.0975
148,Blue Shark,2018,2018,0.12517815,0.031294538,
148,Blue Shark,2018,2019,0.12517815,,0.093883613
149,Blue Shark,2019,2019,0.12517815,0.031294538,
149,Blue Shark,2019,2020,0.12517815,,0.093883613
150,Blue Shark,2020,2020,0.12517815,0.031294538,
150,Blue Shark,2020,2021,0.12517815,,0.093883613
151,Blue Shark,2021,2021,0.12517815,0.031294538,
151,Blue Shark,2021,2022,0.12517815,,0.093883613
152,Blue Warehou,2008,2008,0.966666667,0.241666667,
152,Blue Warehou,2008,2009,0.966666667,,0.725
153,Blue Warehou,2009,2009,0.966666667,0.241666667,
153,Blue Warehou,2009,2010,0.966666667,,0.725
154,Blue Warehou,2010,2010,1.94,0.485,
154,Blue Warehou,2010,2011,1.94,,1.455
155,Blue Warehou,2011,2011,1.535,0.38375,
155,Blue Warehou,2011,2012,1.535,,1.15125
156,Blue Warehou,2012,2012,1.523333333,0.380833333,
156,Blue Warehou,2012,2013,1.523333333,,1.1425
157,Blue Warehou,2013,2013,1.783333333,0.445833333,
157,Blue Warehou,2013,2014,1.783333333,,1.3375
158,Blue Warehou,2014,2014,1.813333333,0.453333333,
158,Blue Warehou,2014,2015,1.813333333,,1.36
159,Blue Warehou,2015,2015,1.44,0.36,
159,Blue Warehou,2015,2016,1.44,,1.08
160,Blue Warehou,2016,2016,1.751666667,0.437916667,
160,Blue Warehou,2016,2017,1.751666667,,1.31375
161,Blue Warehou,2017,2017,1.266666667,0.316666667,
161,Blue Warehou,2017,2018,1.266666667,,0.95
162,Blue Warehou,2018,2018,1.165697206,0.291424302,
162,Blue Warehou,2018,2019,1.165697206,,0.874272905
163,Blue Warehou,2019,2019,1.426974552,0.356743638,
163,Blue Warehou,2019,2020,1.426974552,,1.070230914
164,Blue Warehou,2020,2020,1.409051321,0.35226283,
164,Blue Warehou,2020,2021,1.409051321,,1.05678849
165,Blue Warehou,2021,2021,1.377353999,0.3443385,
165,Blue Warehou,2021,2022,1.377353999,,1.0330155
166,Bluenose,2008,2008,4.695,1.17375,
166,Bluenose,2008,2009,4.695,,3.52125
167,Bluenose,2009,2009,4.695,1.17375,
167,Bluenose,2009,2010,4.695,,3.52125
168,Bluenose,2010,2010,4.805,1.20125,
168,Bluenose,2010,2011,4.805,,3.60375
169,Bluenose,2011,2011,4.47,1.1175,
169,Bluenose,2011,2012,4.47,,3.3525
170,Bluenose,2012,2012,4.435,1.10875,
170,Bluenose,2012,2013,4.435,,3.32625
171,Bluenose,2013,2013,4.775,1.19375,
171,Bluenose,2013,2014,4.775,,3.58125
172,Bluenose,2014,2014,5.11,1.2775,
172,Bluenose,2014,2015,5.11,,3.8325
173,Bluenose,2015,2015,4.973333333,1.243333333,
173,Bluenose,2015,2016,4.973333333,,3.73
174,Bluenose,2016,2016,6.016666667,1.504166667,
174,Bluenose,2016,2017,6.016666667,,4.5125
175,Bluenose,2017,2017,5.06,1.265,
175,Bluenose,2017,2018,5.06,,3.795
176,Bluenose,2018,2018,5.121331583,1.280332896,
176,Bluenose,2018,2019,5.121331583,,3.840998687
177,Bluenose,2019,2019,4.948892304,1.237223076,
177,Bluenose,2019,2020,4.948892304,,3.711669228
178,Bluenose,2020,2020,4.870184233,1.217546058,
178,Bluenose,2020,2021,4.870184233,,3.652638175
179,Bluenose,2021,2021,5.292087036,1.323021759,
179,Bluenose,2021,2022,5.292087036,,3.969065277
180,Broadbill Swordfish,2008,2008,6.51,1.6275,
180,Broadbill Swordfish,2008,2009,6.51,,4.8825
181,Broadbill Swordfish,2009,2009,6.51,1.6275,
181,Broadbill Swordfish,2009,2010,6.51,,4.8825
182,Broadbill Swordfish,2010,2010,5.73,1.4325,
182,Broadbill Swordfish,2010,2011,5.73,,4.2975
183,Broadbill Swordfish,2011,2011,5.27,1.3175,
183,Broadbill Swordfish,2011,2012,5.27,,3.9525
184,Broadbill Swordfish,2012,2012,5.23,1.3075,
184,Broadbill Swordfish,2012,2013,5.23,,3.9225
185,Broadbill Swordfish,2013,2013,5.53,1.3825,
185,Broadbill Swordfish,2013,2014,5.53,,4.1475
186,Broadbill Swordfish,2014,2014,5.05,1.2625,
186,Broadbill Swordfish,2014,2015,5.05,,3.7875
187,Broadbill Swordfish,2015,2015,4.65,1.1625,
187,Broadbill Swordfish,2015,2016,4.65,,3.4875
188,Broadbill Swordfish,2016,2016,4.42,1.105,
188,Broadbill Swordfish,2016,2017,4.42,,3.315
189,Broadbill Swordfish,2017,2017,5.35,1.3375,
189,Broadbill Swordfish,2017,2018,5.35,,4.0125
190,Broadbill Swordfish,2018,2018,5.353071514,1.338267879,
190,Broadbill Swordfish,2018,2019,5.353071514,,4.014803636
191,Broadbill Swordfish,2019,2019,6.224935855,1.556233964,
191,Broadbill Swordfish,2019,2020,6.224935855,,4.668701891
192,Broadbill Swordfish,2020,2020,6.224935855,1.556233964,
192,Broadbill Swordfish,2020,2021,6.224935855,,4.668701891
193,Broadbill Swordfish,2021,2021,6.224935855,1.556233964,
193,Broadbill Swordfish,2021,2022,6.224935855,,4.668701891
194,Butterfish,2008,2008,3.49,0.8725,
194,Butterfish,2008,2009,3.49,,2.6175
195,Butterfish,2009,2009,3.49,0.8725,
195,Butterfish,2009,2010,3.49,,2.6175
196,Butterfish,2010,2010,4.91,1.2275,
196,Butterfish,2010,2011,4.91,,3.6825
197,Butterfish,2011,2011,4.7525,1.188125,
197,Butterfish,2011,2012,4.7525,,3.564375
198,Butterfish,2012,2012,4.7125,1.178125,
198,Butterfish,2012,2013,4.7125,,3.534375
199,Butterfish,2013,2013,4.6425,1.160625,
199,Butterfish,2013,2014,4.6425,,3.481875
200,Butterfish,2014,2014,4.51125,1.1278125,
200,Butterfish,2014,2015,4.51125,,3.3834375
201,Butterfish,2015,2015,4.72125,1.1803125,
201,Butterfish,2015,2016,4.72125,,3.5409375
202,Butterfish,2016,2016,4.71125,1.1778125,
202,Butterfish,2016,2017,4.71125,,3.5334375
203,Butterfish,2017,2017,4.55125,1.1378125,
203,Butterfish,2017,2018,4.55125,,3.4134375
204,Butterfish,2018,2018,4.694036578,1.173509145,
204,Butterfish,2018,2019,4.694036578,,3.520527434
205,Butterfish,2019,2019,4.823528424,1.205882106,
205,Butterfish,2019,2020,4.823528424,,3.617646318
206,Butterfish,2020,2020,4.773956287,1.193489072,
206,Butterfish,2020,2021,4.773956287,,3.580467215
207,Butterfish,2021,2021,4.649312339,1.162328085,
207,Butterfish,2021,2022,4.649312339,,3.486984254
208,Cardinalfish,2012,2012,1,0.25,
208,Cardinalfish,2012,2013,1,,0.75
209,Cardinalfish,2013,2013,1,0.25,
209,Cardinalfish,2013,2014,1,,0.75
210,Cardinalfish,2014,2014,1,0.25,
210,Cardinalfish,2014,2015,1,,0.75
211,Cardinalfish,2015,2015,1,0.25,
211,Cardinalfish,2015,2016,1,,0.75
212,Cardinalfish,2016,2016,1,0.25,
212,Cardinalfish,2016,2017,1,,0.75
213,Cardinalfish,2017,2017,1,0.25,
213,Cardinalfish,2017,2018,1,,0.75
214,Cardinalfish,2018,2018,1,0.25,
214,Cardinalfish,2018,2019,1,,0.75
215,Cardinalfish,2019,2019,1,0.25,
215,Cardinalfish,2019,2020,1,,0.75
216,Cardinalfish,2020,2020,1,0.25,
216,Cardinalfish,2020,2021,1,,0.75
217,Cardinalfish,2021,2021,1,0.25,
217,Cardinalfish,2021,2022,1,,0.75
218,Cockles,2008,2008,1.9,0.475,
218,Cockles,2008,2009,1.9,,1.425
219,Cockles,2009,2009,1.9,0.475,
219,Cockles,2009,2010,1.9,,1.425
220,Cockles,2010,2010,1.34,0.335,
220,Cockles,2010,2011,1.34,,1.005
221,Cockles,2011,2011,0.98,0.245,
221,Cockles,2011,2012,0.98,,0.735
222,Cockles,2012,2012,0.97,0.2425,
222,Cockles,2012,2013,0.97,,0.7275
223,Cockles,2013,2013,0.97,0.2425,
223,Cockles,2013,2014,0.97,,0.7275
224,Cockles,2014,2014,0.97,0.2425,
224,Cockles,2014,2015,0.97,,0.7275
225,Cockles,2015,2015,0.97,0.2425,
225,Cockles,2015,2016,0.97,,0.7275
226,Cockles,2016,2016,0.97,0.2425,
226,Cockles,2016,2017,0.97,,0.7275
227,Cockles,2017,2017,0.97,0.2425,
227,Cockles,2017,2018,0.97,,0.7275
228,Cockles,2018,2018,0.97,0.2425,
228,Cockles,2018,2019,0.97,,0.7275
229,Cockles,2019,2019,0.97,0.2425,
229,Cockles,2019,2020,0.97,,0.7275
230,Cockles,2020,2020,0.97,0.2425,
230,Cockles,2020,2021,0.97,,0.7275
231,Cockles,2021,2021,0.893846154,0.223461538,
231,Cockles,2021,2022,0.893846154,,0.670384615
232,Crayfish,2008,2008,38.53,9.6325,
232,Crayfish,2008,2009,38.53,,28.8975
233,Crayfish,2009,2009,38.53,9.6325,
233,Crayfish,2009,2010,38.53,,28.8975
234,Crayfish,2010,2010,56.61,14.1525,
234,Crayfish,2010,2011,56.61,,42.4575
235,Crayfish,2011,2011,63,15.75,
235,Crayfish,2011,2012,63,,47.25
236,Crayfish,2012,2012,66.47,16.6175,
236,Crayfish,2012,2013,66.47,,49.8525
237,Crayfish,2013,2013,66.31,16.5775,
237,Crayfish,2013,2014,66.31,,49.7325
238,Crayfish,2014,2014,68.1,17.025,
238,Crayfish,2014,2015,68.1,,51.075
239,Crayfish,2015,2015,72,18,
239,Crayfish,2015,2016,72,,54
240,Crayfish,2016,2016,74.6,18.65,
240,Crayfish,2016,2017,74.6,,55.95
241,Crayfish,2017,2017,81.617,20.40425,
241,Crayfish,2017,2018,81.617,,61.21275
242,Crayfish,2018,2018,79.58,19.895,
242,Crayfish,2018,2019,79.58,,59.685
243,Crayfish,2019,2019,85.83898125,21.45974531,
243,Crayfish,2019,2020,85.83898125,,64.37923594
244,Crayfish,2020,2020,79.92681623,19.98170406,
244,Crayfish,2020,2021,79.92681623,,59.94511217
245,Crayfish,2021,2021,68.23442216,17.05860554,
245,Crayfish,2021,2022,68.23442216,,51.17581662
246,Elephant Fish,2008,2008,2.325,0.58125,
246,Elephant Fish,2008,2009,2.325,,1.74375
247,Elephant Fish,2009,2009,2.325,0.58125,
247,Elephant Fish,2009,2010,2.325,,1.74375
248,Elephant Fish,2010,2010,1.86,0.465,
248,Elephant Fish,2010,2011,1.86,,1.395
249,Elephant Fish,2011,2011,2.185,0.54625,
249,Elephant Fish,2011,2012,2.185,,1.63875
250,Elephant Fish,2012,2012,2.168333333,0.542083333,
250,Elephant Fish,2012,2013,2.168333333,,1.62625
251,Elephant Fish,2013,2013,2.113333333,0.528333333,
251,Elephant Fish,2013,2014,2.113333333,,1.585
252,Elephant Fish,2014,2014,2.238333333,0.559583333,
252,Elephant Fish,2014,2015,2.238333333,,1.67875
253,Elephant Fish,2015,2015,2.275,0.56875,
253,Elephant Fish,2015,2016,2.275,,1.70625
254,Elephant Fish,2016,2016,2.213333333,0.553333333,
254,Elephant Fish,2016,2017,2.213333333,,1.66
255,Elephant Fish,2017,2017,2.381666667,0.595416667,
255,Elephant Fish,2017,2018,2.381666667,,1.78625
256,Elephant Fish,2018,2018,2.263232023,0.565808006,
256,Elephant Fish,2018,2019,2.263232023,,1.697424017
257,Elephant Fish,2019,2019,2.358852503,0.589713126,
257,Elephant Fish,2019,2020,2.358852503,,1.769139377
258,Elephant Fish,2020,2020,1.98617408,0.49654352,
258,Elephant Fish,2020,2021,1.98617408,,1.48963056
259,Elephant Fish,2021,2021,2.085163302,0.521290825,
259,Elephant Fish,2021,2022,2.085163302,,1.563872476
260,Flatfish,2008,2008,3.318,0.8295,
260,Flatfish,2008,2009,3.318,,2.4885
261,Flatfish,2009,2009,3.318,0.8295,
261,Flatfish,2009,2010,3.318,,2.4885
262,Flatfish,2010,2010,3.106,0.7765,
262,Flatfish,2010,2011,3.106,,2.3295
263,Flatfish,2011,2011,2.952,0.738,
263,Flatfish,2011,2012,2.952,,2.214
264,Flatfish,2012,2012,2.932,0.733,
264,Flatfish,2012,2013,2.932,,2.199
265,Flatfish,2013,2013,4.332,1.083,
265,Flatfish,2013,2014,4.332,,3.249
266,Flatfish,2014,2014,4.364,1.091,
266,Flatfish,2014,2015,4.364,,3.273
267,Flatfish,2015,2015,5.574,1.3935,
267,Flatfish,2015,2016,5.574,,4.1805
268,Flatfish,2016,2016,4.344,1.086,
268,Flatfish,2016,2017,4.344,,3.258
