Report Name,Stock,Species common name,Species scientific name,Period,Quantity Traded,No. Transfers,Low $,Average $,High $,Transfers incl.,Date As At
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2021,735,10,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2020,771,11,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2019,850,12,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2018,139,9,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2017,103,8,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2016,712,11,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2015,699,9,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2014,700,10,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2013,672,11,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2012,84,2,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2011,8,1,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2010,19,2,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2009,307,1,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2008,1,1,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2007,660,2,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2006,229,15,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2005,249,16,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2004,372,18,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA1,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2021,828,3,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2020,937,3,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2019,888,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2018,23,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2016,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2015,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2014,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2013,821,2,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2010,21,1,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2009,417,2,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2008,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2007,880,2,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2006,198,11,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2005,311,12,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2004,218,12,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA2,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2021,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2020,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2019,888,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2018,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2016,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2015,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2014,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2013,800,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2010,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2009,409,1,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2008,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2007,880,2,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2006,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2005,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2004,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA3,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2021,111,1,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2020,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2019,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2018,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2016,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2015,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2014,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2013,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2010,1,1,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2009,889,2,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2008,200,2,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2007,200,2,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2006,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2005,500,5,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2004,1000,3,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA4,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2021,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2020,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2019,111,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2018,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2016,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2015,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2014,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2013,100,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2010,2,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2009,51,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2008,200,1,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2007,110,2,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2006,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2005,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2004,400,2,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA5,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2021,6349,5,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2020,6546,5,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2019,6707,5,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2018,5090,4,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2017,5087,4,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2016,6220,2,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2015,6331,3,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2014,7419,5,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2013,7444,6,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2012,7622,8,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2011,8162,13,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2010,6120,2,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2009,6171,3,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2008,15112,4,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2007,6933,4,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2006,10379,13,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2005,10849,16,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2004,9988,12,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA7,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2021,808,4,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2020,814,5,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2019,894,5,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2018,91,3,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2017,91,3,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2016,808,4,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2015,808,4,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2014,808,4,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2013,824,5,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2012,91,3,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2011,91,3,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2010,111,4,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2009,410,2,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2008,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2007,790,3,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2006,252,12,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2005,314,12,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2004,305,13,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA8,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2021,693,3,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2020,625,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2019,735,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2018,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2016,662,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2015,662,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2014,662,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2013,669,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2010,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2009,307,1,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2008,1,1,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2007,660,2,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2006,207,8,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2005,207,7,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2004,207,8,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,BYA9,Frilled Venus Shell,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2021,17782,32,0.65,1.0288,1.5,4,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2020,3364,26,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2019,11825,36,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2018,3364,24,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2017,882,21,1,1,1,3,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2016,915,21,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2015,922,22,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2014,1114,20,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2013,10389,36,0.5,1.4416,1.8027,5,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2012,653,24,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2011,556,14,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2010,10618,24,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2009,306,6,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2008,1508,19,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2007,11721,18,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2006,5669,43,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2005,10772,80,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2004,11009,80,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC1,Red crab,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2021,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2020,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2019,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2018,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2017,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2016,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2015,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2014,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2013,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2012,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2011,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2010,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2009,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2008,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2007,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2006,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2005,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2004,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC10,Red crab,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2021,862,24,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2020,1260,26,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2019,9165,35,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2018,863,25,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2017,600,21,1,1,1,3,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2016,761,27,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2015,1138,29,0.5,0.6042,0.6245,3,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2014,3741,41,0.5,0.8648,1,13,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2013,11328,37,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2012,650,26,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2011,608,15,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2010,10459,26,0.5,0.7614,1,3,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2009,374,7,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2008,2654,20,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2007,8922,15,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2006,6488,45,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2005,2940,77,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2004,2597,73,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC2,Red crab,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2021,451,22,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2020,515,24,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2019,694,26,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2018,441,21,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2017,440,21,1,1,1,3,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2016,455,21,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2015,468,22,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2014,431,20,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2013,3431,20,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2012,408,24,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2011,370,14,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2010,3679,23,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2009,122,6,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2008,905,15,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2007,187,7,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2006,1327,34,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2005,1255,62,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2004,1220,58,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC3,Red crab,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2021,378,24,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2020,251,25,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2019,395,27,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2018,351,22,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2017,190,21,1,1,1,3,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2016,202,21,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2015,215,22,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2014,218,19,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2013,222,19,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2012,201,24,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2011,171,14,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2010,432,23,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2009,3653,8,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2008,294,14,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2007,442,6,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2006,616,30,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2005,1359,65,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2004,4220,60,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2003,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC4,Red crab,,Starting Apr 2002,0,0,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2021,451,22,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2020,515,24,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2019,694,26,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2018,441,21,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2017,440,21,1,1,1,3,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2016,455,21,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2015,469,22,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2014,474,19,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2013,2365,20,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2012,452,24,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2011,414,14,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2010,1685,23,,,,,12/3/2021
ACE Transfer Prices,CHC5,Red crab,,Starting Apr 2009,322,6,,,,,12/3/2021
